PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),CPHL LEVEL1 (milligram/m3),DEPH LEVEL1 (meter),PRES LEVEL1 (decibar),TUR4 LEVEL1 (ntu),QC
EXIN0004,2025-02-08T10:00:00Z,43.2388,5.2853,13.942,38.624,45.729,11.317,0.5,0.55,1.483,01111110711
EXIN0004,2025-02-08T11:00:00Z,43.2388,5.2853,13.909,38.622,45.692,12.105,0.5,0.45,2.877,01111110711
EXIN0004,2025-02-08T12:00:00Z,43.2388,5.2853,13.904,38.633,45.698,171.106,0.5,0.56,0.876,01111110711
EXIN0004,2025-02-08T13:00:00Z,43.2388,5.2853,13.905,38.628,45.694,11.12,0.5,0.37,0.494,01111110711
EXIN0004,2025-02-08T14:00:00Z,43.2388,5.2853,13.915,38.615,45.691,392.739,0.5,0.49,0.517,01111110711
EXIN0004,2025-02-08T15:00:00Z,43.2388,5.2853,13.874,38.623,45.656,337.321,0.5,0.31,0.854,01111110711
EXIN0004,2025-02-08T16:00:00Z,43.2388,5.2853,13.878,38.629,45.667,17.271,0.5,0.45,0.36,01111110711
EXIN0004,2025-02-08T17:00:00Z,43.2388,5.2853,13.89,38.623,45.673,37.859,0.5,0.39,0.27,01111110711
EXIN0004,2025-02-08T18:00:00Z,43.2388,5.2853,13.904,38.628,45.693,165.689,0.5,0.43,0.27,01111110711
EXIN0004,2025-02-08T19:00:00Z,43.2388,5.2853,13.908,38.631,45.701,14.235,0.5,0.55,0.36,01111110711
EXIN0004,2025-02-08T20:00:00Z,43.2388,5.2853,13.884,38.642,45.687,149.166,0.5,0.54,0.742,01111110711
EXIN0004,2025-02-08T21:00:00Z,43.2388,5.2853,13.894,38.622,45.677,16.679,0.5,0.45,0.27,01111110711
EXIN0004,2025-02-08T22:00:00Z,43.2388,5.2853,13.892,38.63,45.683,14.314,0.5,0.71,1.663,01111110711
EXIN0004,2025-02-08T23:00:00Z,43.2388,5.2853,13.894,38.626,45.681,13.407,0.5,0.56,0.382,01111110711
EXIN0004,2025-02-09T00:00:00Z,43.2388,5.2853,13.868,38.623,45.651,15.063,0.5,0.52,0.18,01111110711
EXIN0004,2025-02-09T01:00:00Z,43.2388,5.2853,13.873,38.642,45.675,13.84,0.5,0.62,0.202,01111110711
EXIN0004,2025-02-09T02:00:00Z,43.2388,5.2853,13.873,38.627,45.659,14.392,0.5,0.55,0.27,01111110711
EXIN0004,2025-02-09T03:00:00Z,43.2388,5.2853,13.868,38.63,45.658,14.274,0.5,0.55,0.247,01111110711
EXIN0004,2025-02-09T04:00:00Z,43.2388,5.2853,13.857,38.625,45.641,13.17,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-09T05:00:00Z,43.2388,5.2853,13.859,38.628,45.645,14.471,0.5,0.55,0.449,01111110711
EXIN0004,2025-02-09T06:00:00Z,43.2388,5.2853,13.85,38.628,45.636,13.249,0.5,0.52,0.18,01111110711
EXIN0004,2025-02-09T07:00:00Z,43.2388,5.2853,13.854,38.637,45.65,12.145,0.5,0.43,0.225,01111110711
EXIN0004,2025-02-09T08:00:00Z,43.2388,5.2853,13.853,38.636,45.647,12.342,0.5,0.52,0.315,01111110711
EXIN0004,2025-02-09T09:00:00Z,43.2388,5.2853,13.883,38.621,45.663,9.148,0.5,0.55,0.202,01111110711
EXIN0004,2025-02-09T10:00:00Z,43.2388,5.2853,13.875,38.631,45.667,9.503,0.5,0.62,0.225,01111110711
EXIN0004,2025-02-09T11:00:00Z,43.2388,5.2853,13.906,38.631,45.699,5.442,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-09T12:00:00Z,43.2388,5.2853,13.968,38.621,45.755,5.718,0.5,0.61,0.225,01111110711
EXIN0004,2025-02-09T13:00:00Z,43.2388,5.2853,13.975,38.633,45.774,5.008,0.5,0.55,0.27,01111110711
EXIN0004,2025-02-09T14:00:00Z,43.2388,5.2853,14.053,38.635,45.859,5.087,0.5,0.5,0.247,01111110711
EXIN0004,2025-02-09T15:00:00Z,43.2388,5.2853,14.051,38.638,45.861,5.757,0.5,0.55,0.225,01111110711
EXIN0004,2025-02-09T16:00:00Z,43.2388,5.2853,14.238,38.641,46.063,5.994,0.5,0.55,0.157,01111110711
EXIN0004,2025-02-09T17:00:00Z,43.2388,5.2853,14.186,38.645,46.012,7.65,0.5,0.53,0.202,01111110711
EXIN0004,2025-02-09T18:00:00Z,43.2388,5.2853,14.103,38.642,45.92,12.342,0.5,0.6,0.202,01111110711
EXIN0004,2025-02-09T19:00:00Z,43.2388,5.2853,14.033,38.63,45.833,10.528,0.5,0.62,0.247,01111110711
EXIN0004,2025-02-09T20:00:00Z,43.2388,5.2853,13.994,38.646,45.808,11.553,0.5,0.59,0.292,01111110711
EXIN0004,2025-02-09T21:00:00Z,43.2388,5.2853,14.042,38.65,45.863,11.238,0.5,0.57,0.18,01111110711
EXIN0004,2025-02-09T22:00:00Z,43.2388,5.2853,13.984,38.642,45.793,10.646,0.5,0.51,0.135,01111110711
EXIN0004,2025-02-09T23:00:00Z,43.2388,5.2853,13.977,38.636,45.779,241.438,0.5,0.58,0.427,01111110711
EXIN0004,2025-02-10T00:00:00Z,43.2388,5.2853,13.981,38.637,45.784,9.069,0.5,0.59,0.247,01111110711
EXIN0004,2025-02-10T01:00:00Z,43.2388,5.2853,13.975,38.639,45.781,8.872,0.5,0.62,0.202,01111110711
EXIN0004,2025-02-10T02:00:00Z,43.2388,5.2853,13.916,38.62,45.698,8.32,0.5,0.62,0.225,01111110711
EXIN0004,2025-02-10T03:00:00Z,43.2388,5.2853,13.909,38.619,45.689,17.547,0.5,0.56,0.157,01111110711
EXIN0004,2025-02-10T04:00:00Z,43.2388,5.2853,13.897,38.639,45.697,7.334,0.5,0.56,0.202,01111110711
EXIN0004,2025-02-10T05:00:00Z,43.2388,5.2853,13.891,38.636,45.688,8.399,0.5,0.56,0.202,01111110711
EXIN0004,2025-02-10T06:00:00Z,43.2388,5.2853,13.871,38.632,45.663,7.571,0.5,0.51,0.202,01111110711
EXIN0004,2025-02-10T07:00:00Z,43.2388,5.2853,13.864,38.638,45.662,7.255,0.5,0.65,0.247,01111110711
EXIN0004,2025-02-10T08:00:00Z,43.2388,5.2853,13.857,38.631,45.647,8.675,0.5,0.51,0.315,01111110711
EXIN0004,2025-02-10T09:00:00Z,43.2388,5.2853,13.859,38.638,45.655,44.217,0.5,0.58,0.112,01111110711
EXIN0004,2025-02-10T10:00:00Z,43.2388,5.2853,13.859,38.636,45.654,6.27,0.5,0.49,0.337,01111110711
EXIN0004,2025-02-10T11:00:00Z,43.2388,5.2853,13.87,38.632,45.661,6.072,0.5,0.62,0.247,01111110711
EXIN0004,2025-02-10T12:00:00Z,43.2388,5.2853,13.894,38.639,45.694,4.85,0.5,0.62,0.315,01111110711
EXIN0004,2025-02-10T13:00:00Z,43.2388,5.2853,13.925,38.636,45.724,4.416,0.5,0.51,0.247,01111110711
EXIN0004,2025-02-10T14:00:00Z,43.2388,5.2853,13.939,38.626,45.728,4.101,0.5,0.54,0.247,01111110711
EXIN0004,2025-02-10T15:00:00Z,43.2388,5.2853,13.929,38.636,45.728,18.335,0.5,0.66,0.539,01111110711
EXIN0004,2025-02-10T16:00:00Z,43.2388,5.2853,13.926,38.632,45.721,400.314,0.5,0.54,0.292,01111110711
EXIN0004,2025-02-10T17:00:00Z,43.2388,5.2853,13.921,38.615,45.697,11.593,0.5,0.48,0.315,01111110711
EXIN0004,2025-02-10T18:00:00Z,43.2388,5.2853,13.899,38.632,45.693,118.827,0.5,0.65,0.36,01111110711
EXIN0004,2025-02-10T19:00:00Z,43.2388,5.2853,13.895,38.621,45.677,218.949,0.5,0.51,0.315,01111110711
EXIN0004,2025-02-10T20:00:00Z,43.2388,5.2853,13.867,38.621,45.647,313.34,0.5,0.65,0.382,01111110711
EXIN0004,2025-02-10T21:00:00Z,43.2388,5.2853,13.816,38.626,45.599,76.989,0.5,0.59,0.36,01111110711
EXIN0004,2025-02-10T22:00:00Z,43.2388,5.2853,13.833,38.603,45.592,20.425,0.5,0.54,0.247,01111110711
EXIN0004,2025-02-10T23:00:00Z,43.2388,5.2853,13.777,38.621,45.552,13.683,0.5,0.59,0.382,01111110711
EXIN0004,2025-02-11T00:00:00Z,43.2388,5.2853,13.777,38.608,45.538,15.457,0.5,0.55,0.36,01111110711
EXIN0004,2025-02-11T01:00:00Z,43.2388,5.2853,13.773,38.623,45.548,18.257,0.5,0.45,0.36,01111110711
EXIN0004,2025-02-11T02:00:00Z,43.2388,5.2853,13.771,38.618,45.542,15.97,0.5,0.65,0.405,01111110711
EXIN0004,2025-02-11T03:00:00Z,43.2388,5.2853,13.736,38.599,45.485,17.192,0.5,0.51,0.36,01111110711
EXIN0004,2025-02-11T04:00:00Z,43.2388,5.2853,13.683,38.594,45.422,17.034,0.5,0.52,0.36,01111110711
EXIN0004,2025-02-11T05:00:00Z,43.2388,5.2853,13.897,38.604,45.66,129.935,0.5,0.38,0.315,01111110711
EXIN0004,2025-02-11T06:00:00Z,43.2388,5.2853,13.912,38.617,45.69,10.173,0.5,0.68,0.27,01111110711
EXIN0004,2025-02-11T07:00:00Z,43.2388,5.2853,13.953,38.616,45.733,9.858,0.5,0.66,0.225,01111110711
EXIN0004,2025-02-11T08:00:00Z,43.2388,5.2853,13.971,38.624,45.76,11.987,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-11T09:00:00Z,43.2388,5.2853,13.98,38.624,45.769,10.528,0.5,0.41,0.225,01111110711
EXIN0004,2025-02-11T10:00:00Z,43.2388,5.2853,13.989,38.619,45.775,7.295,0.5,0.56,0.18,01111110711
EXIN0004,2025-02-11T11:00:00Z,43.2388,5.2853,14.033,38.612,45.814,7.886,0.5,0.49,0.27,01111110711
EXIN0004,2025-02-11T12:00:00Z,43.2388,5.2853,14.046,38.613,45.829,6.861,0.5,0.5,0.337,01111110711
EXIN0004,2025-02-11T13:00:00Z,43.2388,5.2853,14.058,38.607,45.836,9.148,0.5,0.6,0.315,01111110711
EXIN0004,2025-02-11T14:00:00Z,43.2388,5.2853,14.051,38.604,45.825,10.134,0.5,0.62,0.292,01111110711
EXIN0004,2025-02-11T15:00:00Z,43.2388,5.2853,14.06,38.601,45.831,10.607,0.5,0.38,0.247,01111110711
EXIN0004,2025-02-11T16:00:00Z,43.2388,5.2853,14.07,38.594,45.834,13.367,0.5,0.43,0.27,01111110711
EXIN0004,2025-02-11T17:00:00Z,43.2388,5.2853,14.037,38.619,45.826,12.973,0.5,0.43,0.18,01111110711
EXIN0004,2025-02-11T18:00:00Z,43.2388,5.2853,14.046,38.509,45.718,14.471,0.5,0.41,0.202,01111110711
EXIN0004,2025-02-11T19:00:00Z,43.2388,5.2853,14.013,38.429,45.6,15.536,0.5,0.56,0.225,01111110711
EXIN0004,2025-02-11T20:00:00Z,43.2388,5.2853,14.053,38.54,45.759,18.612,0.5,0.59,0.225,01111110711
EXIN0004,2025-02-11T21:00:00Z,43.2388,5.2853,14.025,38.568,45.759,16.285,0.5,0.53,0.337,01111110711
EXIN0004,2025-02-11T22:00:00Z,43.2388,5.2853,14.026,38.577,45.769,15.97,0.5,0.47,0.27,01111110711
EXIN0004,2025-02-11T23:00:00Z,43.2388,5.2853,14.025,38.58,45.771,15.339,0.5,0.46,0.292,01111110711
EXIN0004,2025-02-12T00:00:00Z,43.2388,5.2853,14.023,38.568,45.757,16.088,0.5,0.46,0.27,01111110711
EXIN0004,2025-02-12T01:00:00Z,43.2388,5.2853,14.027,38.571,45.765,24.763,0.5,0.55,0.225,01111110711
EXIN0004,2025-02-12T02:00:00Z,43.2388,5.2853,14.033,38.574,45.774,14.037,0.5,0.56,0.202,01111110711
EXIN0004,2025-02-12T03:00:00Z,43.2388,5.2853,14.042,38.545,45.752,13.801,0.5,0.59,0.292,01111110711
EXIN0004,2025-02-12T04:00:00Z,43.2388,5.2853,14.025,38.555,45.745,13.131,0.5,0.43,0.27,01111110711
EXIN0004,2025-02-12T05:00:00Z,43.2388,5.2853,14.018,38.573,45.756,12.539,0.5,0.66,0.405,01111110711
EXIN0004,2025-02-12T06:00:00Z,43.2388,5.2853,14.02,38.571,45.757,13.249,0.5,0.54,0.18,01111110711
EXIN0004,2025-02-12T07:00:00Z,43.2388,5.2853,14.02,38.579,45.766,12.5,0.5,0.44,0.27,01111110711
EXIN0004,2025-02-12T08:00:00Z,43.2388,5.2853,14.005,38.585,45.756,11.672,0.5,0.54,0.472,01111110711
EXIN0004,2025-02-12T09:00:00Z,43.2388,5.2853,14.027,38.568,45.762,8.635,0.5,0.36,0.966,01111110711
EXIN0004,2025-02-12T10:00:00Z,43.2388,5.2853,14.039,38.579,45.785,7.334,0.5,0.54,1.101,01111110711
EXIN0004,2025-02-12T11:00:00Z,43.2388,5.2853,14.043,38.57,45.78,6.348,0.5,0.59,2.674,01111110711
EXIN0004,2025-02-12T12:00:00Z,43.2388,5.2853,14.056,38.549,45.771,7.295,0.5,0.44,3.214,01111110711
EXIN0004,2025-02-12T13:00:00Z,43.2388,5.2853,14.075,38.564,45.808,6.427,0.5,0.51,2.09,01111110711
EXIN0004,2025-02-12T14:00:00Z,43.2388,5.2853,14.067,38.551,45.785,6.191,0.5,0.52,2.764,01111110711
EXIN0004,2025-02-12T15:00:00Z,43.2388,5.2853,14.046,38.538,45.749,5.915,0.5,0.45,2.697,01111110711
EXIN0004,2025-02-12T16:00:00Z,43.2388,5.2853,14.046,38.484,45.692,9.897,0.5,0.39,2.854,01111110711
EXIN0004,2025-02-12T17:00:00Z,43.2388,5.2853,14.033,38.492,45.687,12.657,0.5,0.58,2.989,01111110711
EXIN0004,2025-02-12T18:00:00Z,43.2388,5.2853,14.027,38.472,45.66,13.604,0.5,0.48,3.169,01111110711
EXIN0004,2025-02-12T19:00:00Z,43.2388,5.2853,14.033,38.463,45.657,16.246,0.5,0.34,3.191,01111110711
EXIN0004,2025-02-12T20:00:00Z,43.2388,5.2853,14.001,38.457,45.616,14.747,0.5,0.46,3.461,01111110711
EXIN0004,2025-02-12T21:00:00Z,43.2388,5.2853,13.994,38.443,45.593,13.88,0.5,0.56,3.416,01111110711
EXIN0004,2025-02-12T22:00:00Z,43.2388,5.2853,13.994,38.442,45.592,14.708,0.5,0.45,3.416,01111110711
EXIN0004,2025-02-12T23:00:00Z,43.2388,5.2853,13.998,38.441,45.596,13.722,0.5,0.5,3.506,01111110711
EXIN0004,2025-02-13T00:00:00Z,43.2388,5.2853,13.998,38.455,45.61,13.761,0.5,0.52,2.742,01111110711
EXIN0004,2025-02-13T01:00:00Z,43.2388,5.2853,13.995,38.453,45.605,11.238,0.5,0.41,2.966,01111110711
EXIN0004,2025-02-13T02:00:00Z,43.2388,5.2853,13.987,38.444,45.587,12.855,0.5,0.51,2.652,01111110711
EXIN0004,2025-02-13T03:00:00Z,43.2388,5.2853,13.963,38.39,45.504,12.263,0.5,0.45,2.899,01111110711
EXIN0004,2025-02-13T04:00:00Z,43.2388,5.2853,13.933,38.379,45.462,12.066,0.5,0.5,3.393,01111110711
EXIN0004,2025-02-13T05:00:00Z,43.2388,5.2853,13.937,38.381,45.468,11.908,0.5,0.47,3.304,01111110711
EXIN0004,2025-02-13T06:00:00Z,43.2388,5.2853,13.916,38.347,45.41,10.055,0.5,0.49,3.506,01111110711
EXIN0004,2025-02-13T07:00:00Z,43.2388,5.2853,13.885,38.334,45.363,10.844,0.5,0.47,3.326,01111110711
EXIN0004,2025-02-13T08:00:00Z,43.2388,5.2853,13.852,38.334,45.329,11.08,0.5,0.56,3.281,01111110711
EXIN0004,2025-02-13T09:00:00Z,43.2388,5.2853,13.845,38.348,45.336,9.858,0.5,0.52,3.349,01111110711
EXIN0004,2025-02-13T10:00:00Z,43.2388,5.2853,13.871,38.341,45.356,8.162,0.5,0.51,3.349,01111110711
EXIN0004,2025-02-13T11:00:00Z,43.2388,5.2853,13.899,38.342,45.387,6.151,0.5,0.45,3.326,01111110711
EXIN0004,2025-02-13T12:00:00Z,43.2388,5.2853,14.063,38.397,45.618,96.888,0.5,0.48,3.146,01111110711
EXIN0004,2025-02-13T13:00:00Z,43.2388,5.2853,14.082,38.415,45.658,5.994,0.5,0.47,3.326,01111110711
EXIN0004,2025-02-13T14:00:00Z,43.2388,5.2853,14.153,38.367,45.681,6.072,0.5,0.54,3.304,01111110711
EXIN0004,2025-02-13T15:00:00Z,43.2388,5.2853,14.154,38.37,45.686,8.911,0.5,0.32,3.416,01111110711
EXIN0004,2025-02-13T16:00:00Z,43.2388,5.2853,14.14,38.37,45.672,9.503,0.5,0.54,4.427,01111110711
EXIN0004,2025-02-13T17:00:00Z,43.2388,5.2853,14.094,38.386,45.639,12.027,0.5,0.48,3.371,01111110711
EXIN0004,2025-02-13T18:00:00Z,43.2388,5.2853,14.082,38.385,45.626,12.027,0.5,0.38,3.349,01111110711
EXIN0004,2025-02-13T19:00:00Z,43.2388,5.2853,14.053,38.382,45.592,10.804,0.5,0.43,3.214,01111110711
EXIN0004,2025-02-13T20:00:00Z,43.2388,5.2853,14.04,38.401,45.598,13.328,0.5,0.54,3.371,01111110711
EXIN0004,2025-02-13T21:00:00Z,43.2388,5.2853,14.034,38.385,45.575,11.75,0.5,0.46,3.349,01111110711
EXIN0004,2025-02-13T22:00:00Z,43.2388,5.2853,14.022,38.369,45.546,12.184,0.5,0.45,3.326,01111110711
EXIN0004,2025-02-13T23:00:00Z,43.2388,5.2853,13.987,38.38,45.52,10.252,0.5,0.37,3.236,01111110711
EXIN0004,2025-02-14T00:00:00Z,43.2388,5.2853,13.985,38.387,45.526,10.213,0.5,0.37,3.349,01111110711
EXIN0004,2025-02-14T01:00:00Z,43.2388,5.2853,13.982,38.412,45.549,132.329,0.5,0.43,3.461,01111110711
EXIN0004,2025-02-14T02:00:00Z,43.2388,5.2853,13.982,38.411,45.548,10.568,0.5,0.56,3.259,01111110711
EXIN0004,2025-02-14T03:00:00Z,43.2388,5.2853,13.961,38.409,45.523,10.37,0.5,0.25,3.371,01111110711
EXIN0004,2025-02-14T04:00:00Z,43.2388,5.2853,13.967,38.425,45.546,11.12,0.5,0.57,3.326,01111110711
EXIN0004,2025-02-14T05:00:00Z,43.2388,5.2853,13.97,38.429,45.553,49.673,0.5,0.45,3.416,01111110711
EXIN0004,2025-02-14T06:00:00Z,43.2388,5.2853,13.956,38.425,45.534,1973.17,0.5,0.34,3.483,01111110711
EXIN0004,2025-02-14T07:00:00Z,43.2388,5.2853,13.981,38.426,45.562,641.963,0.5,0.41,3.393,01111110711
EXIN0004,2025-02-14T08:00:00Z,43.2388,5.2853,13.966,38.415,45.534,1049.63,0.5,0.45,4.023,01111110711
EXIN0004,2025-02-14T09:00:00Z,43.2388,5.2853,13.956,38.412,45.52,1149.24,0.5,0.46,3.438,01111110711
