PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHOS LEVEL1 (millimole/m3),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-11-06T08:20:00Z,50.7405,1.5677,14.098,0.037,,0.006,28.357,0.04,0,0,61,,0.635,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T08:40:00Z,50.7405,1.5677,14.186,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T09:00:00Z,50.7405,1.5677,14.261,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T09:20:00Z,50.7405,1.5677,14.292,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T09:40:00Z,50.7405,1.5677,14.347,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T11:00:00Z,50.7405,1.5677,14.505,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T11:20:00Z,50.7405,1.5677,14.518,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T11:40:00Z,50.7405,1.5677,14.522,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T12:00:00Z,50.7405,1.5677,14.512,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T12:20:00Z,50.7405,1.5677,14.484,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T12:40:00Z,50.7405,1.5677,14.442,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T13:00:00Z,50.7405,1.5677,14.41,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T13:20:00Z,50.7405,1.5677,14.383,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T13:40:00Z,50.7405,1.5677,14.361,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T14:00:00Z,50.7405,1.5677,14.345,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T14:20:00Z,50.7405,1.5677,14.338,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T14:40:00Z,50.7405,1.5677,14.343,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T15:00:01Z,50.7405,1.5677,14.353,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T15:20:00Z,50.7405,1.5677,14.364,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T15:40:00Z,50.7405,1.5677,14.368,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T16:00:00Z,50.7405,1.5677,14.371,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T16:00:01Z,50.7405,1.5677,,,21.959,,1.4,,,,,,,,,,0011199097999999999
6200443,0x3f,2024-11-06T16:20:00Z,50.7405,1.5677,14.375,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T16:40:00Z,50.7405,1.5677,14.357,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T17:00:01Z,50.7405,1.5677,14.335,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T17:20:00Z,50.7405,1.5677,14.326,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T17:40:00Z,50.7405,1.5677,14.321,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T18:00:00Z,50.7405,1.5677,14.332,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T18:20:00Z,50.7405,1.5677,14.24,0.037,,0.006,28.357,0.04,0,0,61,,0.635,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T18:40:00Z,50.7405,1.5677,14.192,0.036,,0.006,28.357,0.04,0,0,61,,0.635,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T19:00:01Z,50.7405,1.5677,14.179,0.037,,0.006,28.357,0.04,0,0,61,,0.635,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T19:20:00Z,50.7405,1.5677,14.197,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T19:40:00Z,50.7405,1.5677,14.193,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T20:00:00Z,50.7405,1.5677,14.186,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T20:20:00Z,50.7405,1.5677,14.166,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T20:40:00Z,50.7405,1.5677,14.179,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T21:00:00Z,50.7405,1.5677,14.233,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T21:20:00Z,50.7405,1.5677,14.267,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T21:40:00Z,50.7405,1.5677,14.3,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T22:00:00Z,50.7405,1.5677,14.352,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T22:20:00Z,50.7405,1.5677,14.403,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T22:40:00Z,50.7405,1.5677,14.44,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T23:00:01Z,50.7405,1.5677,14.47,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T23:20:00Z,50.7405,1.5677,14.494,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-06T23:40:00Z,50.7405,1.5677,14.504,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-07T00:00:01Z,50.7405,1.5677,,,21.884,,1.4,,,,,,,,,,0011199097999999999
6200443,0x3f,2024-11-07T01:00:00Z,50.7405,1.5677,14.418,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T01:20:00Z,50.7405,1.5677,14.359,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T01:40:00Z,50.7405,1.5677,14.316,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T02:00:00Z,50.7405,1.5677,14.289,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T02:20:00Z,50.7405,1.5677,14.288,0.039,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T02:40:00Z,50.7405,1.5677,14.284,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T03:00:00Z,50.7405,1.5677,14.23,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T03:20:00Z,50.7405,1.5677,14.164,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T03:40:01Z,50.7405,1.5677,14.158,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T04:00:01Z,50.7405,1.5677,14.175,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T04:20:00Z,50.7405,1.5677,14.175,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T04:40:00Z,50.7405,1.5677,14.192,0.039,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T05:00:00Z,50.7405,1.5677,14.197,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T05:20:00Z,50.7405,1.5677,14.198,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T05:40:00Z,50.7405,1.5677,14.193,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T06:00:01Z,50.7405,1.5677,14.181,0.035,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T06:20:00Z,50.7405,1.5677,14.164,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T06:40:00Z,50.7405,1.5677,14.148,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T07:00:00Z,50.7405,1.5677,14.136,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T07:20:00Z,50.7405,1.5677,14.122,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T07:40:00Z,50.7405,1.5677,14.109,0.035,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T08:00:01Z,50.7405,1.5677,14.083,0.037,21.841,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114041404191943
6200443,0x3f,2024-11-07T08:20:00Z,50.7405,1.5677,14.081,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T08:40:00Z,50.7405,1.5677,14.069,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T10:00:00Z,50.7405,1.5677,14.248,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T10:20:00Z,50.7405,1.5677,14.278,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T10:40:00Z,50.7405,1.5677,14.301,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T11:00:02Z,50.7405,1.5677,14.332,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T11:20:00Z,50.7405,1.5677,14.358,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T11:40:00Z,50.7405,1.5677,14.386,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T12:00:00Z,50.7405,1.5677,14.41,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T12:20:00Z,50.7405,1.5677,14.414,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T12:40:01Z,50.7405,1.5677,14.414,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T13:00:00Z,50.7405,1.5677,14.372,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T13:20:00Z,50.7405,1.5677,14.344,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T13:40:00Z,50.7405,1.5677,14.33,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T14:00:00Z,50.7405,1.5677,14.311,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T14:20:00Z,50.7405,1.5677,14.296,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T14:40:00Z,50.7405,1.5677,14.273,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T15:00:00Z,50.7405,1.5677,14.255,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T15:20:00Z,50.7405,1.5677,14.246,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T15:40:00Z,50.7405,1.5677,14.241,0.038,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T16:00:01Z,50.7405,1.5677,14.247,0.037,21.812,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114041404191943
6200443,0x3f,2024-11-07T16:20:00Z,50.7405,1.5677,14.228,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T16:40:00Z,50.7405,1.5677,14.22,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T17:00:00Z,50.7405,1.5677,14.21,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T17:20:00Z,50.7405,1.5677,14.199,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T17:40:00Z,50.7405,1.5677,14.186,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T18:00:01Z,50.7405,1.5677,14.173,0.039,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T18:20:00Z,50.7405,1.5677,14.176,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T18:40:00Z,50.7405,1.5677,14.195,0.038,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T19:00:00Z,50.7405,1.5677,14.163,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T19:20:00Z,50.7405,1.5677,14.138,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T19:40:00Z,50.7405,1.5677,14.151,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T20:00:00Z,50.7405,1.5677,14.148,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T20:20:00Z,50.7405,1.5677,14.115,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T20:40:00Z,50.7405,1.5677,14.08,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T21:00:00Z,50.7405,1.5677,14.054,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T21:20:00Z,50.7405,1.5677,14.08,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T21:40:00Z,50.7405,1.5677,14.119,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T22:00:00Z,50.7405,1.5677,14.151,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T22:20:00Z,50.7405,1.5677,14.175,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T22:40:00Z,50.7405,1.5677,14.217,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T23:00:00Z,50.7405,1.5677,14.274,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T23:20:00Z,50.7405,1.5677,14.317,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-07T23:40:00Z,50.7405,1.5677,14.339,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941404191943
6200443,0x3f,2024-11-08T00:00:01Z,50.7405,1.5677,14.354,0.038,21.724,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114041104191943
6200443,0x3f,2024-11-08T00:20:00Z,50.7405,1.5677,14.368,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T00:40:01Z,50.7405,1.5677,14.368,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T01:00:00Z,50.7405,1.5677,14.354,0.036,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T01:20:00Z,50.7405,1.5677,14.319,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T01:40:00Z,50.7405,1.5677,14.265,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T02:00:00Z,50.7405,1.5677,14.196,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T02:20:00Z,50.7405,1.5677,14.164,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T02:40:00Z,50.7405,1.5677,14.145,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T03:00:00Z,50.7405,1.5677,14.137,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T03:20:00Z,50.7405,1.5677,14.121,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T03:40:00Z,50.7405,1.5677,14.105,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T04:00:00Z,50.7405,1.5677,14.105,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T04:20:00Z,50.7405,1.5677,14.12,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T04:40:00Z,50.7405,1.5677,14.105,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T05:00:00Z,50.7405,1.5677,14.072,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T05:20:00Z,50.7405,1.5677,14.031,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T05:40:00Z,50.7405,1.5677,14.002,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T06:00:01Z,50.7405,1.5677,13.967,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T06:20:00Z,50.7405,1.5677,13.947,0.037,,0.006,28.357,0.04,0,0,61,,0.635,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T06:40:00Z,50.7405,1.5677,13.928,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,16.282,0011114941104191941
6200443,0x3f,2024-11-08T07:00:00Z,50.7405,1.5677,13.927,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,17.618,0011114941104191941
6200443,0x3f,2024-11-08T07:20:00Z,50.7405,1.5677,13.938,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,9.357,0011114941104191941
6200443,0x3f,2024-11-08T07:40:00Z,50.7405,1.5677,13.958,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T08:00:00Z,50.7405,1.5677,13.992,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T08:00:01Z,50.7405,1.5677,,,21.759,,1.4,,,,,,,,,,0011199097999999999
6200443,0x3f,2024-11-08T08:20:00Z,50.7405,1.5677,14.006,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T08:40:00Z,50.7405,1.5677,13.989,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T09:00:01Z,50.7405,1.5677,13.944,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T09:20:01Z,50.7405,1.5677,13.966,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T09:40:00Z,50.7405,1.5677,13.998,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T10:00:01Z,50.7405,1.5677,14.049,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T10:20:00Z,50.7405,1.5677,14.098,0.038,,0.006,28.357,0.04,0,0,61,,0.66,,0,135.336,0011114941104191941
6200443,0x3f,2024-11-08T10:40:00Z,50.7405,1.5677,14.147,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T11:00:00Z,50.7405,1.5677,14.174,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T11:20:00Z,50.7405,1.5677,14.193,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T11:40:00Z,50.7405,1.5677,14.209,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T12:00:00Z,50.7405,1.5677,14.227,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T12:20:00Z,50.7405,1.5677,14.244,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T12:40:00Z,50.7405,1.5677,14.238,0.037,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T13:00:00Z,50.7405,1.5677,14.23,0.038,,0.006,28.357,0.04,0,0,61,,0.66,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T13:20:00Z,50.7405,1.5677,14.225,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T13:40:00Z,50.7405,1.5677,14.205,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T14:00:00Z,50.7405,1.5677,14.155,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T14:20:00Z,50.7405,1.5677,14.115,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T14:40:00Z,50.7405,1.5677,14.072,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T15:00:00Z,50.7405,1.5677,14.045,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T15:20:00Z,50.7405,1.5677,14.028,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T15:40:00Z,50.7405,1.5677,14.017,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T16:00:00Z,50.7405,1.5677,14.008,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T16:00:01Z,50.7405,1.5677,,,21.64,,1.4,,,,,,,,,,0011199097999999999
6200443,0x3f,2024-11-08T16:20:00Z,50.7405,1.5677,14.001,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T16:40:00Z,50.7405,1.5677,13.98,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T17:00:00Z,50.7405,1.5677,13.945,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T17:20:00Z,50.7405,1.5677,13.918,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T17:40:01Z,50.7405,1.5677,13.884,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T18:00:00Z,50.7405,1.5677,13.878,0.036,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T18:20:00Z,50.7405,1.5677,13.889,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T18:40:00Z,50.7405,1.5677,13.898,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T19:00:00Z,50.7405,1.5677,13.89,0.037,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
6200443,0x3f,2024-11-08T19:20:00Z,50.7405,1.5677,13.875,0.038,,0.006,28.357,0.04,0,0,61,,0.648,,0,0,0011114941104191943
