PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-12-07T23:40:00Z,50.7405,1.5677,9.945,31.756,,3.486,0.432,6.26,0,2.243,10770,,95.256,0,48.282,001111191110119141
6200443,0x3f,2024-12-08T00:00:01Z,50.7405,1.5677,10.052,31.92,23.326,3.505,1.4,6.24,0,3.145,10746,,95.38,0,47.688,001111101710119141
6200443,0x3f,2024-12-08T00:20:00Z,50.7405,1.5677,10.106,32.058,,3.53,0.433,6.23,0,2.387,10733,,95.528,0,48.069,001111191110119141
6200443,0x3f,2024-12-08T00:40:00Z,50.7405,1.5677,10.175,32.293,,3.562,0.417,6.2,0,2.672,10696,,95.046,0,40.125,001111191110119141
6200443,0x3f,2024-12-08T01:00:00Z,50.7405,1.5677,10.231,32.816,,3.616,0.422,6.18,0,3.009,10696,,95.293,0,43.619,001111191110119141
6200443,0x3f,2024-12-08T01:20:00Z,50.7405,1.5677,10.283,33.204,,3.66,0.447,6.23,0,2.296,10808,,96.456,0,39.413,001111191110119141
6200443,0x3f,2024-12-08T01:40:00Z,50.7405,1.5677,10.321,33.243,,3.666,0.462,6.23,0,2.486,10808,,96.654,0,37.458,001111191110119141
6200443,0x3f,2024-12-08T02:00:01Z,50.7405,1.5677,10.344,33.288,,3.672,0.433,6.23,0,2.434,10820,,96.864,0,34.142,001111191110119141
6200443,0x3f,2024-12-08T02:20:00Z,50.7405,1.5677,10.332,33.271,,3.67,0.482,6.23,0,2.159,10808,,96.79,0,29.089,001111191110119141
6200443,0x3f,2024-12-08T02:40:00Z,50.7405,1.5677,10.331,33.255,,3.667,0.431,6.22,0,2.29,10795,,96.802,0,27.74,001111191110119141
6200443,0x3f,2024-12-08T03:00:00Z,50.7405,1.5677,10.326,33.257,,3.668,0.428,6.22,0,3.179,10795,,96.666,0,30.927,001111191110119141
6200443,0x3f,2024-12-08T03:20:00Z,50.7405,1.5677,10.325,33.26,,3.668,0.443,6.21,0,3.2,10783,,96.357,0,31.935,001111191110119141
6200443,0x3f,2024-12-08T03:40:00Z,50.7405,1.5677,10.318,33.25,,3.666,0.46,6.22,0,3.011,10795,,96.814,0,34.28,001111191110119141
6200443,0x3f,2024-12-08T04:00:00Z,50.7405,1.5677,10.315,33.248,,3.666,0.461,6.25,0,3.305,10845,,96.95,0,33.967,001111191110119141
6200443,0x3f,2024-12-08T04:20:00Z,50.7405,1.5677,10.24,33.107,,3.646,0.458,6.28,0,2.916,10882,,97.148,0,33.849,001111191110119141
6200443,0x3f,2024-12-08T04:40:00Z,50.7405,1.5677,10.208,33.06,,3.637,0.51,6.3,0,2.169,10919,,97.594,0,32.583,001111191110119141
6200443,0x3f,2024-12-08T05:00:01Z,50.7405,1.5677,10.102,32.762,,3.599,0.526,6.31,0,2.442,10919,,97.519,0,33.354,001111191110119141
6200443,0x3f,2024-12-08T05:20:00Z,50.7405,1.5677,9.933,31.944,,3.504,0.473,6.39,0,2.429,11018,,98.014,0,43.241,001111191110119141
6200443,0x3f,2024-12-08T05:40:00Z,50.7405,1.5677,9.897,31.981,,3.496,0.504,6.46,0,3.387,11141,,98.669,0,43.746,001111191110119141
6200443,0x3f,2024-12-08T06:00:01Z,50.7405,1.5677,9.823,31.773,,3.474,0.528,6.47,0,2.386,11141,,98.348,0,56.64,001111191110119141
6200443,0x3f,2024-12-08T06:20:00Z,50.7405,1.5677,9.787,31.698,,3.466,0.516,6.47,0,2.776,11129,,98.298,0,53.145,001111191110119141
6200443,0x3f,2024-12-08T06:40:00Z,50.7405,1.5677,9.76,31.673,,3.462,0.516,6.47,0,2.614,11129,,98.274,0,54.739,001111191110119141
6200443,0x3f,2024-12-08T07:00:00Z,50.7405,1.5677,9.725,31.398,,3.43,0.523,6.46,0,2.741,11104,,97.878,0,54.957,001111191110119141
6200443,0x3f,2024-12-08T07:20:00Z,50.7405,1.5677,9.704,31.326,,3.422,0.546,6.46,0,3.105,11104,,97.878,0,66.725,001111191110119141
6200443,0x3f,2024-12-08T07:40:00Z,50.7405,1.5677,9.691,31.196,,3.407,0.503,6.48,0,3.382,11129,,97.853,0,73.055,001111191110119141
6200443,0x3f,2024-12-08T08:00:00Z,50.7405,1.5677,9.684,31.017,,3.39,0.518,6.46,0,4.131,11080,,97.556,0,73.24,001111191110119141
6200443,0x3f,2024-12-08T08:00:01Z,50.7405,1.5677,,,23.319,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-08T08:20:00Z,50.7405,1.5677,9.682,30.983,,3.386,0.526,6.46,0,3.042,11080,,97.47,0,80.549,001111191110119141
6200443,0x3f,2024-12-08T08:40:00Z,50.7405,1.5677,9.685,30.974,,3.385,0.51,6.42,0,3.496,11005,,97.099,0,108.484,001111191110119141
6200443,0x3f,2024-12-08T09:00:00Z,50.7405,1.5677,9.679,30.745,,3.361,0.535,6.44,0,4.576,11030,,97.223,0,90.418,001111191110119141
6200443,0x3f,2024-12-08T09:20:00Z,50.7405,1.5677,9.668,30.407,,3.329,0.537,6.43,0,3.989,10993,,96.604,0,115.68,001111191110119141
6200443,0x3f,2024-12-08T09:40:00Z,50.7405,1.5677,9.674,30.532,,3.341,0.495,6.39,0,4.106,10919,,95.998,0,89.075,001111191110119141
6200443,0x3f,2024-12-08T10:00:00Z,50.7405,1.5677,9.656,30.169,,3.304,0.556,6.44,0,3.649,10993,,96.691,0,95.805,001111191110119141
6200443,0x3f,2024-12-08T10:20:01Z,50.7405,1.5677,9.655,30.089,,3.296,0.541,6.42,0,3.716,10944,,96.11,0,120.574,001111191110119141
6200443,0x3f,2024-12-08T10:40:00Z,50.7405,1.5677,9.681,30.19,,3.307,0.542,6.32,0,4.168,10783,,94.91,0,120.563,001111191110119141
6200443,0x3f,2024-12-08T11:00:00Z,50.7405,1.5677,9.699,30.354,,3.325,0.522,6.29,0,4.821,10746,,94.626,0,107.426,001111191110119141
6200443,0x3f,2024-12-08T11:20:00Z,50.7405,1.5677,9.712,30.474,,3.341,0.561,6.29,0,3.976,10758,,94.589,0,90.527,001111191110119141
6200443,0x3f,2024-12-08T11:40:00Z,50.7405,1.5677,9.733,30.564,,3.349,0.52,6.28,0,4.4,10746,,94.539,0,57.674,001111191110119141
6200443,0x3f,2024-12-08T12:00:00Z,50.7405,1.5677,9.827,30.601,,3.361,0.563,6.26,0,3.312,10709,,94.663,0,56.461,001111191110119141
6200443,0x3f,2024-12-08T12:20:00Z,50.7405,1.5677,9.965,30.72,,3.386,0.538,6.2,0,2.855,10610,,93.797,0,55.281,001111191110119141
6200443,0x3f,2024-12-08T12:40:00Z,50.7405,1.5677,9.981,30.879,,3.404,0.538,6.22,0,3.41,10647,,94.44,0,45.815,001111191110119141
6200443,0x3f,2024-12-08T13:00:00Z,50.7405,1.5677,9.969,30.984,,3.413,0.542,6.23,0,2.183,10672,,94.613,0,47.009,001111191110119141
6200443,0x3f,2024-12-08T13:20:00Z,50.7405,1.5677,10,31.179,,3.431,0.523,6.25,0,3.013,10721,,94.873,0,42.977,001111191110119141
6200443,0x3f,2024-12-08T13:40:00Z,50.7405,1.5677,10.023,31.747,,3.472,0.535,6.27,0,2.258,10783,,95.565,0,50.084,001111191110119141
6200443,0x3f,2024-12-08T14:00:00Z,50.7405,1.5677,10.027,32.109,,3.532,0.574,6.28,0,2.351,10832,,96.048,0,45.516,001111191110119141
6200443,0x3f,2024-12-08T14:20:00Z,50.7405,1.5677,10.026,32.425,,3.561,0.561,6.26,0,2.426,10820,,96.072,0,41.131,001111191110119141
6200443,0x3f,2024-12-08T14:40:00Z,50.7405,1.5677,10.02,32.887,,3.603,0.605,6.29,0,2.935,10906,,96.938,0,41.965,001111191110119141
6200443,0x3f,2024-12-08T15:00:01Z,50.7405,1.5677,10.023,33.06,,3.621,0.565,6.35,0,2.449,11018,,98.076,0,40.409,001111191110119141
6200443,0x3f,2024-12-08T15:20:00Z,50.7405,1.5677,10.014,32.891,,3.608,0.601,6.36,0,3.86,11018,,97.853,0,38.84,001111191110119141
6200443,0x3f,2024-12-08T15:40:00Z,50.7405,1.5677,9.928,32.435,,3.55,0.561,6.37,0,2.697,11005,,97.606,0,42.21,001111191110119141
6200443,0x3f,2024-12-08T16:00:01Z,50.7405,1.5677,9.926,32.364,23.724,3.542,0.619,6.32,0,3.339,10919,,96.617,0,47.669,001111101110119141
6200443,0x3f,2024-12-08T16:20:00Z,50.7405,1.5677,9.887,31.821,,3.495,0.565,6.33,0,2.436,10894,,96.468,0,48.079,001111191110119141
6200443,0x3f,2024-12-08T16:40:00Z,50.7405,1.5677,9.837,30.854,,3.387,0.567,6.37,0,2.716,10906,,96.382,0,35.751,001111191110119141
6200443,0x3f,2024-12-08T17:00:00Z,50.7405,1.5677,9.872,31.133,,3.423,0.588,6.29,0,1.851,10783,,95.269,0,32.201,001111191110119141
6200443,0x3f,2024-12-08T17:20:00Z,50.7405,1.5677,9.811,31.205,,3.422,0.593,6.32,0,1.973,10845,,95.726,0,31.638,001111191110119141
6200443,0x3f,2024-12-08T17:40:00Z,50.7405,1.5677,9.739,30.761,,3.371,0.589,6.38,0,1.933,10919,,96.295,0,30.591,001111191110119141
6200443,0x3f,2024-12-08T18:00:01Z,50.7405,1.5677,9.722,30.85,,3.375,0.621,6.37,0,2.716,10906,,96.011,0,27.949,001111191110119141
6200443,0x3f,2024-12-08T18:20:00Z,50.7405,1.5677,9.606,29.764,,3.261,0.629,6.42,0,2.499,10931,,96.518,0,30.628,001111191110119141
6200443,0x3f,2024-12-08T18:40:00Z,50.7405,1.5677,9.556,29.454,,3.226,0.615,6.42,0,1.653,10919,,96.307,0,28.772,001111191110119141
6200443,0x3f,2024-12-08T19:00:00Z,50.7405,1.5677,9.482,29.12,,3.188,0.63,6.44,0,1.624,10919,,95.776,0,28.609,001111191110119141
6200443,0x3f,2024-12-08T19:20:00Z,50.7405,1.5677,9.429,28.82,,3.153,0.627,6.47,0,2.188,10956,,95.936,0,25.806,001111191110119141
6200443,0x3f,2024-12-08T19:40:00Z,50.7405,1.5677,9.432,28.721,,3.142,0.638,6.47,0,2.093,10944,,95.887,0,27.404,001111191110119141
6200443,0x3f,2024-12-08T20:00:00Z,50.7405,1.5677,9.413,28.043,,3.074,0.637,6.5,0,3.094,10956,,95.986,0,28.409,001111191110119141
6200443,0x3f,2024-12-08T20:20:00Z,50.7405,1.5677,9.454,27.795,,3.052,0.645,6.48,0,2.785,10906,,95.306,0,27.99,001111191110119141
6200443,0x3f,2024-12-08T20:40:00Z,50.7405,1.5677,9.422,27.334,,3.005,0.645,6.47,0,2.376,10869,,95.256,0,28.982,001111191110119141
6200443,0x3f,2024-12-08T21:00:00Z,50.7405,1.5677,9.415,27.22,,2.994,0.648,6.4,0,2.379,10746,,94.106,0,27.095,001111191110119141
6200443,0x3f,2024-12-08T21:20:00Z,50.7405,1.5677,9.388,26.739,,2.943,0.655,6.51,0,2.231,10894,,95.182,0,32.869,001111191110119141
6200443,0x3f,2024-12-08T21:40:00Z,50.7405,1.5677,9.398,26.804,,2.948,0.646,6.47,0,2.193,10832,,94.799,0,32.127,001111191110119141
6200443,0x3f,2024-12-08T22:00:00Z,50.7405,1.5677,9.4,26.865,,2.955,0.657,6.43,0,3.021,10758,,94.119,0,32.471,001111191110119141
6200443,0x3f,2024-12-08T22:20:00Z,50.7405,1.5677,9.392,26.708,,2.94,0.653,6.42,0,2.435,10746,,94.119,0,28.617,001111191110119141
6200443,0x3f,2024-12-08T22:40:00Z,50.7405,1.5677,9.415,26.722,,2.943,0.652,6.22,0,2.124,10399,,90.99,0,25.893,001111191110119141
6200443,0x3f,2024-12-08T23:00:00Z,50.7405,1.5677,9.459,26.734,,2.948,0.652,6.2,0,2.207,10375,,90.842,0,22.314,001111191110119141
6200443,0x3f,2024-12-08T23:20:00Z,50.7405,1.5677,9.509,26.759,,2.953,0.668,6.18,0,2.265,10338,,90.668,0,18.61,001111191110119141
6200443,0x3f,2024-12-08T23:40:00Z,50.7405,1.5677,9.555,26.776,,2.958,0.678,6.11,0,2.432,10226,,89.692,0,19.596,001111191110119141
6200443,0x3f,2024-12-09T00:00:00Z,50.7405,1.5677,9.627,26.801,,2.966,0.676,5.99,0,2.054,10016,,88.096,0,17.732,001111191110119141
6200443,0x3f,2024-12-09T00:00:01Z,50.7405,1.5677,,,23.241,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-09T00:20:00Z,50.7405,1.5677,9.758,26.812,,2.977,0.673,5.94,0,2.07,9930,,87.416,0,18.066,001111191110119141
6200443,0x3f,2024-12-09T00:40:00Z,50.7405,1.5677,9.939,26.84,,2.993,0.677,5.84,0,1.957,9769,,86.551,0,17.251,001111191110119141
6200443,0x3f,2024-12-09T01:00:00Z,50.7405,1.5677,10.069,26.85,,3.004,0.685,5.72,0,2.232,9571,,85.005,0,17.604,001111191110119141
6200443,0x3f,2024-12-09T01:20:00Z,50.7405,1.5677,10.137,26.877,,3.011,0.682,5.7,0,2.077,9534,,84.819,0,22.597,001111191110119141
6200443,0x3f,2024-12-09T01:40:00Z,50.7405,1.5677,10.152,26.892,,3.015,0.678,5.67,0,2.161,9484,,84.399,0,22.822,001111191110119141
6200443,0x3f,2024-12-09T02:00:00Z,50.7405,1.5677,10.089,26.925,,3.013,0.684,5.63,0,3.185,9423,,83.694,0,23.541,001111191110119141
6200443,0x3f,2024-12-09T02:20:00Z,50.7405,1.5677,10.007,26.99,,3.014,0.68,5.63,0,2.934,9423,,83.657,0,31.851,001111191110119141
6200443,0x3f,2024-12-09T02:40:00Z,50.7405,1.5677,10.004,27.197,,3.034,0.678,5.67,0,1.932,9509,,84.424,0,27.439,001111191110119141
6200443,0x3f,2024-12-09T03:00:00Z,50.7405,1.5677,9.911,27.332,,3.041,0.699,5.69,0,1.834,9546,,84.399,0,30.836,001111191110119141
6200443,0x3f,2024-12-09T03:20:00Z,50.7405,1.5677,9.853,27.6,,3.065,0.691,5.75,0,2.063,9658,,85.524,0,30.331,001111191110119141
6200443,0x3f,2024-12-09T03:40:00Z,50.7405,1.5677,9.852,27.935,,3.095,0.712,5.85,0,2.723,9843,,86.946,0,26.839,001111191110119141
6200443,0x3f,2024-12-09T04:00:00Z,50.7405,1.5677,9.835,28.231,,3.116,0.696,5.87,0,2.07,9905,,87.466,0,28.767,001111191110119141
6200443,0x3f,2024-12-09T04:20:00Z,50.7405,1.5677,9.801,28.41,,3.134,0.675,5.85,0,2.354,9880,,87.169,0,30.496,001111191110119141
6200443,0x3f,2024-12-09T04:40:00Z,50.7405,1.5677,9.826,28.49,,3.157,0.708,5.89,0,2.612,9954,,87.713,0,31.112,001111191110119141
6200443,0x3f,2024-12-09T05:00:00Z,50.7405,1.5677,9.846,28.665,,3.167,0.685,5.86,0,1.589,9905,,87.614,0,31.09,001111191110119141
6200443,0x3f,2024-12-09T05:20:00Z,50.7405,1.5677,9.785,29.125,,3.217,0.695,5.97,0,2.625,10115,,89.048,0,30.636,001111191110119141
6200443,0x3f,2024-12-09T05:40:01Z,50.7405,1.5677,9.735,29.278,,3.229,0.688,5.96,0,2.259,10115,,89.246,0,29.555,001111191110119141
6200443,0x3f,2024-12-09T06:00:00Z,50.7405,1.5677,9.72,29.491,,3.247,0.687,5.97,0,2.828,10152,,89.321,0,29.069,001111191110119141
6200443,0x3f,2024-12-09T06:20:00Z,50.7405,1.5677,9.695,29.724,,3.262,0.684,5.94,0,2.313,10103,,89.11,0,31.587,001111191110119141
6200443,0x3f,2024-12-09T06:40:00Z,50.7405,1.5677,9.649,29.856,,3.277,0.694,6.02,0,1.896,10251,,90.31,0,29.642,001111191110119141
6200443,0x3f,2024-12-09T07:00:00Z,50.7405,1.5677,9.583,29.878,,3.268,0.695,6.23,0,1.785,10622,,93.142,0,30.457,001111191110119141
6200443,0x3f,2024-12-09T07:20:00Z,50.7405,1.5677,9.521,29.716,,3.249,0.693,6.41,0,2.173,10906,,95.504,0,32.236,001111191110119141
6200443,0x3f,2024-12-09T07:40:00Z,50.7405,1.5677,9.461,29.262,,3.199,0.708,6.41,0,1.994,10882,,95.429,0,30.923,001111191110119141
6200443,0x3f,2024-12-09T08:00:00Z,50.7405,1.5677,,,23.843,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-09T08:00:01Z,50.7405,1.5677,9.36,28.584,,3.123,0.689,6.46,0,1.98,10919,,95.8,0,28.402,001111191110119141
6200443,0x3f,2024-12-09T08:20:00Z,50.7405,1.5677,9.332,28.375,,3.101,0.713,6.48,0,2.023,10956,,95.838,0,27.796,001111191110119141
6200443,0x3f,2024-12-09T08:40:00Z,50.7405,1.5677,9.313,28.287,,3.09,0.693,6.47,0,2.399,10931,,95.454,0,26.767,001111191110119141
6200443,0x3f,2024-12-09T09:00:00Z,50.7405,1.5677,9.285,28.294,,3.088,0.693,6.44,0,2.233,10882,,94.811,0,27.839,001111191110119141
6200443,0x3f,2024-12-09T09:20:00Z,50.7405,1.5677,9.227,27.845,,3.04,0.724,6.52,0,2.416,10981,,95.714,0,28.569,001111191110119141
6200443,0x3f,2024-12-09T09:40:00Z,50.7405,1.5677,9.248,27.896,,3.048,0.691,6.38,0,2.776,10746,,93.958,0,27.877,001111191110119141
6200443,0x3f,2024-12-09T10:00:00Z,50.7405,1.5677,9.228,27.719,,3.027,0.702,6.47,0,2.332,10894,,94.811,0,27.6,001111191110119141
6200443,0x3f,2024-12-09T10:20:00Z,50.7405,1.5677,9.254,27.75,,3.033,0.699,6.32,0,2.348,10634,,92.82,0,25.973,001111191110119141
6200443,0x3f,2024-12-09T10:40:00Z,50.7405,1.5677,9.287,27.786,,3.039,0.694,6.26,0,2.323,10548,,91.992,0,25.123,001111191110119141
6200443,0x3f,2024-12-09T11:00:00Z,50.7405,1.5677,9.33,27.813,,3.045,0.708,6.18,0,2.066,10412,,90.866,0,23.795,001111191110119141
6200443,0x3f,2024-12-09T11:20:00Z,50.7405,1.5677,9.338,27.832,,3.048,0.695,6.07,0,2.083,10214,,89.345,0,20.646,001111191110119141
6200443,0x3f,2024-12-09T11:40:00Z,50.7405,1.5677,9.368,27.852,,3.051,0.705,5.94,0,2.052,10004,,87.404,0,26.641,001111191110119141
6200443,0x3f,2024-12-09T12:00:00Z,50.7405,1.5677,9.381,27.861,,3.053,0.695,5.78,0,1.989,9732,,84.968,0,21.287,001111191110119141
6200443,0x3f,2024-12-09T12:20:00Z,50.7405,1.5677,9.4,27.899,,3.059,0.704,5.74,0,1.981,9670,,84.696,0,21.269,001111191110119141
6200443,0x3f,2024-12-09T12:40:00Z,50.7405,1.5677,9.515,27.938,,3.072,0.729,5.72,0,1.934,9633,,84.547,0,18.932,001111191110119141
6200443,0x3f,2024-12-09T13:00:00Z,50.7405,1.5677,9.66,28.027,,3.092,0.702,5.67,0,1.711,9559,,84.127,0,17.311,001111191110119141
6200443,0x3f,2024-12-09T13:20:00Z,50.7405,1.5677,9.82,28.09,,3.11,0.708,5.63,0,1.73,9484,,83.583,0,16.181,001111191110119141
6200443,0x3f,2024-12-09T13:40:00Z,50.7405,1.5677,9.943,28.114,,3.122,0.705,5.56,0,1.837,9373,,83.113,0,20.372,001111191110119141
6200443,0x3f,2024-12-09T14:00:00Z,50.7405,1.5677,10.024,28.157,,3.131,0.71,5.5,0,2.023,9274,,82.297,0,33.93,001111191110119141
6200443,0x3f,2024-12-09T14:20:00Z,50.7405,1.5677,10.056,28.172,,3.137,0.697,5.41,0,2.724,9113,,80.924,0,32.102,001111191110119141
6200443,0x3f,2024-12-09T14:40:00Z,50.7405,1.5677,10.087,28.236,,3.146,0.702,5.44,0,3.147,9163,,81.579,0,30.442,001111191110119141
6200443,0x3f,2024-12-09T15:00:01Z,50.7405,1.5677,10.102,28.334,,3.156,0.723,5.43,0,2.563,9163,,81.616,0,33.447,001111191110119141
6200443,0x3f,2024-12-09T15:20:00Z,50.7405,1.5677,10.111,28.445,,3.168,0.717,5.47,0,2.615,9237,,81.913,0,38.114,001111191110119141
6200443,0x3f,2024-12-09T15:40:00Z,50.7405,1.5677,10.104,28.644,,3.189,0.704,5.48,0,2.759,9262,,82.519,0,35.726,001111191110119141
6200443,0x3f,2024-12-09T16:00:00Z,50.7405,1.5677,10.058,28.997,,3.219,0.727,5.59,0,3.909,9472,,84.325,0,32.744,001111191110119141
6200443,0x3f,2024-12-09T16:00:01Z,50.7405,1.5677,,,23.273,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-09T16:20:00Z,50.7405,1.5677,9.951,29.13,,3.228,0.717,5.61,0,2.985,9509,,84.485,0,31.292,001111191110119141
6200443,0x3f,2024-12-09T16:40:00Z,50.7405,1.5677,9.848,29.394,,3.243,0.696,5.68,0,3.069,9645,,85.252,0,35.295,001111191110119141
6200443,0x3f,2024-12-09T17:00:00Z,50.7405,1.5677,9.737,29.65,,3.262,0.708,5.87,0,2.248,9979,,88.133,0,34.21,001111191110119141
6200443,0x3f,2024-12-09T17:20:00Z,50.7405,1.5677,9.451,29.061,,3.177,0.714,6.39,0,1.94,10832,,95.021,0,28.485,001111191110119141
6200443,0x3f,2024-12-09T17:40:00Z,50.7405,1.5677,9.377,28.816,,3.148,0.697,6.4,0,2.007,10832,,94.786,0,29.244,001111191110119141
6200443,0x3f,2024-12-09T18:00:00Z,50.7405,1.5677,9.451,28.989,,3.173,0.733,6.19,0,2.901,10486,,91.819,0,29.11,001111191110119141
6200443,0x3f,2024-12-09T18:20:00Z,50.7405,1.5677,9.537,29.139,,3.192,0.716,6.06,0,1.89,10276,,90.087,0,25.872,001111191110119141
6200443,0x3f,2024-12-09T18:40:00Z,50.7405,1.5677,9.549,29.418,,3.222,0.702,5.96,0,1.567,10127,,88.851,0,26.212,001111191110119141
6200443,0x3f,2024-12-09T19:00:00Z,50.7405,1.5677,9.58,29.507,,3.232,0.698,5.89,0,2.084,10016,,87.973,0,26.418,001111191110119141
6200443,0x3f,2024-12-09T19:20:00Z,50.7405,1.5677,9.668,29.628,,3.25,0.708,5.76,0,2.088,9794,,86.167,0,24.738,001111191110119141
6200443,0x3f,2024-12-09T19:40:00Z,50.7405,1.5677,9.638,29.7,,3.256,0.726,5.73,0,2.032,9744,,85.796,0,22.009,001111191110119141
6200443,0x3f,2024-12-09T20:00:00Z,50.7405,1.5677,9.557,29.791,,3.258,0.731,5.76,0,1.93,9806,,86.142,0,21.448,001111191110119141
6200443,0x3f,2024-12-09T20:20:01Z,50.7405,1.5677,9.479,29.882,,3.26,0.719,5.88,0,1.988,10028,,87.861,0,20.648,001111191110119141
6200443,0x3f,2024-12-09T20:40:00Z,50.7405,1.5677,9.326,29.769,,3.237,0.712,6.3,0,1.911,10733,,94.044,0,18.967,001111191110119141
6200443,0x3f,2024-12-09T21:00:00Z,50.7405,1.5677,9.225,29.458,,3.201,0.726,6.46,0,1.923,10981,,95.887,0,19.883,001111191110119141
6200443,0x3f,2024-12-09T21:20:00Z,50.7405,1.5677,9.103,29.005,,3.144,0.72,6.52,0,1.93,11055,,96.147,0,19.691,001111191110119141
6200443,0x3f,2024-12-09T21:40:00Z,50.7405,1.5677,9.059,28.826,,3.124,0.725,6.54,0,1.954,11092,,96.122,0,19.864,001111191110119141
6200443,0x3f,2024-12-09T22:00:00Z,50.7405,1.5677,9.062,28.79,,3.12,0.716,6.47,0,3.444,10968,,95.108,0,20.724,001111191110119141
6200443,0x3f,2024-12-09T22:20:00Z,50.7405,1.5677,9.033,28.702,,3.11,0.73,6.53,0,1.969,11055,,95.825,0,20.869,001111191110119141
6200443,0x3f,2024-12-09T22:40:00Z,50.7405,1.5677,9.049,28.703,,3.11,0.738,6.5,0,1.916,11005,,95.64,0,20.493,001111191110119141
6200443,0x3f,2024-12-09T23:00:01Z,50.7405,1.5677,9.104,28.662,,3.111,0.731,6.51,0,1.899,11018,,95.875,0,20.652,001111191110119141
6200443,0x3f,2024-12-09T23:20:00Z,50.7405,1.5677,9.12,28.667,,3.112,0.727,6.49,0,1.748,10981,,95.454,0,18.266,001111191110119141
6200443,0x3f,2024-12-09T23:40:00Z,50.7405,1.5677,9.142,28.67,,3.114,0.736,6.3,0,1.771,10672,,92.598,0,17.996,001111191110119141
6200443,0x3f,2024-12-10T00:00:00Z,50.7405,1.5677,9.176,28.666,,3.117,0.725,6.08,0,1.772,10288,,89.321,0,16.311,001111191110119141
6200443,0x3f,2024-12-10T00:00:01Z,50.7405,1.5677,,,23.248,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-10T00:20:00Z,50.7405,1.5677,9.243,28.678,,3.123,0.729,5.9,0,1.751,9991,,87.07,0,14.714,001111191110119141
6200443,0x3f,2024-12-10T00:40:00Z,50.7405,1.5677,9.347,28.68,,3.131,0.736,5.76,0,1.729,9744,,85.24,0,16.049,001111191110119141
6200443,0x3f,2024-12-10T01:00:00Z,50.7405,1.5677,9.431,28.69,,3.139,0.727,5.69,0,1.653,9633,,84.312,0,13.982,001111191110119141
6200443,0x3f,2024-12-10T01:20:00Z,50.7405,1.5677,9.62,28.704,,3.155,0.749,5.61,0,1.631,9484,,83.36,0,13.322,001111191110119141
6200443,0x3f,2024-12-10T01:40:00Z,50.7405,1.5677,9.803,28.72,,3.173,0.759,5.54,0,1.661,9373,,82.655,0,13.982,001111191110119141
6200443,0x3f,2024-12-10T02:00:01Z,50.7405,1.5677,9.933,28.737,,3.184,0.731,5.45,0,1.608,9212,,81.53,0,12.766,001111191110119141
6200443,0x3f,2024-12-10T02:20:00Z,50.7405,1.5677,10.017,28.743,,3.191,0.757,5.37,0,1.609,9089,,80.701,0,13.223,001111191110119141
6200443,0x3f,2024-12-10T02:40:00Z,50.7405,1.5677,10.034,28.759,,3.194,0.733,5.32,0,1.727,8990,,79.947,0,13.349,001111191110119141
6200443,0x3f,2024-12-10T03:00:00Z,50.7405,1.5677,10.037,28.767,,3.195,0.729,5.29,0,2.04,8940,,79.316,0,14.253,001111191110119141
6200443,0x3f,2024-12-10T03:20:00Z,50.7405,1.5677,10.048,28.776,,3.196,0.743,5.24,0,2.179,8866,,78.772,0,21.861,001111191110119141
6200443,0x3f,2024-12-10T03:40:00Z,50.7405,1.5677,10.062,28.785,,3.2,0.731,5.21,0,2.005,8817,,78.537,0,22.211,001111191110119141
6200443,0x3f,2024-12-10T04:00:00Z,50.7405,1.5677,10.067,28.83,,3.204,0.733,5.24,0,2.358,8866,,78.982,0,26.394,001111191110119141
6200443,0x3f,2024-12-10T04:20:00Z,50.7405,1.5677,9.981,28.862,,3.199,0.744,5.2,0,2.335,8804,,78.253,0,27.666,001111191110119141
6200443,0x3f,2024-12-10T04:40:00Z,50.7405,1.5677,9.882,28.967,,3.201,0.73,5.26,0,3.208,8903,,78.871,0,25.923,001111191110119141
6200443,0x3f,2024-12-10T05:00:02Z,50.7405,1.5677,9.783,29.041,,3.201,0.721,5.36,0,3.098,9076,,80.268,0,23.069,001111191110119141
6200443,0x3f,2024-12-10T05:20:00Z,50.7405,1.5677,9.474,28.726,,3.158,0.72,6.09,0,3.183,10301,,90.396,0,21.898,001111191110119141
6200443,0x3f,2024-12-10T05:40:00Z,50.7405,1.5677,9.28,29.298,,3.185,0.736,6.16,0,3.655,10461,,91.299,0,21.609,001111191110119141
