PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DOX1 LEVEL1 (ml/l),PRES LEVEL1 (decibar),QC
EXIN0002,2024-10-01T00:02:17Z,43.6830,7.3170,21.2621,38.2162,4.976,2,01111111
EXIN0002,2024-10-01T00:32:17Z,43.6830,7.3170,21.0432,38.2135,5.036,2,01111111
EXIN0002,2024-10-01T01:02:17Z,43.6830,7.3170,20.9755,38.2109,5.065,2,01111111
EXIN0002,2024-10-01T01:32:17Z,43.6830,7.3170,21.0126,38.2121,5.041,2,01111111
EXIN0002,2024-10-01T02:02:17Z,43.6830,7.3170,21.2025,38.2108,5.021,2,01111111
EXIN0002,2024-10-01T02:32:17Z,43.6830,7.3170,21.1652,38.2151,4.994,2,01111111
EXIN0002,2024-10-01T03:02:17Z,43.6830,7.3170,21.106,38.2131,5.012,2,01111111
EXIN0002,2024-10-01T03:32:17Z,43.6830,7.3170,21.1338,38.2149,5.003,2,01111111
EXIN0002,2024-10-01T04:02:17Z,43.6830,7.3170,21.1636,38.215,4.995,2,01111111
EXIN0002,2024-10-01T04:32:17Z,43.6830,7.3170,21.2486,38.2143,4.97,2,01111111
EXIN0002,2024-10-01T05:02:17Z,43.6830,7.3170,21.2675,38.2144,4.972,2,01111111
EXIN0002,2024-10-01T05:32:17Z,43.6830,7.3170,21.2882,38.221,4.969,2,01111111
EXIN0002,2024-10-01T06:02:17Z,43.6830,7.3170,21.3251,38.2263,4.961,2,01111111
EXIN0002,2024-10-01T06:32:17Z,43.6830,7.3170,21.343,38.2283,4.96,2,01111111
EXIN0002,2024-10-01T07:02:17Z,43.6830,7.3170,21.3361,38.2329,4.966,2,01111111
EXIN0002,2024-10-01T07:32:17Z,43.6830,7.3170,21.3698,38.2382,4.962,2,01111111
EXIN0002,2024-10-01T08:02:17Z,43.6830,7.3170,21.3943,38.244,4.958,2,01111111
EXIN0002,2024-10-01T08:32:17Z,43.6830,7.3170,21.357,38.2392,4.971,2,01111111
EXIN0002,2024-10-01T09:02:17Z,43.6830,7.3170,21.3818,38.2305,4.968,2,01111111
EXIN0002,2024-10-01T09:32:17Z,43.6830,7.3170,21.4263,38.2368,4.96,2,01111111
