PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),QC
EXIN0003,2025-02-07T17:20:00Z,42.7042,3.0672,11,-2,152.1,11.729,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T17:30:00Z,42.7042,3.0672,11,-2,154.8,12.038,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T17:40:00Z,42.7042,3.0672,11,-2,159,12.604,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T17:50:00Z,42.7042,3.0672,11.1,-2,171.2,11.987,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T18:00:00Z,42.7042,3.0672,11.2,-2,169.9,12.192,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T18:10:00Z,42.7042,3.0672,11.2,-2,169.5,12.295,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T18:20:00Z,42.7042,3.0672,11.2,-2,168.9,11.112,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T18:30:00Z,42.7042,3.0672,11.2,-2,164.8,11.215,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-07T18:40:00Z,42.7042,3.0672,11.1,-2,160.6,10.443,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T18:50:00Z,42.7042,3.0672,11.1,-2,162.2,10.237,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T19:00:00Z,42.7042,3.0672,11,-2,168.5,13.067,12,37.1,1.5,01111711117
EXIN0003,2025-02-07T19:10:00Z,42.7042,3.0672,11,-2,167.2,10.032,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T19:20:00Z,42.7042,3.0672,11,-2,165.3,10.546,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T19:30:00Z,42.7042,3.0672,11,-2,161.1,8.848,12,37.1,1.5,01111711117
EXIN0003,2025-02-07T19:40:00Z,42.7042,3.0672,11,-2,163.8,8.283,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T19:50:00Z,42.7042,3.0672,10.9,-2,163.1,9.929,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T20:00:00Z,42.7042,3.0672,10.9,-2,164.6,9.62,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T20:10:00Z,42.7042,3.0672,10.9,-2,167.6,10.803,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T20:20:00Z,42.7042,3.0672,10.9,-2,165.4,10.803,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T20:30:00Z,42.7042,3.0672,10.9,-2,158.7,11.987,12,37.1,1.5,01111711117
EXIN0003,2025-02-07T20:40:00Z,42.7042,3.0672,10.9,-2,161.1,11.163,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T20:50:00Z,42.7042,3.0672,11,-2,163.5,12.655,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T21:00:00Z,42.7042,3.0672,11,-2,166.9,12.964,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T21:10:00Z,42.7042,3.0672,10.9,-2,166.6,10.289,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-07T21:20:00Z,42.7042,3.0672,10.9,-2,167.6,10.855,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T21:30:00Z,42.7042,3.0672,10.9,-2,164.1,12.45,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T21:40:00Z,42.7042,3.0672,10.9,-2,164.3,12.552,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-07T21:50:00Z,42.7042,3.0672,10.9,-2,170.7,12.964,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:00:00Z,42.7042,3.0672,10.8,-2,167.5,11.678,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:10:00Z,42.7042,3.0672,10.8,-2,170.7,11.369,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:20:00Z,42.7042,3.0672,10.9,-2,172.2,10.958,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:30:00Z,42.7042,3.0672,10.9,-2,172.8,11.421,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:40:00Z,42.7042,3.0672,11,-2,170.2,12.141,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T22:50:00Z,42.7042,3.0672,11,-2,169.5,10.546,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T23:00:00Z,42.7042,3.0672,11,-2,170.3,10.906,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T23:10:00Z,42.7042,3.0672,11.1,-2,167.3,11.061,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T23:20:00Z,42.7042,3.0672,11.2,-2,164,9.929,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T23:30:00Z,42.7042,3.0672,11.2,-2,162.7,9.569,12,37.2,1.5,01111711117
EXIN0003,2025-02-07T23:40:00Z,42.7042,3.0672,11.2,-2,162.8,10.803,12,37.3,1.5,01111711117
EXIN0003,2025-02-07T23:50:00Z,42.7042,3.0672,11.1,-2,161.7,11.009,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T00:00:00Z,42.7042,3.0672,11.1,-2,164.1,10.546,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T00:10:00Z,42.7042,3.0672,11.1,-2,164.2,10.135,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T00:20:00Z,42.7042,3.0672,11.1,-2,164.5,10.083,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T00:30:00Z,42.7042,3.0672,11.2,-2,161.8,9.157,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T00:40:00Z,42.7042,3.0672,11,-2,160.2,9.466,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T00:50:00Z,42.7042,3.0672,10.9,-2,162,8.488,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T01:00:00Z,42.7042,3.0672,11,-2,151.8,8.591,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T01:10:00Z,42.7042,3.0672,11.2,-2,155.6,7.357,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T01:20:00Z,42.7042,3.0672,11.3,-2,158.3,7.305,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T01:30:00Z,42.7042,3.0672,11.3,-2,157.3,6.585,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T01:40:00Z,42.7042,3.0672,11.3,-2,159.5,5.762,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T01:50:00Z,42.7042,3.0672,11.4,-2,165.4,5.505,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T02:00:00Z,42.7042,3.0672,11.4,-2,167.7,5.71,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T02:10:00Z,42.7042,3.0672,11.1,-2,205.5,3.91,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T02:20:00Z,42.7042,3.0672,10.1,-2,196.8,3.91,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T02:30:00Z,42.7042,3.0672,10,-2,193.8,4.476,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T02:40:00Z,42.7042,3.0672,10.7,-2,173.7,6.585,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T02:50:00Z,42.7042,3.0672,10,-2,182.2,5.402,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T03:00:00Z,42.7042,3.0672,9.6,-2,216.3,4.681,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T03:10:00Z,42.7042,3.0672,9.2,-2,268.6,4.527,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T03:20:00Z,42.7042,3.0672,8.7,-2,266.8,4.218,12,37.3,1.5,01111711117
EXIN0003,2025-02-08T03:30:00Z,42.7042,3.0672,8,-2,255.3,5.453,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T03:40:00Z,42.7042,3.0672,7.6,-2,251,6.173,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T03:50:00Z,42.7042,3.0672,7.3,-2,273.5,7.768,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T04:00:00Z,42.7042,3.0672,6.6,-2,289.9,9.311,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T04:10:00Z,42.7042,3.0672,6.3,-2,295.2,8.128,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T04:20:00Z,42.7042,3.0672,6.1,-2,295.6,7.511,11.8,37,1.5,01111711117
EXIN0003,2025-02-08T04:30:00Z,42.7042,3.0672,6.1,-2,296.9,6.945,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T04:40:00Z,42.7042,3.0672,5.9,-2,307.3,7.099,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T04:50:00Z,42.7042,3.0672,5.5,-2,310.7,8.18,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T05:00:00Z,42.7042,3.0672,5.3,-2,305.7,7.614,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T05:10:00Z,42.7042,3.0672,5.2,-2,311,7.717,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T05:20:00Z,42.7042,3.0672,5.1,-2,308.9,6.636,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T05:30:00Z,42.7042,3.0672,5,-2,302.7,6.585,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T05:40:00Z,42.7042,3.0672,4.8,-2,301.7,7.974,11.7,37,1.5,01111711117
EXIN0003,2025-02-08T05:50:00Z,42.7042,3.0672,4.2,-2,308.9,10.649,11.8,37,1.5,01111711117
EXIN0003,2025-02-08T06:00:00Z,42.7042,3.0672,4.1,-2,314.5,11.472,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T06:10:00Z,42.7042,3.0672,4.3,-2,320.6,10.752,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T06:20:00Z,42.7042,3.0672,3.8,-2,322.3,10.906,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T06:30:00Z,42.7042,3.0672,3.8,-2,328.6,11.163,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T06:40:00Z,42.7042,3.0672,3.8,-2,331.1,10.752,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T06:50:00Z,42.7042,3.0672,3.6,-2,309,8.951,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:00:00Z,42.7042,3.0672,3.7,-2,317.4,7.871,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:10:00Z,42.7042,3.0672,3.5,-2,313.5,9.672,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:20:00Z,42.7042,3.0672,3.5,-2,323.1,6.636,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:30:00Z,42.7042,3.0672,3.7,-2,321.1,5.247,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:40:00Z,42.7042,3.0672,3.7,-2,319.4,6.173,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T07:50:00Z,42.7042,3.0672,3.9,-2,336.8,6.739,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:00:00Z,42.7042,3.0672,3.9,-2,336.6,6.636,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:10:00Z,42.7042,3.0672,4,-2,328.9,6.07,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:20:00Z,42.7042,3.0672,4.3,-2,326,5.247,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:30:00Z,42.7042,3.0672,4.5,-2,323.7,5.247,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:40:00Z,42.7042,3.0672,5.1,-2,317.6,4.527,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T08:50:00Z,42.7042,3.0672,5.2,-2,305.1,4.27,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-08T09:00:00Z,42.7042,3.0672,5.2,-2,297.8,3.91,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T09:10:00Z,42.7042,3.0672,5.3,-2,292.8,3.395,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T09:20:00Z,42.7042,3.0672,5.4,-2,303.6,3.344,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T09:30:00Z,42.7042,3.0672,5.8,-2,313.5,3.447,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T09:40:00Z,42.7042,3.0672,6,-2,324.6,3.961,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T09:50:00Z,42.7042,3.0672,6.2,-2,332.7,4.681,11.8,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:00:00Z,42.7042,3.0672,6.3,-2,343.6,5.607,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:10:00Z,42.7042,3.0672,6.4,-2,338.2,5.196,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:20:00Z,42.7042,3.0672,6.6,-2,347.9,5.35,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:30:00Z,42.7042,3.0672,6.5,-2,343.7,6.431,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:40:00Z,42.7042,3.0672,6.6,-2,340.2,5.968,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T10:50:00Z,42.7042,3.0672,6.8,-2,323.2,5.505,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:00:00Z,42.7042,3.0672,7,-2,325.2,6.328,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:10:00Z,42.7042,3.0672,7.5,-2,327.7,7.357,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:20:00Z,42.7042,3.0672,7.7,-2,333.7,7.768,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:30:00Z,42.7042,3.0672,8,-2,334.2,8.128,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:40:00Z,42.7042,3.0672,8.3,-2,330.6,8.848,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T11:50:00Z,42.7042,3.0672,8.4,-2,334.9,9.569,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T12:00:00Z,42.7042,3.0672,8.6,-2,335.4,9.877,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T12:10:00Z,42.7042,3.0672,9.1,-2,328.8,10.186,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T12:20:00Z,42.7042,3.0672,9.3,-2,326.6,9.003,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T12:30:00Z,42.7042,3.0672,9.1,-2,327.3,10.083,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T12:40:00Z,42.7042,3.0672,9,-2,337.8,10.34,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T12:50:00Z,42.7042,3.0672,9.2,-2,333.8,11.524,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T13:00:00Z,42.7042,3.0672,9.3,-2,331.3,11.575,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T13:10:00Z,42.7042,3.0672,9.6,-2,327.8,11.884,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T13:20:00Z,42.7042,3.0672,9.4,-2,319.7,12.244,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T13:30:00Z,42.7042,3.0672,9.2,-2,332.4,10.855,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T13:40:00Z,42.7042,3.0672,9.5,-2,338.2,11.729,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T13:50:00Z,42.7042,3.0672,10,-2,333.3,11.729,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T14:00:00Z,42.7042,3.0672,10,-2,335.4,11.369,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T14:10:00Z,42.7042,3.0672,10,-2,334.7,11.061,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T14:20:00Z,42.7042,3.0672,10.3,-2,327.6,10.752,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T14:30:00Z,42.7042,3.0672,10.3,-2,331.2,11.369,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T14:40:00Z,42.7042,3.0672,10.3,-2,322.3,11.369,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T14:50:00Z,42.7042,3.0672,10.4,-2,322.9,10.443,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T15:00:00Z,42.7042,3.0672,10.3,-2,335.1,11.935,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T15:10:00Z,42.7042,3.0672,10.3,-2,336.4,10.186,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T15:20:00Z,42.7042,3.0672,10.3,-2,339.2,11.524,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T15:30:00Z,42.7042,3.0672,10.3,-2,340,10.649,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T15:40:00Z,42.7042,3.0672,10.3,-2,340,9.672,12,37.1,1.5,01111711117
EXIN0003,2025-02-08T15:50:00Z,42.7042,3.0672,10.3,-2,334.6,10.186,12,37.1,1.5,01111711117
EXIN0003,2025-02-08T16:00:00Z,42.7042,3.0672,10.1,-2,338.1,10.237,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T16:10:00Z,42.7042,3.0672,10,-2,338.6,9.62,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T16:20:00Z,42.7042,3.0672,10,-2,333.5,10.443,12,37.1,1.5,01111711117
EXIN0003,2025-02-08T16:30:00Z,42.7042,3.0672,10,-2,337.4,9.26,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T16:40:00Z,42.7042,3.0672,10,-2,338.1,9.466,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:00:00Z,42.7042,3.0672,10,-2,339.2,8.746,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:10:00Z,42.7042,3.0672,9.6,-2,330.9,8.848,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:20:00Z,42.7042,3.0672,9.5,-2,331.7,8.9,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:30:00Z,42.7042,3.0672,9.3,-2,333.9,9.106,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:40:00Z,42.7042,3.0672,9.3,-2,333.5,8.334,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T17:50:00Z,42.7042,3.0672,9.1,-2,335.7,8.797,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:00:00Z,42.7042,3.0672,9.1,-2,335.4,7.974,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:10:00Z,42.7042,3.0672,9,-2,337,7.614,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:20:00Z,42.7042,3.0672,9,-2,336.1,7.511,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:30:00Z,42.7042,3.0672,8.9,-2,340,7.459,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:40:00Z,42.7042,3.0672,8.9,-2,342.4,8.128,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T18:50:00Z,42.7042,3.0672,8.8,-2,342.8,7.665,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:00:00Z,42.7042,3.0672,8.8,-2,342.9,7.305,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:10:00Z,42.7042,3.0672,8.6,-2,337.6,7.614,12,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:20:00Z,42.7042,3.0672,8.5,-2,336.9,6.996,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:30:00Z,42.7042,3.0672,8.5,-2,335.9,7.357,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:40:00Z,42.7042,3.0672,8.5,-2,332.3,7.048,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T19:50:00Z,42.7042,3.0672,8.5,-2,328.6,7.82,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:00:00Z,42.7042,3.0672,8.5,-2,332.7,7.82,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:10:00Z,42.7042,3.0672,8.5,-2,335.7,8.231,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:20:00Z,42.7042,3.0672,8.4,-2,345.4,7.099,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:30:00Z,42.7042,3.0672,8.4,-2,346.1,7.82,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:40:00Z,42.7042,3.0672,8.5,-2,345.5,9.054,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T20:50:00Z,42.7042,3.0672,8.5,-2,350.3,9.62,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T21:00:00Z,42.7042,3.0672,8.4,-2,343.3,9.311,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T21:10:00Z,42.7042,3.0672,8.4,-2,342.8,9.003,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T21:20:00Z,42.7042,3.0672,8.3,-2,343.9,9.003,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T21:30:00Z,42.7042,3.0672,8.2,-2,343.6,8.746,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T21:40:00Z,42.7042,3.0672,8.2,-2,341.6,7.974,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T21:50:00Z,42.7042,3.0672,8,-2,336.1,7.357,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T22:00:00Z,42.7042,3.0672,8,-2,337.8,7.048,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T22:10:00Z,42.7042,3.0672,7.8,-2,331.9,6.585,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T22:20:00Z,42.7042,3.0672,7.7,-2,340.6,5.968,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T22:30:00Z,42.7042,3.0672,7.7,-2,343.9,5.865,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T22:40:00Z,42.7042,3.0672,7.8,-2,346.5,6.842,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T22:50:00Z,42.7042,3.0672,7.8,-2,341.8,7.768,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T23:00:00Z,42.7042,3.0672,7.8,-2,339.7,7.768,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T23:10:00Z,42.7042,3.0672,7.7,-2,332.6,7.871,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T23:20:00Z,42.7042,3.0672,7.7,-2,328.9,9.054,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-08T23:30:00Z,42.7042,3.0672,7.8,-2,331.1,8.591,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T23:40:00Z,42.7042,3.0672,7.9,-2,333.2,8.488,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-08T23:50:00Z,42.7042,3.0672,7.8,-2,333.6,8.334,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:00:00Z,42.7042,3.0672,7.7,-2,338,7.717,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:10:00Z,42.7042,3.0672,7.6,-2,340.2,7.768,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:20:00Z,42.7042,3.0672,7.5,-2,339.1,7.511,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:30:00Z,42.7042,3.0672,7.5,-2,334.7,7.665,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:40:00Z,42.7042,3.0672,7.4,-2,325.2,6.585,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T00:50:00Z,42.7042,3.0672,7.3,-2,320.5,5.916,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:00:00Z,42.7042,3.0672,7.2,-2,329.9,6.328,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:10:00Z,42.7042,3.0672,7.3,-2,321.5,5.556,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:20:00Z,42.7042,3.0672,6.8,-2,303.1,4.373,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:30:00Z,42.7042,3.0672,6.6,-2,303.8,4.579,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:40:00Z,42.7042,3.0672,6.6,-2,298.6,4.116,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T01:50:00Z,42.7042,3.0672,6.7,-2,296.8,4.887,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:00:00Z,42.7042,3.0672,6.6,-2,294.9,4.784,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:10:00Z,42.7042,3.0672,6.5,-2,286.9,4.476,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:20:00Z,42.7042,3.0672,6.2,-2,278.3,4.424,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:30:00Z,42.7042,3.0672,6,-2,272,3.55,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:40:00Z,42.7042,3.0672,5.5,-2,265.9,3.704,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T02:50:00Z,42.7042,3.0672,5.4,-2,270.7,4.836,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:00:00Z,42.7042,3.0672,5.4,-2,259.8,4.218,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:10:00Z,42.7042,3.0672,5.1,-2,257.2,4.218,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:20:00Z,42.7042,3.0672,4.8,-2,269.3,4.424,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:30:00Z,42.7042,3.0672,4.9,-2,290.3,4.321,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:40:00Z,42.7042,3.0672,4.8,-2,261.7,3.601,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T03:50:00Z,42.7042,3.0672,4.6,-2,258,4.321,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T04:00:00Z,42.7042,3.0672,4.7,-2,270.8,3.344,11.9,37.2,1.5,01111711117
EXIN0003,2025-02-09T04:10:00Z,42.7042,3.0672,4.8,-2,261.5,3.961,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T04:20:00Z,42.7042,3.0672,4.6,-2,269,3.807,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T04:30:00Z,42.7042,3.0672,4.5,-2,311.5,2.366,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T04:40:00Z,42.7042,3.0672,4.6,-2,312,2.264,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T04:50:00Z,42.7042,3.0672,4.3,-2,299.6,2.624,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:00:00Z,42.7042,3.0672,4,-2,299.9,2.315,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:10:00Z,42.7042,3.0672,3.8,-2,313.7,2.521,11.9,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:20:00Z,42.7042,3.0672,3.5,-2,323.3,3.447,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:30:00Z,42.7042,3.0672,3.5,-2,292.5,4.836,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:40:00Z,42.7042,3.0672,3.6,-2,275,4.99,11.8,37.1,1.5,01111711117
EXIN0003,2025-02-09T05:50:00Z,42.7042,3.0672,3.6,-2,274.4,4.373,11.8,37.1,1.5,01111711117
