PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),QC
EXIN0003,2025-01-16T12:20:00Z,42.7042,3.0672,8.6,-2,348.7,4.476,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T12:30:00Z,42.7042,3.0672,8.3,-2,352.4,4.476,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T12:40:00Z,42.7042,3.0672,8.3,-2,332.9,3.447,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T12:50:00Z,42.7042,3.0672,8.6,-2,344.8,3.241,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:00:00Z,42.7042,3.0672,8.9,-2,2.4,3.447,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:10:00Z,42.7042,3.0672,8.5,-2,11,3.807,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:20:00Z,42.7042,3.0672,8.5,-2,352.6,3.755,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:30:00Z,42.7042,3.0672,8.4,-2,353.5,3.344,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:40:00Z,42.7042,3.0672,7.6,-2,8.8,3.447,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T13:50:00Z,42.7042,3.0672,7.3,-2,154.7,3.344,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:00:00Z,42.7042,3.0672,5.2,-2,154.7,1.286,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:10:00Z,42.7042,3.0672,5.4,-2,230.5,1.955,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:20:00Z,42.7042,3.0672,5.8,-2,259.9,1.08,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:30:00Z,42.7042,3.0672,6.8,-2,275.3,1.492,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:40:00Z,42.7042,3.0672,6.4,-2,275.7,1.389,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T14:50:00Z,42.7042,3.0672,6.6,-2,281,1.903,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T15:00:00Z,42.7042,3.0672,6.6,-2,259.1,1.903,12.2,38,1.5,01111711117
EXIN0003,2025-01-16T15:10:00Z,42.7042,3.0672,6.9,-2,293.2,2.675,12.1,38,1.5,01111711117
EXIN0003,2025-01-16T15:20:00Z,42.7042,3.0672,6.9,-2,70.6,2.881,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T15:30:00Z,42.7042,3.0672,5.5,-2,194.3,1.132,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T15:40:00Z,42.7042,3.0672,5.2,-2,245,2.727,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T15:50:00Z,42.7042,3.0672,5.4,-2,254.5,4.373,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:00:00Z,42.7042,3.0672,5.7,-2,260.6,4.218,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:10:00Z,42.7042,3.0672,5.5,-2,265.5,4.116,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:20:00Z,42.7042,3.0672,5.8,-2,278.8,3.704,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:30:00Z,42.7042,3.0672,5.8,-2,294.4,3.807,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:40:00Z,42.7042,3.0672,5.7,-2,285.3,3.91,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T16:50:00Z,42.7042,3.0672,5.8,-2,288.3,3.961,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T17:00:00Z,42.7042,3.0672,5.8,-2,269.5,3.91,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T17:10:00Z,42.7042,3.0672,5.9,-2,260.9,4.321,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T17:20:00Z,42.7042,3.0672,6.1,-2,279.3,5.35,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-16T17:30:00Z,42.7042,3.0672,6.2,-2,290.6,5.196,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-16T17:40:00Z,42.7042,3.0672,6.3,-2,286.1,5.144,11.6,37.4,1.5,01111711117
EXIN0003,2025-01-16T17:50:00Z,42.7042,3.0672,5.9,-2,278.2,4.527,11.6,37.4,1.5,01111711117
EXIN0003,2025-01-16T18:00:00Z,42.7042,3.0672,5.2,-2,286.1,3.755,11.5,37.4,1.5,01111711117
EXIN0003,2025-01-16T18:10:00Z,42.7042,3.0672,5.1,-2,282.5,4.321,11.4,37.4,1.5,01111711117
EXIN0003,2025-01-16T18:20:00Z,42.7042,3.0672,5.2,-2,275.4,4.064,11.4,37.4,1.5,01111711117
EXIN0003,2025-01-16T18:30:00Z,42.7042,3.0672,5.4,-2,258.8,4.218,11.5,37.4,1.5,01111711117
EXIN0003,2025-01-16T18:40:00Z,42.7042,3.0672,5.6,-2,290.1,4.63,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-16T18:50:00Z,42.7042,3.0672,5.8,-2,278.7,4.27,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-16T19:00:00Z,42.7042,3.0672,5.9,-2,282.7,4.218,11.5,37.4,1.5,01111711117
EXIN0003,2025-01-16T19:10:00Z,42.7042,3.0672,6.2,-2,256.5,4.064,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-16T19:20:00Z,42.7042,3.0672,6.4,-2,255.7,5.247,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-16T19:30:00Z,42.7042,3.0672,6.4,-2,264.4,5.402,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-16T19:40:00Z,42.7042,3.0672,6.5,-2,271,4.99,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-16T19:50:00Z,42.7042,3.0672,6.5,-2,294.5,6.019,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-16T20:00:00Z,42.7042,3.0672,6.5,-2,295,5.71,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-16T20:10:00Z,42.7042,3.0672,6.5,-2,298.5,5.916,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-16T20:20:00Z,42.7042,3.0672,6.3,-2,296.1,5.916,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-16T20:30:00Z,42.7042,3.0672,6.4,-2,284.9,5.247,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T20:40:00Z,42.7042,3.0672,6.4,-2,283.2,5.607,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-16T20:50:00Z,42.7042,3.0672,6.5,-2,275.3,5.762,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:00:00Z,42.7042,3.0672,6.5,-2,275.3,6.173,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:10:00Z,42.7042,3.0672,6.6,-2,277.5,4.733,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:20:00Z,42.7042,3.0672,6.6,-2,286.9,5.453,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:30:00Z,42.7042,3.0672,6.5,-2,274.2,4.887,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:40:00Z,42.7042,3.0672,6.5,-2,269.3,4.476,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T21:50:00Z,42.7042,3.0672,6.5,-2,278.6,3.498,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:00:00Z,42.7042,3.0672,6.6,-2,277.9,2.881,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:10:00Z,42.7042,3.0672,6.7,-2,292.1,4.167,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:20:00Z,42.7042,3.0672,6.8,-2,300.8,4.99,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:30:00Z,42.7042,3.0672,6.7,-2,303.5,5.865,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:40:00Z,42.7042,3.0672,6.9,-2,305.5,5.762,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-16T22:50:00Z,42.7042,3.0672,7,-2,311.1,6.122,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:00:00Z,42.7042,3.0672,6.9,-2,309,5.505,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:10:00Z,42.7042,3.0672,6.9,-2,315,5.042,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:20:00Z,42.7042,3.0672,7.1,-2,320.8,5.813,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:30:00Z,42.7042,3.0672,7.1,-2,332.4,5.556,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:40:00Z,42.7042,3.0672,7.1,-2,332.9,5.042,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-16T23:50:00Z,42.7042,3.0672,7.3,-2,344.4,4.733,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:00:00Z,42.7042,3.0672,7.5,-2,344.4,5.659,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:10:00Z,42.7042,3.0672,7.3,-2,332.1,6.379,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:20:00Z,42.7042,3.0672,7.2,-2,331.4,6.379,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:30:00Z,42.7042,3.0672,7.4,-2,326.1,7.151,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:40:00Z,42.7042,3.0672,7.6,-2,335.5,7.305,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T00:50:00Z,42.7042,3.0672,8,-2,336.3,7.202,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T01:00:00Z,42.7042,3.0672,8.4,-2,353.8,8.128,12,37.8,1.5,01111711117
EXIN0003,2025-01-17T01:10:00Z,42.7042,3.0672,8.5,-2,0.4,8.231,12,37.8,1.5,01111711117
EXIN0003,2025-01-17T01:20:00Z,42.7042,3.0672,8.3,-2,340,5.35,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T01:30:00Z,42.7042,3.0672,7.5,-2,315,4.784,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T01:40:00Z,42.7042,3.0672,7.3,-2,286.9,4.373,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T01:50:00Z,42.7042,3.0672,6.8,-2,295.1,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T02:00:00Z,42.7042,3.0672,6.9,-2,305.3,3.601,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T02:10:00Z,42.7042,3.0672,7,-2,283.4,4.99,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T02:20:00Z,42.7042,3.0672,6.6,-2,263.5,4.167,12,37.8,1.5,01111711117
EXIN0003,2025-01-17T02:30:00Z,42.7042,3.0672,6.7,-2,291.1,3.55,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T02:40:00Z,42.7042,3.0672,6.8,-2,300.8,3.601,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T02:50:00Z,42.7042,3.0672,6.9,-2,290.3,4.116,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:00:00Z,42.7042,3.0672,6.7,-2,288.6,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:10:00Z,42.7042,3.0672,6.8,-2,292.6,4.527,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:20:00Z,42.7042,3.0672,6.7,-2,280.5,3.755,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:30:00Z,42.7042,3.0672,6.9,-2,300.2,4.476,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:40:00Z,42.7042,3.0672,7,-2,317.1,4.63,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T03:50:00Z,42.7042,3.0672,6.9,-2,328,5.299,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T04:00:00Z,42.7042,3.0672,7,-2,333.7,4.116,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T04:20:00Z,42.7042,3.0672,7.4,-2,338.4,5.093,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T04:30:00Z,42.7042,3.0672,7.2,-2,325.4,5.247,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T04:40:00Z,42.7042,3.0672,6.8,-2,306.1,4.579,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T04:50:00Z,42.7042,3.0672,6.6,-2,304.9,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:00:00Z,42.7042,3.0672,6.7,-2,305.6,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:10:00Z,42.7042,3.0672,6.7,-2,305.3,4.681,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:20:00Z,42.7042,3.0672,6.7,-2,300,4.27,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:30:00Z,42.7042,3.0672,6.5,-2,301.3,4.476,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:40:00Z,42.7042,3.0672,6.5,-2,299.6,4.527,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T05:50:00Z,42.7042,3.0672,6.5,-2,304.1,5.196,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:00:00Z,42.7042,3.0672,6.5,-2,296,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:10:00Z,42.7042,3.0672,6.2,-2,290.7,4.681,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:20:00Z,42.7042,3.0672,6.1,-2,282.3,5.093,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:30:00Z,42.7042,3.0672,6.1,-2,273.8,4.681,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:40:00Z,42.7042,3.0672,5.8,-2,277.6,4.424,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T06:50:00Z,42.7042,3.0672,6,-2,273.6,5.402,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:00:00Z,42.7042,3.0672,5.9,-2,282.5,4.681,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:10:00Z,42.7042,3.0672,6,-2,272.4,4.733,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:20:00Z,42.7042,3.0672,6,-2,270.4,5.093,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:30:00Z,42.7042,3.0672,6.1,-2,275.2,4.27,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:40:00Z,42.7042,3.0672,6.2,-2,274.8,4.887,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T07:50:00Z,42.7042,3.0672,6.3,-2,275.1,4.27,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:00:00Z,42.7042,3.0672,6.4,-2,280.6,4.681,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:10:00Z,42.7042,3.0672,6.4,-2,293.9,4.784,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:20:00Z,42.7042,3.0672,6,-2,319.4,3.807,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:30:00Z,42.7042,3.0672,6.3,-2,324.9,3.704,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:40:00Z,42.7042,3.0672,6.5,-2,334.7,3.395,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T08:50:00Z,42.7042,3.0672,6.7,-2,326.3,4.373,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:00:00Z,42.7042,3.0672,6.7,-2,323.6,3.395,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:10:00Z,42.7042,3.0672,7.9,-2,339.5,3.447,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:20:00Z,42.7042,3.0672,8.8,-2,334.1,3.601,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:30:00Z,42.7042,3.0672,9.4,-2,318.6,3.447,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:40:00Z,42.7042,3.0672,9.2,-2,317.1,3.55,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T09:50:00Z,42.7042,3.0672,9.6,-2,305.1,2.881,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:00:00Z,42.7042,3.0672,9.5,-2,313.8,3.498,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:10:00Z,42.7042,3.0672,9.6,-2,324.7,3.395,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:20:00Z,42.7042,3.0672,9.9,-2,327.2,3.087,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:30:00Z,42.7042,3.0672,10,-2,341,3.087,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:40:00Z,42.7042,3.0672,10,-2,346.7,3.344,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T10:50:00Z,42.7042,3.0672,9.9,-2,356,4.939,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:00:00Z,42.7042,3.0672,9.6,-2,8.7,4.167,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:10:00Z,42.7042,3.0672,9.8,-2,1,3.138,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:20:00Z,42.7042,3.0672,9.9,-2,357.5,3.087,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:30:00Z,42.7042,3.0672,9.9,-2,352.8,3.601,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:40:00Z,42.7042,3.0672,10.3,-2,334.1,3.858,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T11:50:00Z,42.7042,3.0672,10.4,-2,336.6,3.653,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:00:00Z,42.7042,3.0672,10.6,-2,338.7,3.498,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:10:00Z,42.7042,3.0672,10.7,-2,328,3.55,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:20:00Z,42.7042,3.0672,10.6,-2,342.5,4.27,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:30:00Z,42.7042,3.0672,10.7,-2,346.1,2.727,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:40:00Z,42.7042,3.0672,11.2,-2,351.1,3.601,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T12:50:00Z,42.7042,3.0672,10.9,-2,359.8,3.704,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T13:00:00Z,42.7042,3.0672,10.8,-2,7.3,4.681,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T13:10:00Z,42.7042,3.0672,10.9,-2,16,4.064,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T13:20:00Z,42.7042,3.0672,10.3,-2,18,3.653,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T13:40:00Z,42.7042,3.0672,10.8,-2,8.1,4.527,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T13:50:00Z,42.7042,3.0672,11.2,-2,0.8,4.013,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:00:00Z,42.7042,3.0672,11,-2,349.6,2.521,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:10:00Z,42.7042,3.0672,11.6,-2,341.3,2.521,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:20:00Z,42.7042,3.0672,11.7,-2,343.3,3.447,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:30:00Z,42.7042,3.0672,12,-2,333.8,3.241,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:40:00Z,42.7042,3.0672,12.3,-2,342.4,3.292,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T14:50:00Z,42.7042,3.0672,12.6,-2,353.8,3.138,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:00:00Z,42.7042,3.0672,12.1,-2,352.5,2.881,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:10:00Z,42.7042,3.0672,12.5,-2,355,3.395,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:20:00Z,42.7042,3.0672,11.9,-2,351.3,2.727,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:30:00Z,42.7042,3.0672,11.7,-2,357,2.264,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:40:00Z,42.7042,3.0672,11.9,-2,0.1,3.498,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T15:50:00Z,42.7042,3.0672,11.7,-2,350.2,2.161,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:00:00Z,42.7042,3.0672,11.7,-2,359.3,2.521,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:10:00Z,42.7042,3.0672,11.6,-2,346.9,1.44,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:20:00Z,42.7042,3.0672,11.1,-2,343.1,1.903,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:30:00Z,42.7042,3.0672,11,-2,317.4,1.955,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:40:00Z,42.7042,3.0672,10.2,-2,315.6,2.161,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T16:50:00Z,42.7042,3.0672,9.9,-2,303.8,2.315,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:00:00Z,42.7042,3.0672,9.7,-2,307,2.315,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:10:00Z,42.7042,3.0672,9.7,-2,307.5,1.749,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:20:00Z,42.7042,3.0672,9.6,-2,303,1.955,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:30:00Z,42.7042,3.0672,9.6,-2,296.5,2.161,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:40:00Z,42.7042,3.0672,9.6,-2,300.3,2.315,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T17:50:00Z,42.7042,3.0672,9.4,-2,275.5,2.829,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T18:00:00Z,42.7042,3.0672,9.4,-2,257,3.292,12.1,38,1.5,01111711117
EXIN0003,2025-01-17T18:10:00Z,42.7042,3.0672,8.8,-2,262.2,3.19,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T18:20:00Z,42.7042,3.0672,8.8,-2,262.8,3.292,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T18:30:00Z,42.7042,3.0672,8.9,-2,261.5,4.218,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T18:40:00Z,42.7042,3.0672,9,-2,259.7,4.887,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T18:50:00Z,42.7042,3.0672,9,-2,258.6,4.939,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:00:00Z,42.7042,3.0672,9,-2,263.5,5.71,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:10:00Z,42.7042,3.0672,9,-2,265,5.299,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:20:00Z,42.7042,3.0672,8.9,-2,262.6,6.07,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:30:00Z,42.7042,3.0672,8.7,-2,261.2,6.482,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:40:00Z,42.7042,3.0672,8.6,-2,268.3,6.379,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T19:50:00Z,42.7042,3.0672,8.6,-2,269.2,7.202,12.1,38,1.5,01111711117
EXIN0003,2025-01-17T20:00:00Z,42.7042,3.0672,8.6,-2,270.3,7.151,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T20:10:00Z,42.7042,3.0672,8.7,-2,273.2,6.945,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-17T20:20:00Z,42.7042,3.0672,8.7,-2,277.9,6.945,12.1,38,1.5,01111711117
EXIN0003,2025-01-17T20:30:00Z,42.7042,3.0672,8.7,-2,281.7,6.482,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T20:40:00Z,42.7042,3.0672,8.7,-2,283.8,6.328,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-17T20:50:00Z,42.7042,3.0672,8.6,-2,285,5.813,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-17T21:00:00Z,42.7042,3.0672,8.6,-2,281.9,5.453,12,37.9,1.5,01111711117
EXIN0003,2025-01-17T21:10:00Z,42.7042,3.0672,8.6,-2,281.2,5.144,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T21:20:00Z,42.7042,3.0672,8.5,-2,290.2,4.939,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T21:30:00Z,42.7042,3.0672,8.4,-2,304.4,3.961,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T21:40:00Z,42.7042,3.0672,8.2,-2,303.5,4.63,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T21:50:00Z,42.7042,3.0672,8.1,-2,296.2,4.167,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T22:00:00Z,42.7042,3.0672,8.2,-2,299.1,4.27,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-17T22:10:00Z,42.7042,3.0672,8.1,-2,290.8,4.733,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-17T22:20:00Z,42.7042,3.0672,8.1,-2,300.2,5.042,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-17T22:30:00Z,42.7042,3.0672,8.2,-2,284.6,5.144,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-17T22:40:00Z,42.7042,3.0672,8.3,-2,284,5.402,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-17T22:50:00Z,42.7042,3.0672,8.3,-2,287.1,5.247,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-17T23:00:00Z,42.7042,3.0672,8.3,-2,293.6,5.093,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-17T23:10:00Z,42.7042,3.0672,8.4,-2,292.5,5.453,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-17T23:20:00Z,42.7042,3.0672,8.4,-2,292.2,4.784,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-17T23:30:00Z,42.7042,3.0672,8.3,-2,292.5,4.63,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-17T23:40:00Z,42.7042,3.0672,8.2,-2,293.6,4.63,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-17T23:50:00Z,42.7042,3.0672,8.1,-2,291.1,4.579,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:00:00Z,42.7042,3.0672,8,-2,295.9,4.116,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:10:00Z,42.7042,3.0672,8,-2,289.8,4.321,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:20:00Z,42.7042,3.0672,8,-2,291.3,3.91,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:30:00Z,42.7042,3.0672,8,-2,312.4,3.498,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:40:00Z,42.7042,3.0672,7.9,-2,345.8,2.572,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T00:50:00Z,42.7042,3.0672,8,-2,349.6,2.264,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T01:00:00Z,42.7042,3.0672,8.1,-2,352.9,2.418,11.6,37.5,1.5,01111711117
