PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),LGH4 LEVEL0 (micro einstein m-2 s-1),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200450,0x3f,2024-10-01T02:40:00Z,48.3580,-4.5518,,,15.519,35.258,,4.371,2.519,5.35,0.951,5.271,9299,94.593,8.354,7.131,0011199119111011111
6200450,0x3f,2024-10-01T02:40:01Z,48.3580,-4.5518,0,100.536,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T03:00:00Z,48.3580,-4.5518,0,100.535,15.516,35.248,,4.37,2.558,5.35,0.951,6.974,9299,94.703,8.36,6.141,0011174119111011111
6200450,0x3f,2024-10-01T03:20:00Z,48.3580,-4.5518,0,100.535,15.517,35.253,,4.37,2.544,5.36,0.921,4.935,9321,94.991,8.363,6.695,0011174119111011111
6200450,0x3f,2024-10-01T03:40:00Z,48.3580,-4.5518,0,100.535,15.503,35.262,,4.37,2.539,5.37,0.921,5.917,9332,94.991,8.362,7.042,0011174119111011111
6200450,0x3f,2024-10-01T04:00:00Z,48.3580,-4.5518,0,100.534,15.499,35.272,,4.371,2.558,5.37,0.942,5.349,9343,95.101,8.366,7.308,0011174119111011111
6200450,0x3f,2024-10-01T04:20:00Z,48.3580,-4.5518,0,100.534,15.52,35.245,,4.37,2.559,5.33,0.951,5.157,9266,94.361,8.359,6.778,0011174119111011111
6200450,0x3f,2024-10-01T04:40:00Z,48.3580,-4.5518,0,100.534,15.494,35.267,,4.37,2.575,5.34,0.921,6.692,9277,94.383,8.361,7.399,0011174119111011111
6200450,0x3f,2024-10-01T05:00:00Z,48.3580,-4.5518,0,100.534,15.481,35.264,,4.367,2.537,5.33,0.951,5.869,9266,94.273,8.359,6.78,0011174119111011111
6200450,0x3f,2024-10-01T05:20:00Z,48.3580,-4.5518,0,100.535,15.486,35.271,,4.369,2.526,5.37,0.951,6.244,9343,95.035,8.362,6.899,0011174119111011111
6200450,0x3f,2024-10-01T05:40:00Z,48.3580,-4.5518,0,100.599,15.498,35.263,,4.37,2.55,5.37,0.957,5.457,9343,94.957,8.361,6.884,0011174119111011111
6200450,0x3f,2024-10-01T06:00:00Z,48.3580,-4.5518,0,103.052,15.5,35.266,,4.37,2.517,5.39,0.921,6.83,9376,95.267,8.358,6.922,0011174119111011111
6200450,0x3f,2024-10-01T06:20:00Z,48.3580,-4.5518,0,118.608,15.512,35.253,,4.37,2.547,5.37,0.928,6.638,9343,95.035,8.356,7.067,0011174119111011111
6200450,0x3f,2024-10-01T06:40:00Z,48.3580,-4.5518,,,15.507,35.252,,4.37,2.526,5.37,0.921,4.731,9343,95.101,8.356,6.375,0011199119111011111
6200450,0x3f,2024-10-01T06:40:01Z,48.3580,-4.5518,0,162.323,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T07:00:00Z,48.3580,-4.5518,0,216.033,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T07:00:01Z,48.3580,-4.5518,,,15.501,35.251,,4.368,2.546,5.36,0.951,4.451,9310,94.759,8.355,6.486,0011199119111011111
6200450,0x3f,2024-10-01T07:20:00Z,48.3580,-4.5518,0,297.416,15.502,35.251,,4.369,2.558,5.35,0.936,6.827,9299,94.637,8.355,6.624,0011174119111011111
6200450,0x3f,2024-10-01T07:40:00Z,48.3580,-4.5518,0,484.883,15.505,35.253,,4.37,2.544,5.34,0.936,4.1,9288,94.483,8.358,6.177,0011174119111011111
6200450,0x3f,2024-10-01T08:00:00Z,48.3580,-4.5518,0,279.995,15.475,35.243,,4.365,2.519,5.3,0.951,3.809,9221,93.831,8.352,7.902,0011174119111011111
6200450,0x3f,2024-10-01T08:00:01Z,48.3580,-4.5518,,,,,26.333,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-10-01T08:20:00Z,48.3580,-4.5518,0,669.936,15.509,35.236,,4.368,2.516,5.36,0.951,3.926,9310,94.737,8.359,6.556,0011174119111011111
6200450,0x3f,2024-10-01T08:40:00Z,48.3580,-4.5518,0,768.525,15.541,35.201,,4.367,2.536,5.39,0.921,5.644,9365,95.3,8.362,5.894,0011174119111011111
6200450,0x3f,2024-10-01T09:00:00Z,48.3580,-4.5518,0,1025.8,15.559,35.205,,4.369,2.553,5.39,0.943,3.382,9376,95.388,8.36,5.3,0011174119111011111
6200450,0x3f,2024-10-01T09:20:00Z,48.3580,-4.5518,0,1020.25,15.574,35.181,,4.368,2.535,5.38,0.921,4.07,9343,95.189,8.358,5.824,0011174119111011111
6200450,0x3f,2024-10-01T09:40:00Z,48.3580,-4.5518,0,1258.81,15.594,35.15,,4.367,2.552,5.35,0.951,3.517,9288,94.604,8.354,5.345,0011174119111011111
6200450,0x3f,2024-10-01T10:00:00Z,48.3580,-4.5518,0,1176.44,15.619,35.152,,4.369,2.528,5.37,0.936,3.566,9321,95.057,8.353,5.458,0011174119111011111
6200450,0x3f,2024-10-01T10:20:00Z,48.3580,-4.5518,,,15.648,35.134,,4.37,2.535,5.33,0.951,45.446,9266,94.405,8.353,5.177,0011199119111011111
6200450,0x3f,2024-10-01T10:20:01Z,48.3580,-4.5518,0,421.028,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T10:40:00Z,48.3580,-4.5518,0,1547.83,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T10:40:01Z,48.3580,-4.5518,,,15.588,35.182,,4.37,2.535,5.38,0.936,3.121,9343,95.267,8.355,5.809,0011199119111011111
6200450,0x3f,2024-10-01T11:00:00Z,48.3580,-4.5518,0,1334.1,15.598,35.193,,4.372,2.543,5.39,0.921,3.863,9365,95.432,8.355,6.001,0011174119111011111
6200450,0x3f,2024-10-01T11:20:00Z,48.3580,-4.5518,0,1504.88,15.615,35.193,,4.374,2.552,5.4,0.936,3.037,9376,95.631,8.357,6.094,0011174119111011111
6200450,0x3f,2024-10-01T11:40:00Z,48.3580,-4.5518,0,1066.91,15.606,35.196,,4.373,2.557,5.4,0.936,3.013,9376,95.609,8.358,5.847,0011174119111011111
6200450,0x3f,2024-10-01T12:00:00Z,48.3580,-4.5518,0,1377.5,15.623,35.2,,4.375,2.551,5.41,0.936,3.707,9398,95.863,8.366,6.307,0011174119111011111
6200450,0x3f,2024-10-01T12:20:00Z,48.3580,-4.5518,0,1547,15.645,35.191,,4.377,2.539,5.42,0.936,3.475,9420,96.084,8.365,5.984,0011174119111011111
6200450,0x3f,2024-10-01T12:40:00Z,48.3580,-4.5518,0,1416.16,15.623,35.211,,4.376,2.545,5.42,0.921,4.166,9420,96.018,8.361,5.656,0011174119111011111
6200450,0x3f,2024-10-01T13:00:00Z,48.3580,-4.5518,0,1404.84,15.633,35.218,,4.379,2.529,5.42,0.936,4.217,9420,96.051,8.366,5.524,0011174119111011111
6200450,0x3f,2024-10-01T13:20:00Z,48.3580,-4.5518,0,1464.22,15.716,35.219,,4.387,2.541,5.5,0.936,3.187,9553,97.442,8.369,5.541,0011174119111011111
6200450,0x3f,2024-10-01T13:40:00Z,48.3580,-4.5518,0,1355,15.694,35.213,,4.384,2.542,5.54,0.936,4.415,9619,98.182,8.374,5.758,0011174119111011111
6200450,0x3f,2024-10-01T14:00:00Z,48.3580,-4.5518,,,15.693,35.229,,4.38,2.572,5.53,0.936,4.557,9608,98.116,8.373,6.016,0011199119111011111
6200450,0x3f,2024-10-01T14:00:01Z,48.3580,-4.5518,0,1352.42,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T14:20:00Z,48.3580,-4.5518,0,861.471,15.671,35.223,,4.382,2.558,5.5,0.951,5.211,9564,97.663,8.379,5.918,0011174119111011111
6200450,0x3f,2024-10-01T14:40:00Z,48.3580,-4.5518,0,294.345,15.626,35.242,,4.377,2.569,5.45,0.907,4.412,9475,96.614,8.371,5.935,0011174119111011111
6200450,0x3f,2024-10-01T15:00:00Z,48.3580,-4.5518,,,15.64,35.242,,4.381,2.572,5.48,0.936,4.4,9531,97.199,8.373,5.628,0011199119111011111
6200450,0x3f,2024-10-01T15:00:01Z,48.3580,-4.5518,0,438.465,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T15:20:00Z,48.3580,-4.5518,0,876.684,15.635,35.243,,4.38,2.529,5.48,0.936,4.827,9531,97.144,8.373,5.639,0011174119111011111
6200450,0x3f,2024-10-01T15:40:00Z,48.3580,-4.5518,0,340.208,15.594,35.253,,4.378,2.576,5.5,0.936,4.785,9553,97.398,8.369,5.769,0011174119111011111
6200450,0x3f,2024-10-01T16:00:00Z,48.3580,-4.5518,0,635.329,15.531,35.267,,4.374,2.533,5.45,0.936,5.977,9475,96.592,8.37,5.881,0011174119111011111
6200450,0x3f,2024-10-01T16:00:01Z,48.3580,-4.5518,,,,,26.381,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-10-01T16:20:00Z,48.3580,-4.5518,0,581.086,15.553,35.258,,4.374,2.568,5.49,0.893,4.617,9542,97.155,8.374,5.513,0011174119111011111
6200450,0x3f,2024-10-01T16:40:00Z,48.3580,-4.5518,0,465.794,15.604,35.251,,4.379,2.561,5.52,0.936,4.764,9597,97.829,8.375,5.49,0011174119111011111
6200450,0x3f,2024-10-01T17:00:00Z,48.3580,-4.5518,0,280.203,15.518,35.256,,4.371,2.541,5.42,0.921,5.367,9431,96.018,8.366,5.811,0011174119111011111
6200450,0x3f,2024-10-01T17:20:00Z,48.3580,-4.5518,0,157.706,15.551,35.243,,4.373,2.539,5.42,0.93,5.418,9420,95.985,8.36,6.507,0011174119111011111
6200450,0x3f,2024-10-01T17:40:00Z,48.3580,-4.5518,0,122.97,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T17:40:01Z,48.3580,-4.5518,,,15.545,35.244,,4.372,2.53,5.42,0.936,6.214,9420,95.94,8.363,5.358,0011199119111011111
6200450,0x3f,2024-10-01T18:00:00Z,48.3580,-4.5518,0,102.951,15.527,35.246,,4.371,2.532,5.4,0.966,5.926,9387,95.587,8.36,5.375,0011174119111011111
6200450,0x3f,2024-10-01T18:20:00Z,48.3580,-4.5518,0,100.592,15.512,35.245,,4.37,2.529,5.39,0.967,10.25,9376,95.41,8.362,6.067,0011174119111011111
6200450,0x3f,2024-10-01T18:40:00Z,48.3580,-4.5518,,,15.499,35.253,,4.369,2.555,5.42,0.921,6.542,9420,95.819,8.36,5.496,0011199119111011111
6200450,0x3f,2024-10-01T18:40:01Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T19:00:00Z,48.3580,-4.5518,0,100.533,15.501,35.255,,4.369,2.555,5.39,0.907,6.346,9365,95.377,8.363,5.113,0011174119111011111
6200450,0x3f,2024-10-01T19:20:00Z,48.3580,-4.5518,0,100.531,15.486,35.258,,4.368,2.548,5.39,0.907,7.926,9365,95.223,8.361,5.183,0011174119111011111
6200450,0x3f,2024-10-01T19:40:00Z,48.3580,-4.5518,0,100.533,15.498,35.252,,4.368,2.546,5.39,0.936,6.59,9376,95.311,8.359,5.072,0011174119111011111
6200450,0x3f,2024-10-01T20:00:00Z,48.3580,-4.5518,0,100.532,15.54,35.199,,4.367,2.552,5.41,0.907,8.229,9398,95.708,8.363,4.913,0011174119111011111
6200450,0x3f,2024-10-01T20:20:00Z,48.3580,-4.5518,0,100.533,15.514,35.215,,4.366,2.537,5.38,0.907,9.295,9354,95.178,8.366,5.364,0011174119111011111
6200450,0x3f,2024-10-01T20:40:00Z,48.3580,-4.5518,0,100.535,15.49,35.247,,4.367,2.532,5.37,0.88,6.56,9332,94.913,8.362,5.449,0011174119111011111
6200450,0x3f,2024-10-01T21:00:00Z,48.3580,-4.5518,0,100.533,15.505,35.222,,4.367,2.555,5.39,0.893,6.184,9365,95.355,8.363,5.283,0011174119111011111
6200450,0x3f,2024-10-01T21:20:00Z,48.3580,-4.5518,0,100.533,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T21:20:01Z,48.3580,-4.5518,,,15.553,35.183,,4.366,2.554,5.36,0.921,6.247,9321,94.792,8.362,5.092,0011199119111011111
6200450,0x3f,2024-10-01T21:40:00Z,48.3580,-4.5518,0,100.534,15.522,35.198,,4.365,2.532,5.38,0.894,9.037,9343,95.035,8.363,4.851,0011174119111011111
6200450,0x3f,2024-10-01T22:00:00Z,48.3580,-4.5518,,,15.535,35.192,,4.365,2.549,5.4,0.907,7.148,9376,95.421,8.357,4.849,0011199119111011111
6200450,0x3f,2024-10-01T22:00:02Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-01T22:20:00Z,48.3580,-4.5518,0,100.534,15.52,35.194,,4.365,2.55,5.36,0.907,6.74,9310,94.759,8.359,5,0011174119111011111
6200450,0x3f,2024-10-01T22:40:00Z,48.3580,-4.5518,0,100.532,15.542,35.185,,4.365,2.562,5.36,0.893,5.701,9310,94.714,8.359,4.881,0011174119111011111
6200450,0x3f,2024-10-01T23:00:00Z,48.3580,-4.5518,0,100.534,15.518,35.204,,4.365,2.542,5.38,0.88,4.92,9343,95.234,8.358,5.107,0011174119111011111
6200450,0x3f,2024-10-01T23:20:00Z,48.3580,-4.5518,0,100.535,15.512,35.202,,4.365,2.585,5.38,0.894,5.749,9343,95.112,8.355,4.979,0011174119111011111
6200450,0x3f,2024-10-01T23:40:00Z,48.3580,-4.5518,0,100.534,15.481,35.197,,4.361,2.559,5.34,0.936,5.665,9277,94.427,8.353,5.377,0011174119111011111
6200450,0x3f,2024-10-02T00:00:00Z,48.3580,-4.5518,0,100.534,15.475,35.2,,4.361,2.55,5.34,0.936,4.893,9277,94.361,8.353,5.33,0011174119111011111
6200450,0x3f,2024-10-02T00:00:01Z,48.3580,-4.5518,,,,,26.324,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-10-02T00:20:00Z,48.3580,-4.5518,0,100.534,15.473,35.202,,4.36,2.532,5.34,0.907,6.022,9277,94.328,8.351,5.081,0011174119111011111
6200450,0x3f,2024-10-02T00:39:59Z,48.3580,-4.5518,0,100.533,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T00:40:00Z,48.3580,-4.5518,,,15.476,35.206,,4.361,2.552,5.35,0.907,8.704,9299,94.56,8.354,5.207,0011199119111011111
6200450,0x3f,2024-10-02T01:00:00Z,48.3580,-4.5518,0,100.533,15.483,35.197,,4.361,2.557,5.32,0.907,7.253,9243,94.041,8.354,4.821,0011174119111011111
6200450,0x3f,2024-10-02T01:20:00Z,48.3580,-4.5518,0,100.534,15.487,35.201,,4.362,2.544,5.31,0.936,6.106,9221,93.809,8.352,5.82,0011174119111011111
6200450,0x3f,2024-10-02T01:40:00Z,48.3580,-4.5518,0,100.535,15.468,35.197,,4.359,2.559,5.27,0.935,6.115,9155,93.168,8.35,6.275,0011174119111011111
6200450,0x3f,2024-10-02T02:00:00Z,48.3580,-4.5518,,,15.458,35.212,,4.361,2.543,5.33,0.907,6.265,9266,94.24,8.354,5.662,0011199119111011111
6200450,0x3f,2024-10-02T02:00:01Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T02:20:00Z,48.3580,-4.5518,0,100.534,15.448,35.226,,4.361,2.551,5.32,0.907,6.611,9243,93.963,8.357,5.434,0011174119111011111
6200450,0x3f,2024-10-02T02:40:00Z,48.3580,-4.5518,,,15.447,35.231,,4.361,2.577,5.32,0.893,7.445,9255,94.085,8.355,6.322,0011199119111011111
6200450,0x3f,2024-10-02T02:40:01Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T03:00:00Z,48.3580,-4.5518,0,100.533,15.43,35.234,,4.36,2.521,5.3,0.894,5.647,9221,93.798,8.356,5.724,0011174119111011111
6200450,0x3f,2024-10-02T03:20:00Z,48.3580,-4.5518,,,15.435,35.227,,4.36,2.55,5.32,0.893,9.794,9255,94.074,8.357,5.488,0011199119111011111
6200450,0x3f,2024-10-02T03:20:01Z,48.3580,-4.5518,0,100.532,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T03:40:00Z,48.3580,-4.5518,0,100.532,15.424,35.24,,4.359,2.551,5.31,0.921,5.674,9232,93.765,8.357,5.547,0011174119111011111
6200450,0x3f,2024-10-02T04:00:00Z,48.3580,-4.5518,0,100.532,15.385,35.232,,4.356,2.612,5.3,0.907,7.857,9221,93.643,8.354,5.89,0011174119111011111
6200450,0x3f,2024-10-02T04:20:00Z,48.3580,-4.5518,0,100.534,15.366,35.272,,4.358,2.568,5.33,0.907,4.487,9266,94.03,8.359,5.811,0011174119111011111
6200450,0x3f,2024-10-02T04:40:00Z,48.3580,-4.5518,,,15.373,35.239,,4.355,2.545,5.3,0.921,4.707,9221,93.577,8.352,5.262,0011199119111011111
6200450,0x3f,2024-10-02T04:40:01Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T05:00:00Z,48.3580,-4.5518,0,100.533,15.364,35.269,,4.357,2.561,5.33,0.921,4.578,9266,94.03,8.361,5.328,0011174119111011111
6200450,0x3f,2024-10-02T05:20:00Z,48.3580,-4.5518,0,100.533,15.404,35.262,,4.36,2.557,5.39,0.893,5.926,9365,94.957,8.362,6.386,0011174119111011111
6200450,0x3f,2024-10-02T05:40:00Z,48.3580,-4.5518,0,100.595,15.398,35.258,,4.359,2.543,5.35,0.913,4.878,9310,94.56,8.359,5.26,0011174119111011111
6200450,0x3f,2024-10-02T06:00:00Z,48.3580,-4.5518,0,103.287,15.416,35.257,,4.361,2.559,5.37,0.907,4.875,9332,94.759,8.361,5.413,0011174119111011111
6200450,0x3f,2024-10-02T06:20:00Z,48.3580,-4.5518,0,123.32,15.421,35.248,,4.361,2.545,5.34,0.921,5.412,9288,94.328,8.358,5.615,0011174119111011111
6200450,0x3f,2024-10-02T06:40:00Z,48.3580,-4.5518,0,167.635,15.423,35.251,,4.361,2.539,5.37,0.907,4.797,9332,94.759,8.36,5.545,0011174119111011111
6200450,0x3f,2024-10-02T07:00:00Z,48.3580,-4.5518,0,248.969,15.421,35.251,,4.36,2.538,5.37,0.893,4.953,9332,94.825,8.359,5.896,0011174119111011111
6200450,0x3f,2024-10-02T07:20:00Z,48.3580,-4.5518,0,361.585,15.404,35.251,,4.359,2.55,5.35,0.893,4.998,9310,94.483,8.356,5.628,0011174119111011111
6200450,0x3f,2024-10-02T07:39:59Z,48.3580,-4.5518,0,461.792,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T07:40:00Z,48.3580,-4.5518,,,15.415,35.245,,4.359,2.54,5.35,0.921,5.4,9299,94.383,8.356,5.385,0011199119111011111
6200450,0x3f,2024-10-02T08:00:00Z,48.3580,-4.5518,0,548.928,15.399,35.254,,4.359,2.553,5.34,0.921,4.007,9288,94.284,8.354,5.256,0011174119111011111
6200450,0x3f,2024-10-02T08:00:01Z,48.3580,-4.5518,,,,,26.32,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-10-02T08:20:00Z,48.3580,-4.5518,0,470.329,15.431,35.233,,4.361,2.533,5.36,0.936,4.355,9321,94.681,8.359,5.028,0011174119111011111
6200450,0x3f,2024-10-02T08:40:00Z,48.3580,-4.5518,0,796.63,15.442,35.237,,4.361,2.54,5.41,0.907,2.962,9409,95.664,8.371,4.811,0011174119111011111
6200450,0x3f,2024-10-02T09:00:00Z,48.3580,-4.5518,,,15.427,35.24,,4.361,2.527,5.37,0.923,3.232,9343,94.946,8.363,4.906,0011199119111011111
6200450,0x3f,2024-10-02T09:00:01Z,48.3580,-4.5518,0,877.348,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T09:20:00Z,48.3580,-4.5518,0,1011.67,15.459,35.193,,4.359,2.531,5.38,0.885,3.545,9343,94.957,8.36,5.096,0011174119111011111
6200450,0x3f,2024-10-02T09:40:00Z,48.3580,-4.5518,0,384.874,15.481,35.19,,4.36,2.538,5.38,0.936,3.238,9354,95.068,8.364,5.002,0011174119111011111
6200450,0x3f,2024-10-02T10:00:00Z,48.3580,-4.5518,0,1208.07,15.492,35.181,,4.36,2.539,5.43,0.921,4.148,9431,95.94,8.364,4.806,0011174119111011111
6200450,0x3f,2024-10-02T10:20:00Z,48.3580,-4.5518,0,1371.35,15.513,35.196,,4.363,2.549,5.39,0.921,5.388,9365,95.333,8.363,5.015,0011174119111011111
6200450,0x3f,2024-10-02T10:40:00Z,48.3580,-4.5518,0,1508.79,15.537,35.192,,4.366,2.538,5.41,0.907,2.782,9398,95.653,8.362,4.979,0011174119111011111
6200450,0x3f,2024-10-02T11:00:00Z,48.3580,-4.5518,0,497.191,15.547,35.198,,4.367,2.527,5.41,0.867,4.091,9398,95.731,8.362,4.896,0011174119111011111
6200450,0x3f,2024-10-02T11:20:00Z,48.3580,-4.5518,0,388.468,15.513,35.227,,4.366,2.539,5.39,0.907,5.689,9376,95.51,8.358,6.456,0011174119111011111
6200450,0x3f,2024-10-02T11:40:00Z,48.3580,-4.5518,0,614.032,15.525,35.198,,4.365,2.531,5.36,0.903,4.217,9321,94.825,8.36,5.63,0011174119111011111
6200450,0x3f,2024-10-02T12:00:00Z,48.3580,-4.5518,0,700.227,15.538,35.203,,4.367,2.54,5.43,0.921,3.025,9431,96.04,8.362,5.705,0011174119111011111
6200450,0x3f,2024-10-02T12:20:00Z,48.3580,-4.5518,0,1300.3,15.532,35.222,,4.368,2.539,5.43,0.894,4.145,9431,96.04,8.362,5.443,0011174119111011111
6200450,0x3f,2024-10-02T12:40:00Z,48.3580,-4.5518,0,740.11,15.546,35.217,,4.369,2.542,5.43,0.921,5.992,9442,96.172,8.364,5.596,0011174119111011111
6200450,0x3f,2024-10-02T13:00:00Z,48.3580,-4.5518,0,890.356,15.581,35.198,,4.37,2.534,5.43,0.9,5.382,9431,96.018,8.364,5.726,0011174119111011111
6200450,0x3f,2024-10-02T13:20:00Z,48.3580,-4.5518,0,829.95,15.564,35.213,,4.371,2.525,5.41,0.921,5.349,9409,95.786,8.366,5.309,0011174119111011111
6200450,0x3f,2024-10-02T13:40:00Z,48.3580,-4.5518,,,15.581,35.213,,4.373,2.532,5.46,0.921,4.247,9486,96.636,8.374,5.698,0011199119111011111
6200450,0x3f,2024-10-02T13:40:02Z,48.3580,-4.5518,0,571.98,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T14:00:00Z,48.3580,-4.5518,0,915.592,15.582,35.224,,4.373,2.55,5.51,0.921,5.076,9575,97.476,8.371,4.951,0011174119111011111
6200450,0x3f,2024-10-02T14:20:00Z,48.3580,-4.5518,0,584.158,15.584,35.223,,4.374,2.547,5.48,0.936,4.746,9531,97.122,8.37,5.407,0011174119111011111
6200450,0x3f,2024-10-02T14:40:00Z,48.3580,-4.5518,0,1136.07,15.594,35.238,,4.378,2.556,5.5,0.921,4.824,9564,97.398,8.374,5.962,0011174119111011111
6200450,0x3f,2024-10-02T15:00:00Z,48.3580,-4.5518,,,15.519,35.269,,4.372,2.55,5.48,0.921,5.698,9531,97.199,8.372,6.265,0011199119111011111
6200450,0x3f,2024-10-02T15:00:01Z,48.3580,-4.5518,0,584.053,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-10-02T15:20:00Z,48.3580,-4.5518,0,486.794,15.513,35.277,,4.373,2.577,5.47,0.921,4.788,9509,96.769,8.372,5.854,0011174119111011111
6200450,0x3f,2024-10-02T15:40:00Z,48.3580,-4.5518,0,459.732,15.554,35.25,,4.377,2.564,5.49,0.921,5.626,9542,97.045,8.375,6.092,0011174119111011111
6200450,0x3f,2024-10-02T16:00:00Z,48.3580,-4.5518,0,283.35,15.564,35.243,26.396,4.376,2.572,5.54,0.907,8.22,9630,97.939,8.379,8.451,0011174110111011111
6200450,0x3f,2024-10-02T16:20:00Z,48.3580,-4.5518,0,550.322,15.569,35.245,,4.375,2.561,5.55,0.921,4.169,9641,98.105,8.379,5.326,0011174119111011111
6200450,0x3f,2024-10-02T16:40:00Z,48.3580,-4.5518,0,385.794,15.518,35.259,,4.37,2.559,5.5,0.936,5.418,9564,97.321,8.375,8.08,0011174119111011111
6200450,0x3f,2024-10-02T17:00:00Z,48.3580,-4.5518,0,270.439,15.491,35.264,,4.37,2.555,5.48,0.921,4.776,9531,96.956,8.374,5.747,0011174119111011111
6200450,0x3f,2024-10-02T17:20:00Z,48.3580,-4.5518,0,173.744,15.479,35.26,,4.366,2.532,5.49,0.936,5.274,9542,97.089,8.37,5.247,0011174119111011111
6200450,0x3f,2024-10-02T17:40:00Z,48.3580,-4.5518,0,115.342,15.467,35.26,,4.366,2.552,5.48,0.929,6.977,9520,96.758,8.373,5.368,0011174119111011111
6200450,0x3f,2024-10-02T18:00:00Z,48.3580,-4.5518,,,15.416,35.269,,4.363,2.564,5.42,0.936,6.241,9420,95.786,8.363,5.243,0011199119111011111
