PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-09-01T08:00:01Z,50.7405,1.5677,,,22.703,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-01T08:20:00Z,50.7405,1.5677,19.481,34.183,,4.641,28.357,4.58,0,1.72,7875,86.025,0,9.346,00111119111011141
6200443,0x3f,2024-09-01T08:40:00Z,50.7405,1.5677,19.501,34.177,,4.642,28.357,4.5,0,1.877,7740,84.582,0,9.845,00111119111011141
6200443,0x3f,2024-09-01T09:00:00Z,50.7405,1.5677,19.526,34.167,,4.644,28.357,4.55,0,2.09,7826,85.597,0,10.439,00111119111011141
6200443,0x3f,2024-09-01T09:20:00Z,50.7405,1.5677,19.586,34.084,,4.64,28.357,4.53,0,1.937,7777,85.023,0,10.025,00111119111011141
6200443,0x3f,2024-09-01T09:40:00Z,50.7405,1.5677,19.601,34.096,,4.643,28.357,4.52,0,1.995,7764,84.913,0,10.269,00111119111011141
6200443,0x3f,2024-09-01T10:00:00Z,50.7405,1.5677,19.641,34.093,,4.646,28.357,4.49,0,1.902,7716,84.497,0,10.736,00111119111011141
6200443,0x3f,2024-09-01T10:20:00Z,50.7405,1.5677,19.716,34.065,,4.651,28.357,4.51,0,1.552,7752,84.986,0,10.576,00111119111011141
6200443,0x3f,2024-09-01T10:40:00Z,50.7405,1.5677,19.73,34.062,,4.652,28.357,4.53,0,1.548,7777,85.389,0,10.534,00111119111011141
6200443,0x3f,2024-09-01T12:00:02Z,50.7405,1.5677,19.832,34.02,,4.656,28.357,4.34,0,1.92,7447,81.88,0,10.534,00111119111011141
6200443,0x3f,2024-09-01T12:20:00Z,50.7405,1.5677,19.798,34.044,,4.655,28.357,4.42,0,2.153,7593,83.531,0,11.085,00111119111011141
6200443,0x3f,2024-09-01T12:40:00Z,50.7405,1.5677,19.839,34.046,,4.66,28.357,4.43,0,1.826,7605,83.665,0,11.181,00111119111011141
6200443,0x3f,2024-09-01T13:00:00Z,50.7405,1.5677,19.971,34.068,,4.676,28.357,4.51,0,1.854,7740,85.157,0,10.937,00111119111011141
6200443,0x3f,2024-09-01T13:20:00Z,50.7405,1.5677,20.203,34.126,,4.705,28.357,4.54,0,2.076,7801,86.245,0,10.82,00111119111011141
6200443,0x3f,2024-09-01T13:40:00Z,50.7405,1.5677,20.315,33.976,,4.698,28.357,4.7,0,2.599,8058,89.315,0,11.722,00111119111011141
6200443,0x3f,2024-09-01T14:00:01Z,50.7405,1.5677,20.374,33.909,,4.696,28.357,4.71,0,2.468,8070,89.645,0,11.838,00111119111011141
6200443,0x3f,2024-09-01T14:20:00Z,50.7405,1.5677,20.261,33.902,,4.684,28.357,4.42,0,2.413,7581,84.301,0,11.435,00111119111011141
6200443,0x3f,2024-09-01T14:40:00Z,50.7405,1.5677,20.179,33.971,,4.684,28.357,4.33,0,2.033,7434,82.491,0,11.085,00111119111011141
6200443,0x3f,2024-09-01T15:00:00Z,50.7405,1.5677,20.308,33.928,,4.692,28.357,4.44,0,2.295,7605,84.46,0,11.287,00111119111011141
6200443,0x3f,2024-09-01T15:20:00Z,50.7405,1.5677,20.301,33.946,,4.693,28.357,4.51,0,2.422,7728,85.83,0,10.958,00111119111011141
6200443,0x3f,2024-09-01T15:40:00Z,50.7405,1.5677,20.311,33.92,,4.691,28.357,4.41,0,2.562,7569,84.02,0,11.181,00111119111011141
6200443,0x3f,2024-09-01T16:00:01Z,50.7405,1.5677,20.206,33.93,22.715,4.682,28.357,4.49,0,2.593,7691,85.438,0,11.276,00111110111011141
6200443,0x3f,2024-09-01T16:20:00Z,50.7405,1.5677,19.985,33.928,,4.66,28.357,3.92,0,2.831,6725,74.457,0,11.648,00111119111011141
6200443,0x3f,2024-09-01T16:40:00Z,50.7405,1.5677,19.992,33.971,,4.666,28.357,4.1,0,2.646,7031,77.71,0,10.852,00111119111011141
6200443,0x3f,2024-09-01T17:00:00Z,50.7405,1.5677,20.177,33.97,,4.684,28.357,4.44,0,2.268,7618,84.105,0,10.884,00111119111011141
6200443,0x3f,2024-09-01T17:20:00Z,50.7405,1.5677,20.19,33.97,,4.685,28.357,4.42,0,3.033,7581,84.105,0,11.202,00111119111011141
6200443,0x3f,2024-09-01T17:40:00Z,50.7405,1.5677,20.098,33.953,,4.674,28.357,4.18,0,2.985,7177,79.557,0,10.778,00111119111011141
6200443,0x3f,2024-09-01T18:00:01Z,50.7405,1.5677,20.018,33.973,,4.669,28.357,3.78,0,2.41,6493,71.841,0,10.799,00111119111011141
6200443,0x3f,2024-09-01T18:20:00Z,50.7405,1.5677,19.956,33.976,,4.664,28.357,3.26,0,3.007,5588,61.728,0,10.672,00111119111011141
6200443,0x3f,2024-09-01T18:40:00Z,50.7405,1.5677,19.873,33.984,,4.656,28.357,3.3,0,2.793,5661,62.461,0,12.04,00111119111011141
6200443,0x3f,2024-09-01T19:00:00Z,50.7405,1.5677,19.829,34.015,,4.654,28.357,3.75,0,3.618,6432,70.85,0,11.001,00111119111011141
6200443,0x3f,2024-09-01T19:20:00Z,50.7405,1.5677,19.788,34.069,,4.657,28.357,3.9,0,2.846,6701,73.932,0,11.467,00111119111011141
6200443,0x3f,2024-09-01T19:40:00Z,50.7405,1.5677,19.753,34.132,,4.661,28.357,4.01,0,2.842,6884,75.546,0,11.987,00111119111011141
6200443,0x3f,2024-09-01T20:00:00Z,50.7405,1.5677,19.747,34.166,,4.665,28.357,4.23,0,2.849,7275,79.826,0,13.853,00111119111011141
6200443,0x3f,2024-09-01T20:20:00Z,50.7405,1.5677,19.745,34.172,,4.666,28.357,4.48,0,3.38,7691,84.423,0,13.016,00111119111011141
6200443,0x3f,2024-09-01T20:40:00Z,50.7405,1.5677,19.769,34.159,,4.667,28.357,4.42,0,3.397,7593,83.323,0,13.302,00111119111011141
6200443,0x3f,2024-09-01T21:00:00Z,50.7405,1.5677,19.772,34.154,,4.666,28.357,4.36,0,3.402,7483,82.222,0,12.623,00111119111011141
6200443,0x3f,2024-09-01T21:20:00Z,50.7405,1.5677,19.811,34.135,,4.668,28.357,4.45,0,3.32,7642,83.947,0,13.482,00111119111011141
6200443,0x3f,2024-09-01T21:40:00Z,50.7405,1.5677,19.839,34.11,,4.668,28.357,4.43,0,3.479,7605,83.751,0,13.164,00111119111011141
6200443,0x3f,2024-09-01T22:00:00Z,50.7405,1.5677,19.854,34.101,,4.669,28.357,4.29,0,3.309,7361,81.085,0,13.238,00111119111011141
6200443,0x3f,2024-09-01T22:20:00Z,50.7405,1.5677,19.863,34.101,,4.669,28.357,4.23,0,2.829,7263,79.936,0,13.387,00111119111011141
6200443,0x3f,2024-09-01T22:40:00Z,50.7405,1.5677,19.865,34.105,,4.669,28.357,4.26,0,2.85,7312,80.572,0,13.058,00111119111011141
6200443,0x3f,2024-09-01T23:00:00Z,50.7405,1.5677,19.869,34.102,,4.67,28.357,4.02,0,3.168,6908,76.096,0,12.931,00111119111011141
6200443,0x3f,2024-09-01T23:20:00Z,50.7405,1.5677,19.886,34.107,,4.672,28.357,4.05,0,2.325,6957,76.658,0,12.39,00111119111011141
6200443,0x3f,2024-09-01T23:40:00Z,50.7405,1.5677,19.893,34.099,,4.672,28.357,3.77,0,2.155,6468,71.315,0,11.605,00111119111011141
6200443,0x3f,2024-09-02T00:00:01Z,50.7405,1.5677,,,22.704,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-02T01:00:00Z,50.7405,1.5677,19.917,34.072,,4.671,28.357,4.17,0,2.809,7153,78.798,0,12.241,00111119111011141
6200443,0x3f,2024-09-02T01:20:00Z,50.7405,1.5677,19.906,34.066,,4.669,28.357,4.3,0,2.618,7385,81.354,0,11.499,00111119111011141
6200443,0x3f,2024-09-02T01:40:00Z,50.7405,1.5677,19.894,34.06,,4.667,28.357,4.38,0,2.469,7520,82.809,0,12.188,00111119111011141
6200443,0x3f,2024-09-02T02:00:00Z,50.7405,1.5677,19.891,34.054,,4.666,28.357,4.3,0,2.187,7373,81.22,0,11.075,00111119111011141
6200443,0x3f,2024-09-02T02:20:00Z,50.7405,1.5677,19.893,34.041,,4.666,28.357,4.3,0,2.122,7385,81.403,0,12.443,00111119111011141
6200443,0x3f,2024-09-02T02:40:00Z,50.7405,1.5677,19.916,34.029,,4.667,28.357,4.3,0,2.132,7385,81.452,0,11.266,00111119111011141
6200443,0x3f,2024-09-02T03:00:00Z,50.7405,1.5677,19.921,34.034,,4.667,28.357,4.3,0,2.043,7373,81.22,0,12.008,00111119111011141
6200443,0x3f,2024-09-02T03:20:00Z,50.7405,1.5677,19.91,34.039,,4.666,28.357,4.22,0,1.633,7251,79.875,0,12.337,00111119111011141
6200443,0x3f,2024-09-02T03:40:00Z,50.7405,1.5677,19.892,34.042,,4.665,28.357,3.63,0,1.858,6224,68.661,0,11.849,00111119111011141
6200443,0x3f,2024-09-02T04:00:02Z,50.7405,1.5677,19.876,34.079,,4.664,28.357,3.92,0,1.622,6725,74.274,0,12.114,00111119111011141
6200443,0x3f,2024-09-02T04:20:00Z,50.7405,1.5677,19.863,34.051,,4.663,28.357,3.27,0,1.639,5612,61.85,0,12.379,00111119111011141
6200443,0x3f,2024-09-02T04:40:00Z,50.7405,1.5677,19.856,34.052,,4.663,28.357,3.26,0,2.18,5600,61.936,0,11.361,00111119111011141
6200443,0x3f,2024-09-02T05:00:00Z,50.7405,1.5677,19.858,34.054,,4.662,28.357,2.71,0,1.796,4646,51.089,0,11.276,00111119111011141
6200443,0x3f,2024-09-02T05:20:00Z,50.7405,1.5677,19.843,34.061,,4.662,28.357,2.66,0,1.837,4561,50.258,0,11.266,00111119111011141
6200443,0x3f,2024-09-02T05:40:00Z,50.7405,1.5677,19.826,34.065,,4.661,28.357,2.2,0,1.647,3778,41.576,0,10.81,00111119111011141
6200443,0x3f,2024-09-02T06:00:00Z,50.7405,1.5677,19.81,34.066,,4.659,28.357,2.84,0,1.381,4879,53.865,0,10.396,00111119111011141
6200443,0x3f,2024-09-02T06:20:00Z,50.7405,1.5677,19.783,34.072,,4.658,28.357,2.82,0,1.279,4842,53.168,0,10.629,00111119111011141
6200443,0x3f,2024-09-02T06:40:00Z,50.7405,1.5677,19.762,34.065,,4.655,28.357,2.29,0,1.166,3925,43.214,0,10.852,00111119111011141
6200443,0x3f,2024-09-02T07:00:00Z,50.7405,1.5677,19.741,34.074,,4.653,28.357,1.72,0,1.033,2947,32.551,0,10.523,00111119111011141
6200443,0x3f,2024-09-02T07:20:00Z,50.7405,1.5677,19.729,34.085,,4.653,28.357,3.32,0,1.039,5698,62.376,0,11.658,00111119111011141
6200443,0x3f,2024-09-02T07:40:00Z,50.7405,1.5677,19.722,34.105,,4.656,28.357,3.42,0,0.882,5869,64.345,0,9.951,00111119111011141
6200443,0x3f,2024-09-02T08:00:00Z,50.7405,1.5677,19.709,34.122,,4.655,28.357,3.87,0,1.098,6639,72.819,0,10.502,00111119111011141
6200443,0x3f,2024-09-02T08:00:01Z,50.7405,1.5677,,,22.689,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-02T08:20:00Z,50.7405,1.5677,19.706,34.147,,4.66,28.357,3.64,0,0.993,6248,68.551,0,10.587,00111119111011141
6200443,0x3f,2024-09-02T08:40:00Z,50.7405,1.5677,19.712,34.124,,4.656,28.357,4.14,0,1.091,7116,78.052,0,10.386,00111119111011141
6200443,0x3f,2024-09-02T09:00:00Z,50.7405,1.5677,19.711,34.148,,4.66,28.357,4.13,0,1.046,7092,77.967,0,9.336,00111119111011141
6200443,0x3f,2024-09-02T09:20:00Z,50.7405,1.5677,19.723,34.134,,4.658,28.357,4.14,0,1.061,7104,77.955,0,9.357,00111119111011141
6200443,0x3f,2024-09-02T09:40:00Z,50.7405,1.5677,19.729,34.126,,4.658,28.357,4.05,0,1.197,6957,76.328,0,9.675,00111119111011141
6200443,0x3f,2024-09-02T10:00:01Z,50.7405,1.5677,19.722,34.125,,4.658,28.357,4.14,0,0.959,7116,78.163,0,9.983,00111119111011141
6200443,0x3f,2024-09-02T10:20:00Z,50.7405,1.5677,19.72,34.133,,4.659,28.357,3.84,0,1.079,6591,72.293,0,10.651,00111119111011141
6200443,0x3f,2024-09-02T10:40:00Z,50.7405,1.5677,19.724,34.135,,4.658,28.357,3.99,0,0.845,6847,75.154,0,10.566,00111119111011141
6200443,0x3f,2024-09-02T11:00:00Z,50.7405,1.5677,19.731,34.135,,4.659,28.357,4.12,0,0.93,7080,77.747,0,10.566,00111119111011141
6200443,0x3f,2024-09-02T11:20:00Z,50.7405,1.5677,19.738,34.127,,4.66,28.357,4.13,0,1.228,7092,77.82,0,11.16,00111119111011141
6200443,0x3f,2024-09-02T11:40:00Z,50.7405,1.5677,19.742,34.124,,4.66,28.357,4.09,0,1.167,7019,77.074,0,10.523,00111119111011141
6200443,0x3f,2024-09-02T12:00:00Z,50.7405,1.5677,19.754,34.128,,4.661,28.357,4.11,0,1.421,7055,77.49,0,9.993,00111119111011141
6200443,0x3f,2024-09-02T12:20:00Z,50.7405,1.5677,19.757,34.135,,4.663,28.357,4.16,0,1.173,7141,78.432,0,10.82,00111119111011141
6200443,0x3f,2024-09-02T12:40:00Z,50.7405,1.5677,19.761,34.132,,4.662,28.357,4.19,0,0.878,7190,78.945,0,9.845,00111119111011141
6200443,0x3f,2024-09-02T13:00:00Z,50.7405,1.5677,19.78,34.139,,4.666,28.357,4.24,0,1.311,7275,79.911,0,10.958,00111119111011141
6200443,0x3f,2024-09-02T13:20:00Z,50.7405,1.5677,19.813,34.139,,4.669,28.357,4.21,0,1.47,7239,79.691,0,11.372,00111119111011141
6200443,0x3f,2024-09-02T13:40:00Z,50.7405,1.5677,19.843,34.134,,4.671,28.357,4.26,0,1.128,7312,80.449,0,12.22,00111119111011141
6200443,0x3f,2024-09-02T14:00:00Z,50.7405,1.5677,19.887,34.096,,4.671,28.357,4.32,0,1.499,7422,81.709,0,11.764,00111119111011141
6200443,0x3f,2024-09-02T14:20:00Z,50.7405,1.5677,19.902,34.091,,4.671,28.357,4.33,0,1.056,7434,81.794,0,11.372,00111119111011141
6200443,0x3f,2024-09-02T14:40:00Z,50.7405,1.5677,19.913,34.096,,4.673,28.357,4.27,0,1.366,7324,80.657,0,11.584,00111119111011141
6200443,0x3f,2024-09-02T15:00:00Z,50.7405,1.5677,19.929,34.067,,4.671,28.357,4.05,0,1.517,6957,76.72,0,11.298,00111119111011141
6200443,0x3f,2024-09-02T15:20:00Z,50.7405,1.5677,19.944,34.052,,4.671,28.357,4.18,0,1.735,7177,79.043,0,10.799,00111119111011141
6200443,0x3f,2024-09-02T15:40:00Z,50.7405,1.5677,19.949,34.047,,4.671,28.357,4.29,0,1.701,7361,81.195,0,11.17,00111119111011141
6200443,0x3f,2024-09-02T16:00:01Z,50.7405,1.5677,,,22.681,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-02T17:00:00Z,50.7405,1.5677,19.931,34.054,,4.67,28.357,2.83,0,1.537,4854,53.694,0,10.704,00111119111011141
6200443,0x3f,2024-09-02T17:20:00Z,50.7405,1.5677,19.891,34.051,,4.666,28.357,2.85,0,1.182,4891,53.902,0,10.99,00111119111011141
6200443,0x3f,2024-09-02T17:40:00Z,50.7405,1.5677,19.861,34.062,,4.664,28.357,2.4,0,1.149,4120,45.366,0,10.651,00111119111011141
6200443,0x3f,2024-09-02T18:00:00Z,50.7405,1.5677,19.848,34.066,,4.663,28.357,2.59,0,1.275,4438,49.059,0,9.558,00111119111011141
6200443,0x3f,2024-09-02T18:20:00Z,50.7405,1.5677,19.883,34.084,,4.668,28.357,2.27,0,1.582,3900,43.116,0,10.279,00111119111011141
6200443,0x3f,2024-09-02T18:40:00Z,50.7405,1.5677,19.954,34.055,,4.674,28.357,3.36,0,1.258,5771,63.66,0,9.739,00111119111011141
6200443,0x3f,2024-09-02T19:00:00Z,50.7405,1.5677,19.969,34.061,,4.675,28.357,3.73,0,1.27,6395,70.52,0,9.728,00111119111011141
6200443,0x3f,2024-09-02T19:20:00Z,50.7405,1.5677,19.947,34.054,,4.672,28.357,3.43,0,1.315,5894,65.188,0,9.314,00111119111011141
6200443,0x3f,2024-09-02T19:40:00Z,50.7405,1.5677,19.914,34.057,,4.669,28.357,3.14,0,1.258,5392,59.502,0,7.883,00111119111011141
6200443,0x3f,2024-09-02T20:00:00Z,50.7405,1.5677,19.879,34.059,,4.665,28.357,3.65,0,1.631,6273,69.236,0,9.24,00111119111011141
6200443,0x3f,2024-09-02T20:20:00Z,50.7405,1.5677,19.855,34.06,,4.663,28.357,4.05,0,1.279,6945,76.377,0,9.24,00111119111011141
6200443,0x3f,2024-09-02T20:40:00Z,50.7405,1.5677,19.842,34.069,,4.663,28.357,4.22,0,1.17,7239,79.654,0,8.922,00111119111011141
6200443,0x3f,2024-09-02T21:00:01Z,50.7405,1.5677,19.839,34.067,,4.665,28.357,3.87,0,1.439,6639,72.855,0,8.625,00111119111011141
6200443,0x3f,2024-09-02T21:20:00Z,50.7405,1.5677,19.834,34.078,,4.664,28.357,4.09,0,1.288,7019,77.294,0,8.89,00111119111011141
6200443,0x3f,2024-09-02T21:40:00Z,50.7405,1.5677,19.832,34.076,,4.663,28.357,3.02,0,1.322,5184,56.763,0,8.572,00111119111011141
6200443,0x3f,2024-09-02T22:00:00Z,50.7405,1.5677,19.835,34.072,,4.664,28.357,3.97,0,1.529,6823,74.995,0,8.721,00111119111011141
6200443,0x3f,2024-09-02T22:20:00Z,50.7405,1.5677,19.858,34.077,,4.665,28.357,4,0,1.548,6872,75.46,0,8.328,00111119111011141
6200443,0x3f,2024-09-02T22:40:00Z,50.7405,1.5677,19.869,34.065,,4.665,28.357,4.06,0,1.508,6970,76.732,0,8.784,00111119111011141
6200443,0x3f,2024-09-02T23:00:00Z,50.7405,1.5677,19.863,34.037,,4.662,28.357,4.03,0,1.812,6921,76.194,0,9.145,00111119111011141
6200443,0x3f,2024-09-02T23:20:00Z,50.7405,1.5677,19.871,34.032,,4.662,28.357,4.16,0,1.747,7141,78.664,0,9.102,00111119111011141
6200443,0x3f,2024-09-02T23:40:01Z,50.7405,1.5677,19.869,34.05,,4.663,28.357,4.12,0,1.844,7080,77.942,0,8.943,00111119111011141
6200443,0x3f,2024-09-03T00:00:00Z,50.7405,1.5677,19.869,34.054,,4.664,28.357,4.02,0,1.88,6908,76.072,0,9.06,00111119111011141
6200443,0x3f,2024-09-03T00:00:01Z,50.7405,1.5677,,,22.675,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-03T00:20:00Z,50.7405,1.5677,19.861,34.054,,4.663,28.357,3.9,0,1.659,6688,73.577,0,9.792,00111119111011141
6200443,0x3f,2024-09-03T00:40:00Z,50.7405,1.5677,19.811,33.976,,4.648,28.357,4.26,0,1.816,7312,80.437,0,8.975,00111119111011141
6200443,0x3f,2024-09-03T02:00:00Z,50.7405,1.5677,19.838,33.98,,4.652,28.357,4.2,0,1.523,7214,79.447,0,9.166,00111119111011141
6200443,0x3f,2024-09-03T02:20:00Z,50.7405,1.5677,19.842,33.993,,4.654,28.357,4.17,0,1.346,7153,78.603,0,8.954,00111119111011141
6200443,0x3f,2024-09-03T02:40:00Z,50.7405,1.5677,19.842,33.973,,4.651,28.357,4.23,0,1.378,7263,79.936,0,9.548,00111119111011141
6200443,0x3f,2024-09-03T03:00:00Z,50.7405,1.5677,19.834,33.955,,4.648,28.357,4.23,0,1.366,7251,79.838,0,9.24,00111119111011141
6200443,0x3f,2024-09-03T03:20:01Z,50.7405,1.5677,19.84,33.958,,4.649,28.357,3.91,0,1.308,6713,73.822,0,8.869,00111119111011141
6200443,0x3f,2024-09-03T03:40:00Z,50.7405,1.5677,19.835,33.954,,4.648,28.357,4.14,0,1.518,7104,78.077,0,8.689,00111119111011141
6200443,0x3f,2024-09-03T04:00:00Z,50.7405,1.5677,19.831,33.956,,4.648,28.357,3.88,0,1.392,6652,73.296,0,9.77,00111119111011141
6200443,0x3f,2024-09-03T04:20:00Z,50.7405,1.5677,19.831,33.961,,4.648,28.357,3.28,0,1.607,5625,61.923,0,10.237,00111119111011141
6200443,0x3f,2024-09-03T04:40:00Z,50.7405,1.5677,19.828,33.966,,4.649,28.357,3.27,0,1.424,5612,62.07,0,10.375,00111119111011141
6200443,0x3f,2024-09-03T05:00:00Z,50.7405,1.5677,19.831,33.967,,4.65,28.357,2.52,0,1.395,4328,47.616,0,9.357,00111119111011141
6200443,0x3f,2024-09-03T05:20:00Z,50.7405,1.5677,19.83,33.965,,4.649,28.357,2.9,0,1.214,4976,54.929,0,10.555,00111119111011141
6200443,0x3f,2024-09-03T05:40:00Z,50.7405,1.5677,19.821,33.973,,4.65,28.357,2.45,0,1.188,4206,46.467,0,9.431,00111119111011141
6200443,0x3f,2024-09-03T06:00:00Z,50.7405,1.5677,19.811,33.982,,4.649,28.357,3.37,0,2.034,5783,63.794,0,10.301,00111119111011141
6200443,0x3f,2024-09-03T06:20:00Z,50.7405,1.5677,19.812,33.989,,4.65,28.357,2.41,0,0.988,4133,45.586,0,9.951,00111119111011141
6200443,0x3f,2024-09-03T06:40:01Z,50.7405,1.5677,19.814,33.987,,4.65,28.357,2.46,0,1.134,4230,46.614,0,8.88,00111119111011141
6200443,0x3f,2024-09-03T07:00:00Z,50.7405,1.5677,19.814,33.991,,4.65,28.357,1.89,0,0.771,3240,35.657,0,10.248,00111119111011141
6200443,0x3f,2024-09-03T07:20:00Z,50.7405,1.5677,19.813,33.995,,4.65,28.357,1.81,0,0.795,3105,34.226,0,9.23,00111119111011141
6200443,0x3f,2024-09-03T07:40:00Z,50.7405,1.5677,19.806,34.023,,4.653,28.357,2.01,0,0.704,3448,37.858,0,9.961,00111119111011141
6200443,0x3f,2024-09-03T08:00:00Z,50.7405,1.5677,19.791,34.026,,4.655,28.357,3.7,0,0.575,6346,69.627,0,9.823,00111119111011141
6200443,0x3f,2024-09-03T08:00:01Z,50.7405,1.5677,,,22.638,,1.4,,,,,,,,00111990979999999
6200443,0x3f,2024-09-03T08:20:00Z,50.7405,1.5677,19.778,34.037,,4.654,28.357,4.1,0,0.456,7031,77.184,0,9.283,00111119111011141
6200443,0x3f,2024-09-03T08:40:00Z,50.7405,1.5677,19.783,34.045,,4.654,28.357,4.36,0,0.523,7483,82.271,0,9.951,00111119111011141
6200443,0x3f,2024-09-03T09:00:00Z,50.7405,1.5677,19.782,34.054,,4.655,28.357,4.27,0,0.681,7324,80.633,0,9.654,00111119111011141
6200443,0x3f,2024-09-03T09:20:00Z,50.7405,1.5677,19.801,34.044,,4.656,28.357,4.22,0,0.523,7239,79.618,0,9.495,00111119111011141
