PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200310,0x3f,2025-01-29T14:05:03Z,49.3438,-0.3074,6.7,0,1000,-3,117.4,7.7,,0,113.3,7.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T14:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T14:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.438,32.101,,3.386,0.497,5.84,1.161,3.907,10099,86.57,9.429,9.63,001119999999999119111011111
6200310,0x3f,2025-01-29T14:25:01Z,49.3438,-0.3074,6.9,0.1,999,-3,134.8,8.5,,0,116.9,7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T14:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T14:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.449,31.656,,3.343,0.576,5.85,1.155,3.933,10099,86.57,9.43,10.811,001119999999999119111011111
6200310,0x3f,2025-01-29T14:45:01Z,49.3438,-0.3074,7,0,999,-3,146.9,8.6,,0,125.4,5.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T14:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T15:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.443,32.209,,3.396,0.491,5.83,1.147,3.626,10090,86.43,9.428,8.679,001119999999999119111011111
6200310,0x3f,2025-01-29T15:05:01Z,49.3438,-0.3074,7,0.5,999,-3,169.5,9.1,,0,143.7,9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T15:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T15:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.484,31.814,,3.364,0.53,5.83,1.105,3.786,10070,86.43,9.429,10.302,001119999999999119111011111
6200310,0x3f,2025-01-29T15:25:01Z,49.3438,-0.3074,7.1,10.2,1000,-3,172.2,9.9,,0,157.5,8.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T15:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T15:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.506,32.293,,3.411,0.537,5.81,1.14,6.518,10070,86.32,9.429,9.504,001119999999999119111011111
6200310,0x3f,2025-01-29T15:45:02Z,49.3438,-0.3074,7.2,0,998,-3,167.5,10,,0,147.4,7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T15:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T16:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.512,32.445,,3.427,0.498,5.8,1.188,7.165,10059,86.32,9.43,9.349,001119999999999119111011111
6200310,0x3f,2025-01-29T16:00:01Z,49.3438,-0.3074,,,,,,,,,,,,,28.305,,0.7,,,,,,,,001119999999999990979999999
6200310,0x3f,2025-01-29T16:05:01Z,49.3438,-0.3074,7.2,0,998,-3,169.4,9.8,,0,150.9,7.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T16:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T16:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.511,32.623,,3.444,0.497,5.8,1.163,4.293,10059,86.39,9.427,8.775,001119999999999119111011111
6200310,0x3f,2025-01-29T16:25:02Z,49.3438,-0.3074,7.3,0,999,-3,172.7,8.2,,0,165.7,6.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T16:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T16:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.521,32.597,,3.442,0.497,5.79,1.122,3.499,10050,86.25,9.427,8.003,001119999999999119111011111
6200310,0x3f,2025-01-29T16:45:01Z,49.3438,-0.3074,7.3,0,999,-3,166.5,7.6,,0,152.1,4.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T16:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T17:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.516,32.637,,3.445,0.551,5.78,1.104,4.719,10040,86.17,9.427,8.519,001119999999999119111011111
6200310,0x3f,2025-01-29T17:05:01Z,49.3438,-0.3074,7.4,6.1,1000,-3,168.6,7.9,,0,166.1,6.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T17:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T17:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.504,32.706,,3.451,0.467,5.77,1.122,3.867,10020,86.07,9.429,6.631,001119999999999119111011111
6200310,0x3f,2025-01-29T17:25:01Z,49.3438,-0.3074,7.6,0,1000,-3,169.2,6.4,,0,157.4,5.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T17:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T17:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.491,32.778,,3.457,0.52,5.78,1.154,3.449,10040,86.1,9.429,6.346,001119999999999119111011111
6200310,0x3f,2025-01-29T17:45:01Z,49.3438,-0.3074,8.2,0.8,1000,-3,254.7,5.8,,0,188.2,1.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T17:59:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T18:00:01Z,49.3438,-0.3074,,,,,,,,,,,8.472,32.844,,3.461,0.414,5.78,1.061,4.504,10050,86.229,9.426,6.043,001119999999999119111011111
6200310,0x3f,2025-01-29T18:05:01Z,49.3438,-0.3074,8.2,0,1000,-3,344.1,4.6,,0,124.3,3.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T18:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T18:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.442,32.887,,3.463,0.491,5.79,1.139,3.833,10059,86.27,9.427,6.35,001119999999999119111011111
6200310,0x3f,2025-01-29T18:25:01Z,49.3438,-0.3074,8.2,0,1000,-3,157,6.6,,0,143.6,4.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T18:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T18:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.418,32.935,,3.465,0.499,5.8,1.12,3.158,10080,86.38,9.427,5.279,001119999999999119111011111
6200310,0x3f,2025-01-29T18:45:01Z,49.3438,-0.3074,8.1,5.6,1001,-3,156.5,6.8,,0,152,4.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T18:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T19:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.384,32.853,,3.454,0.495,5.8,1.102,3.781,10090,86.38,9.427,6.706,001119999999999119111011111
6200310,0x3f,2025-01-29T19:05:01Z,49.3438,-0.3074,8.1,0.5,1001,-3,165.2,7.1,,0,156.7,5.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T19:19:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T19:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.347,33.001,,3.466,0.512,5.8,1.09,5.448,10099,86.37,9.427,9.614,001119999999999119111011111
6200310,0x3f,2025-01-29T19:25:01Z,49.3438,-0.3074,8,0.8,1000,-3,165.2,7,,0,158.8,5.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T19:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T19:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.339,32.948,,3.46,0.411,5.81,1.116,5.556,10110,86.42,9.427,16.101,001119999999999119111011111
6200310,0x3f,2025-01-29T19:45:01Z,49.3438,-0.3074,7.9,2.2,1001,-3,160.1,6.5,,0,153.8,5.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T19:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T20:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.311,32.981,,3.46,0.355,5.82,1.099,4.388,10120,86.42,9.429,14.684,001119999999999119111011111
6200310,0x3f,2025-01-29T20:05:01Z,49.3438,-0.3074,7.9,4.3,1001,-3,163.8,6.2,,0,157.3,4.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T20:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T20:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.286,32.973,,3.457,0.466,5.82,1.126,5.18,10120,86.45,9.425,14.943,001119999999999119111011111
6200310,0x3f,2025-01-29T20:25:01Z,49.3438,-0.3074,7.9,5.3,1002,-3,163,6.4,,0,149.5,4.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T20:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T20:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.257,32.956,,3.453,0.388,5.82,1.107,5.248,10120,86.34,9.427,12.837,001119999999999119111011111
6200310,0x3f,2025-01-29T20:45:01Z,49.3438,-0.3074,7.9,5.4,1002,-3,164.5,6.2,,0,156.9,5.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T20:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T21:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.236,32.952,,3.451,0.558,5.82,1.134,4.496,10120,86.35,9.424,14.761,001119999999999119111011111
6200310,0x3f,2025-01-29T21:05:01Z,49.3438,-0.3074,7.9,6.4,1002,-3,164.5,5.9,,0,156.9,4.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T21:19:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T21:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.214,32.956,,3.45,0.502,5.82,1.088,5.471,10130,86.38,9.426,14.605,001119999999999119111011111
6200310,0x3f,2025-01-29T21:25:01Z,49.3438,-0.3074,7.8,7,1003,-3,170.4,7.4,,0,159.7,5.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T21:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T21:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.197,32.948,,3.447,0.525,5.82,1.094,3.747,10130,86.28,9.424,13.293,001119999999999119111011111
6200310,0x3f,2025-01-29T21:45:01Z,49.3438,-0.3074,7.4,0,1002,-3,173.3,7.2,,0,160.2,5.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T21:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T22:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.18,32.87,,3.438,0.439,5.82,1.14,4.746,10130,86.27,9.422,12.693,001119999999999119111011111
6200310,0x3f,2025-01-29T22:05:01Z,49.3438,-0.3074,7.2,7.5,1004,-3,297.5,4.5,,0,217.1,0.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T22:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T22:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.146,32.806,,3.429,0.506,5.81,1.156,3.071,10110,86.17,9.423,11.174,001119999999999119111011111
6200310,0x3f,2025-01-29T22:25:01Z,49.3438,-0.3074,7.1,6.2,1004,-3,177.3,3.5,,0,157.5,3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T22:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T22:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.116,32.765,,3.422,0.518,5.8,1.16,4.591,10090,85.92,9.42,10.673,001119999999999119111011111
6200310,0x3f,2025-01-29T22:45:01Z,49.3438,-0.3074,6.8,4.5,1004,-3,178.5,5.9,,0,175.1,4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T22:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T23:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.13,32.786,,3.426,0.506,5.81,1.108,4.343,10099,85.89,9.423,9.457,001119999999999119111011111
6200310,0x3f,2025-01-29T23:05:01Z,49.3438,-0.3074,6.8,3.7,1004,-3,196.3,6.9,,0,188.7,3.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T23:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T23:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.151,32.81,,3.43,0.484,5.82,1.13,3.076,10120,86.1,9.423,8.944,001119999999999119111011111
6200310,0x3f,2025-01-29T23:25:01Z,49.3438,-0.3074,6.8,3.2,1004,-3,197.3,3.7,,0,166.9,1.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T23:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-29T23:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.164,32.852,,3.435,0.504,5.82,1.147,2.584,10130,86.25,9.423,7.887,001119999999999119111011111
6200310,0x3f,2025-01-29T23:45:01Z,49.3438,-0.3074,6.8,7.1,1005,-3,335.4,3.7,,0,46,2.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-29T23:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T00:00:02Z,49.3438,-0.3074,,,,,,,,,,,,,28.284,,0.7,,,,,,,,001119999999999990979999999
6200310,0x3f,2025-01-30T01:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.246,32.922,,3.449,0.551,5.85,1.118,3.307,10179,86.67,9.434,3.186,001119999999999119111011111
6200310,0x3f,2025-01-30T01:05:01Z,49.3438,-0.3074,6.8,1.5,1006,-3,341.7,1.2,,0,335,0.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T01:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T01:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.294,32.979,,3.459,0.551,5.83,1.107,2.674,10150,86.6,9.434,3.147,001119999999999119111011111
6200310,0x3f,2025-01-30T01:25:01Z,49.3438,-0.3074,6.8,4.4,1007,-3,343.9,1.2,,0,334.1,1.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T01:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T01:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.295,32.909,,3.453,0.516,5.82,1.109,3.063,10130,86.52,9.436,2.624,001119999999999119111011111
6200310,0x3f,2025-01-30T01:45:02Z,49.3438,-0.3074,6.9,0,1007,-3,335.4,1.4,,0,317.9,1.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T01:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T02:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.301,32.909,,3.452,0.591,5.82,1.178,2.519,10130,86.549,9.438,2.325,001119999999999119111011111
6200310,0x3f,2025-01-30T02:05:01Z,49.3438,-0.3074,7,1.9,1008,-3,340.6,1.4,,0,342.8,1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T02:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T02:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.401,32.924,,3.462,0.534,5.81,1.104,3.136,10099,86.42,9.439,3.669,001119999999999119111011111
6200310,0x3f,2025-01-30T02:25:01Z,49.3438,-0.3074,7,0,1008,-3,353.2,0.9,,0,340.6,0.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T02:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T02:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.401,32.698,,3.445,0.545,5.8,1.13,2.521,10080,86.27,9.437,4.762,001119999999999119111011111
6200310,0x3f,2025-01-30T02:45:01Z,49.3438,-0.3074,6.8,0,1008,-3,357.9,1.4,,0,341.5,1.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T02:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T03:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.415,32.357,,3.413,0.628,5.8,1.147,2.453,10050,86,9.436,5.851,001119999999999119111011111
6200310,0x3f,2025-01-30T03:05:01Z,49.3438,-0.3074,6.8,0,1008,-3,356,1.4,,0,339.2,1.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T03:19:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T03:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.459,32.664,,3.438,0.518,5.78,1.125,3.578,10029,85.91,9.439,6.1,001119999999999119111011111
6200310,0x3f,2025-01-30T03:25:01Z,49.3438,-0.3074,6.6,0,1009,-3,237.7,6.4,,0,38.6,1.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T03:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T03:40:01Z,49.3438,-0.3074,,,,,,,,,,,8.45,32.078,,3.392,0.698,5.8,1.165,2.682,10040,86,9.439,6.222,001119999999999119111011111
6200310,0x3f,2025-01-30T03:45:02Z,49.3438,-0.3074,6.6,0,1009,-3,355.9,11.9,,0,29.4,6.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T03:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T04:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.5,32.54,,3.435,0.631,5.79,1.036,2.966,10040,86.2,9.439,5.074,001119999999999119111011111
6200310,0x3f,2025-01-30T04:05:02Z,49.3438,-0.3074,6.4,0,1010,-3,284.5,12.2,,0,26.6,8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T04:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T04:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.5,32.38,,3.417,0.675,5.8,1.165,3.783,10059,86.27,9.438,5.935,001119999999999119111011111
6200310,0x3f,2025-01-30T04:25:01Z,49.3438,-0.3074,6.3,0,1010,-3,183.5,11,,0,22.6,11.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T04:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T04:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.518,32.411,,3.424,0.675,5.8,1.144,3.113,10050,86.37,9.436,6.261,001119999999999119111011111
6200310,0x3f,2025-01-30T04:45:01Z,49.3438,-0.3074,6,0.2,1011,-3,295.3,13.4,,0,8.8,11.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T04:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T05:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.529,32.538,,3.438,0.701,5.81,1.186,4.512,10080,86.56,9.437,7.385,001119999999999119111011111
6200310,0x3f,2025-01-30T05:05:01Z,49.3438,-0.3074,5.7,0,1011,-3,341.9,15.2,,0,17.2,10,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T05:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T05:20:01Z,49.3438,-0.3074,,,,,,,,,,,8.53,32.529,,3.436,0.683,5.81,1.221,5.9,10080,86.549,9.438,6.529,001119999999999119111011111
6200310,0x3f,2025-01-30T05:25:02Z,49.3438,-0.3074,5.6,0,1011,-3,349.8,14.5,,0,0.1,13.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T05:39:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T05:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.533,32.613,,3.444,0.884,5.8,1.104,3.544,10070,86.59,9.436,6.851,001119999999999119111011111
6200310,0x3f,2025-01-30T05:45:01Z,49.3438,-0.3074,5.7,0,1012,-3,300.2,14,,0,214.9,4.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T05:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T06:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.521,32.585,,3.442,0.679,5.82,1.142,2.931,10090,86.59,9.437,6.11,001119999999999119111011111
6200310,0x3f,2025-01-30T06:05:01Z,49.3438,-0.3074,5.7,0,1013,-3,331.6,13.7,,0,13.9,12.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T06:19:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T06:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.506,32.657,,3.447,0.91,5.83,1.217,3.089,10120,86.84,9.438,6.128,001119999999999119111011111
6200310,0x3f,2025-01-30T06:25:01Z,49.3438,-0.3074,5.6,1.7,1014,-3,243.3,14.3,,0,23.5,9.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T06:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T06:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.481,32.728,,3.451,0.725,5.83,1.14,2.892,10120,86.75,9.437,10.052,001119999999999119111011111
6200310,0x3f,2025-01-30T06:45:01Z,49.3438,-0.3074,5.5,0,1014,-3,321.7,13.3,,0,16.7,9.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T06:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T07:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.445,32.972,,3.471,0.794,5.82,1.099,3.481,10130,86.89,9.436,9.303,001119999999999119111011111
6200310,0x3f,2025-01-30T07:05:01Z,49.3438,-0.3074,5.8,2.9,1015,-3,328.7,13.3,,0,2.2,10.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T07:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T07:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.413,33.075,,3.477,0.577,5.82,1.187,4.07,10130,86.71,9.432,14.429,001119999999999119111011111
6200310,0x3f,2025-01-30T07:25:02Z,49.3438,-0.3074,6.1,7.2,1016,-3,352.6,13.5,,0,15.7,10.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T07:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T07:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.377,33.11,,3.478,0.772,5.84,1.118,3.783,10170,87.06,9.434,14.326,001119999999999119111011111
6200310,0x3f,2025-01-30T07:45:01Z,49.3438,-0.3074,6.6,3,1015,-3,357.1,14.2,,0,10,10.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T07:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-30T08:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.326,33.097,,3.473,0.747,5.85,1.167,4.249,10189,87.21,9.432,10.565,001119999999999119111011111
6200310,0x3f,2025-01-30T08:00:01Z,49.3438,-0.3074,,,,,,,,,,,,,28.279,,0.7,,,,,,,,001119999999999990979999999
6200310,0x3f,2025-01-30T08:05:03Z,49.3438,-0.3074,6.1,9.3,1017,-3,356.5,14.1,,0,5.8,9.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-30T08:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
