PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200310,0x3f,2025-01-25T20:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T20:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.619,32.895,,3.479,0.584,5.69,1.111,2.332,9880,85,9.312,1.14,001119999999999119111011111
6200310,0x3f,2025-01-25T20:25:02Z,49.3438,-0.3074,6.8,3.3,1008,-3,358.3,2.9,,0,6.4,2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T20:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T20:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.629,32.89,,3.48,0.57,5.68,1.118,2.224,9870,84.96,9.312,1.07,001119999999999119111011111
6200310,0x3f,2025-01-25T20:45:01Z,49.3438,-0.3074,6.9,2.9,1008,-3,356.5,5.6,,0,6.3,3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T20:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T21:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.612,32.883,,3.478,0.639,5.68,1.147,2.513,9870,84.99,9.314,0.83,001119999999999119111011111
6200310,0x3f,2025-01-25T21:05:02Z,49.3438,-0.3074,4.8,4.2,1009,-3,359.3,8.7,,0,335.5,2.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T21:19:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T21:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.64,32.874,,3.479,0.582,5.68,1.106,2.14,9870,85,9.316,1.04,001119999999999119111011111
6200310,0x3f,2025-01-25T21:25:01Z,49.3438,-0.3074,4.4,1.8,1009,-3,299.8,3.6,,0,241,0.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T21:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T21:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.688,32.878,,3.484,0.54,5.68,1.092,2.311,9870,84.99,9.314,1.075,001119999999999119111011111
6200310,0x3f,2025-01-25T21:45:01Z,49.3438,-0.3074,4.6,4.6,1009,-3,342.9,1.1,,0,345.9,0.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T21:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T22:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.726,32.877,,3.487,0.578,5.68,1.133,2.311,9860,85.07,9.316,0.834,001119999999999119111011111
6200310,0x3f,2025-01-25T22:05:01Z,49.3438,-0.3074,5.3,1,1009,-3,321.6,6.2,,0,296.1,3.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T22:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T22:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.756,32.875,,3.49,0.479,5.68,1.113,2.684,9860,85.14,9.317,1.068,001119999999999119111011111
6200310,0x3f,2025-01-25T22:25:01Z,49.3438,-0.3074,5.6,2.6,1009,-3,304.9,5,,0,274.5,2.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T22:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T22:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.789,32.881,,3.493,0.628,5.67,1.048,2.671,9849,85.1,9.314,0.883,001119999999999119111011111
6200310,0x3f,2025-01-25T22:45:01Z,49.3438,-0.3074,5.3,1.6,1010,-3,258.6,5.9,,0,237,4.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T22:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T23:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.601,32.171,,3.412,0.632,5.7,1.127,1.851,9870,85.16,9.317,1.559,001119999999999119111011111
6200310,0x3f,2025-01-25T23:05:01Z,49.3438,-0.3074,5.1,0.8,1010,-3,243,5.9,,0,225.6,5.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T23:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T23:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.583,31.914,,3.381,0.595,5.75,1.155,2.022,9929,85.28,9.315,1.881,001119999999999119111011111
6200310,0x3f,2025-01-25T23:25:01Z,49.3438,-0.3074,4.6,2,1010,-3,223.8,6,,0,196.8,5.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T23:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-25T23:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.496,31.65,,3.342,0.565,5.77,1.153,1.895,9950,85.39,9.314,2.288,001119999999999119111011111
6200310,0x3f,2025-01-25T23:45:01Z,49.3438,-0.3074,4.4,0.1,1010,-3,232.1,7.2,,0,222.4,4.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-25T23:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T00:00:01Z,49.3438,-0.3074,,,,,,,,,,,8.435,30.697,,3.248,0.549,5.8,1.108,2.1,9960,85.34,9.31,4.206,001119999999999119111011111
6200310,0x3f,2025-01-26T00:00:02Z,49.3438,-0.3074,,,,,,,,,,,,,28.267,,0.7,,,,,,,,001119999999999990979999999
6200310,0x3f,2025-01-26T00:05:02Z,49.3438,-0.3074,4.1,5.4,1010,-3,206.9,7.2,,0,198.5,4.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T00:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T00:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.353,29.652,,3.149,0.655,5.87,1.153,2.324,10010,85.549,9.31,6.051,001119999999999119111011111
6200310,0x3f,2025-01-26T00:25:01Z,49.3438,-0.3074,4,1.3,1010,-3,201.9,6.4,,0,196.8,5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T00:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T00:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.144,27.449,,2.899,0.649,5.98,1.162,2.8,10070,85.7,9.313,8.775,001119999999999119111011111
6200310,0x3f,2025-01-26T00:45:01Z,49.3438,-0.3074,3.6,4,1010,-3,220.7,8.6,,0,216.9,7.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T00:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T01:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.131,27.037,,2.9,0.638,5.99,1.149,2.461,10059,85.57,9.311,8.541,001119999999999119111011111
6200310,0x3f,2025-01-26T01:05:01Z,49.3438,-0.3074,3.6,0,1010,-3,225.8,8.8,,0,212,7.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T01:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T01:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.334,28.699,,3.047,0.614,5.91,1.149,2.261,10020,85.5,9.312,8.12,001119999999999119111011111
6200310,0x3f,2025-01-26T01:25:01Z,49.3438,-0.3074,3.3,0,1010,-3,226.9,7.4,,0,212.3,5.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T01:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T01:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.358,29.166,,3.095,0.645,5.88,1.118,2.345,10000,85.42,9.311,7.604,001119999999999119111011111
6200310,0x3f,2025-01-26T01:45:02Z,49.3438,-0.3074,3.2,0,1009,-3,208.2,8,,0,187.1,6.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T01:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T02:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.53,30.817,,3.225,0.582,5.8,1.164,1.974,9950,85.28,9.317,5.006,001119999999999119111011111
6200310,0x3f,2025-01-26T02:05:02Z,49.3438,-0.3074,2.9,0,1010,-3,191,9,,0,177.5,7.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T02:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T02:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.655,30.894,,3.261,0.594,5.77,1.149,2.597,9900,85.03,9.317,4.9,001119999999999119111011111
6200310,0x3f,2025-01-26T02:25:01Z,49.3438,-0.3074,2.9,2.6,1010,-3,196.7,8.2,,0,179.5,6.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T02:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T02:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.68,31.829,,3.369,0.596,5.71,1.153,2.45,9860,84.87,9.317,3.141,001119999999999119111011111
6200310,0x3f,2025-01-26T02:45:01Z,49.3438,-0.3074,2.9,0,1010,-3,189.8,8.4,,0,184.4,7.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T02:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T03:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.68,31.361,,3.339,0.598,5.71,1.134,2.285,9830,84.71,9.316,3.683,001119999999999119111011111
6200310,0x3f,2025-01-26T03:05:02Z,49.3438,-0.3074,3,0,1009,-3,181.6,8.7,,0,166,5.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T03:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T03:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.552,31.375,,3.326,0.573,5.73,1.138,2.879,9870,84.78,9.317,3.911,001119999999999119111011111
6200310,0x3f,2025-01-26T03:25:01Z,49.3438,-0.3074,2.7,0,1009,-3,172,6.6,,0,152,3.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T03:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T03:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.634,31.936,,3.386,0.595,5.7,1.106,2.282,9849,84.77,9.317,3.343,001119999999999119111011111
6200310,0x3f,2025-01-26T03:45:01Z,49.3438,-0.3074,2.8,0,1009,-3,183.7,7.9,,0,164.1,5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T03:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T04:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.664,32.311,,3.427,0.617,5.7,1.14,2.3,9870,84.87,9.317,2.26,001119999999999119111011111
6200310,0x3f,2025-01-26T04:05:01Z,49.3438,-0.3074,2.6,0,1008,-3,192.5,7.9,,0,181,3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T04:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T04:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.603,32.506,,3.442,0.577,5.69,1.149,2.732,9860,84.85,9.318,1.736,001119999999999119111011111
6200310,0x3f,2025-01-26T04:25:01Z,49.3438,-0.3074,2.5,0.3,1008,-3,353.3,5.2,,0,291.1,0.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T04:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T04:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.646,32.592,,3.454,0.576,5.68,1.1,2.952,9849,84.85,9.319,1.502,001119999999999119111011111
6200310,0x3f,2025-01-26T04:45:01Z,49.3438,-0.3074,2.6,0,1007,-3,353.7,2.4,,0,0.2,0.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T04:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T05:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.664,32.702,,3.464,0.606,5.69,1.151,2.597,9870,85.02,9.316,1.117,001119999999999119111011111
6200310,0x3f,2025-01-26T05:05:02Z,49.3438,-0.3074,2.5,0.7,1007,-3,346.8,6.7,,0,193,5.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T05:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T05:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.662,32.792,,3.474,0.556,5.68,1.144,2.455,9870,85,9.319,0.84,001119999999999119111011111
6200310,0x3f,2025-01-26T05:25:01Z,49.3438,-0.3074,2.7,0,1006,-3,230.6,8.5,,0,171,5.4,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T05:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T05:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.493,32.765,,3.457,0.608,5.7,1.118,2.792,9900,84.95,9.316,1.317,001119999999999119111011111
6200310,0x3f,2025-01-26T05:45:02Z,49.3438,-0.3074,2.9,2.1,1006,-3,206.8,10.6,,0,168.8,11,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T05:59:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T06:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.636,32.859,,3.477,0.6,5.68,1.158,2.019,9870,84.89,9.319,1.313,001119999999999119111011111
6200310,0x3f,2025-01-26T06:05:01Z,49.3438,-0.3074,2.7,0,1005,-3,167.8,12.5,,0,158.9,9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T06:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T06:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.478,32.81,,3.459,0.569,5.68,1.16,1.677,9870,84.729,9.316,2.451,001119999999999119111011111
6200310,0x3f,2025-01-26T06:25:01Z,49.3438,-0.3074,2.8,0.3,1005,-3,182.8,11.7,,0,164.8,8.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T06:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T06:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.441,32.804,,3.455,0.576,5.69,1.096,3.92,9889,84.71,9.317,3.717,001119999999999119111011111
6200310,0x3f,2025-01-26T06:45:01Z,49.3438,-0.3074,2.9,1.4,1004,-3,202,12.1,,0,145.4,9.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T06:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T07:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.476,32.814,,3.459,0.616,5.69,1.187,2.166,9889,84.84,9.318,2.486,001119999999999119111011111
6200310,0x3f,2025-01-26T07:05:02Z,49.3438,-0.3074,3.2,2.3,1004,-3,169.7,12.6,,0,164.7,6.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T07:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T07:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.498,32.822,,3.462,0.535,5.69,1.185,2.298,9880,84.78,9.317,2.298,001119999999999119111011111
6200310,0x3f,2025-01-26T07:25:02Z,49.3438,-0.3074,3,8,1003,-3,170.8,13.8,,0,169.4,11.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T07:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T07:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.497,32.827,,3.461,0.572,5.69,1.171,1.814,9889,84.88,9.314,3.001,001119999999999119111011111
6200310,0x3f,2025-01-26T07:45:01Z,49.3438,-0.3074,3,4.9,1002,-3,209.3,13.6,,0,154.2,6.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T07:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T08:00:01Z,49.3438,-0.3074,,,,,,,,,,,8.511,32.83,,3.463,0.579,5.7,1.158,2.282,9900,84.93,9.318,3.021,001119999999999119111011111
6200310,0x3f,2025-01-26T08:00:02Z,49.3438,-0.3074,,,,,,,,,,,,,28.268,,0.7,,,,,,,,001119999999999990979999999
6200310,0x3f,2025-01-26T08:05:02Z,49.3438,-0.3074,3.3,6.5,1001,-3,209,12.6,,0,355.1,6.8,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T08:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T08:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.549,32.839,,3.468,0.497,5.71,1.144,2.064,9920,85.229,9.32,2.956,001119999999999119111011111
6200310,0x3f,2025-01-26T08:25:01Z,49.3438,-0.3074,3.3,2.9,1001,-3,229.5,14.4,,0,162.9,10.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T08:39:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T08:40:01Z,49.3438,-0.3074,,,,,,,,,,,8.553,32.849,,3.469,0.675,5.71,1.266,2.195,9920,85.21,9.319,4.738,001119999999999119111011111
6200310,0x3f,2025-01-26T08:45:01Z,49.3438,-0.3074,3.6,2,1000,-3,229.3,15.8,,0,158.2,9.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T08:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T09:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.547,32.852,,3.469,0.724,5.71,0.939,1.943,9929,85.31,9.319,5.092,001119999999999119111011111
6200310,0x3f,2025-01-26T09:05:01Z,49.3438,-0.3074,3.8,6.7,1000,-3,222.1,16.2,,0,151.6,10.5,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T09:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T09:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.58,32.861,,3.473,0.646,5.71,1.266,1.993,9929,85.41,9.319,4.53,001119999999999119111011111
6200310,0x3f,2025-01-26T09:25:01Z,49.3438,-0.3074,4.1,1.8,999,-3,216,15.5,,0,164.2,14.7,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T09:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T09:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.65,32.878,,3.48,0.72,5.72,1.061,3.123,9939,85.53,9.319,4.355,001119999999999119111011111
6200310,0x3f,2025-01-26T09:45:01Z,49.3438,-0.3074,4.3,2.1,999,-3,232.3,14.7,,0,162.4,13.2,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T09:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T10:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.68,32.872,,3.483,0.564,5.71,1.153,3.576,9929,85.56,9.318,3.711,001119999999999119111011111
6200310,0x3f,2025-01-26T10:05:01Z,49.3438,-0.3074,4.5,1.8,999,-3,214,13.9,,0,337.5,7.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T10:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T10:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.762,32.899,,3.492,0.564,5.71,1.199,3.194,9920,85.6,9.32,3.931,001119999999999119111011111
6200310,0x3f,2025-01-26T10:25:03Z,49.3438,-0.3074,4.5,0.9,999,-3,224.8,12.9,,0,165.1,10,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T10:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T10:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.816,32.891,,3.496,0.633,5.69,1.223,3.313,9889,85.46,9.323,4.469,001119999999999119111011111
6200310,0x3f,2025-01-26T10:45:01Z,49.3438,-0.3074,4.4,13.7,1000,-3,220.6,13.2,,0,166,10.9,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T10:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T11:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.854,32.895,,3.5,0.622,5.68,1.177,2.19,9860,85.31,9.324,7.629,001119999999999119111011111
6200310,0x3f,2025-01-26T11:05:02Z,49.3438,-0.3074,4.5,1.2,997,-3,219,13.2,,0,142.8,8.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T11:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T11:20:01Z,49.3438,-0.3074,,,,,,,,,,,8.856,32.873,,3.498,0.516,5.67,1.182,3.484,9849,85.28,9.325,5.21,001119999999999119111011111
6200310,0x3f,2025-01-26T11:25:01Z,49.3438,-0.3074,4.9,0,996,-3,208.7,14,,0,150.8,8.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T11:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T11:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.886,32.89,,3.502,0.576,5.67,1.08,2.779,9849,85.21,9.324,5.684,001119999999999119111011111
6200310,0x3f,2025-01-26T11:45:01Z,49.3438,-0.3074,5.4,0,995,-3,217.4,14,,0,166.5,14.6,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T11:59:01Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T12:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.921,32.887,,3.506,0.471,5.67,1.222,2.153,9840,85.25,9.326,4.925,001119999999999119111011111
6200310,0x3f,2025-01-26T12:05:01Z,49.3438,-0.3074,6.5,0,993,-3,216.8,15.7,,0,164.2,13.3,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T12:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T12:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.93,32.882,,3.506,0.604,5.67,1.051,2.676,9840,85.32,9.324,4.398,001119999999999119111011111
6200310,0x3f,2025-01-26T12:25:01Z,49.3438,-0.3074,6.5,9.9,994,-3,223.3,17.2,,0,164.2,15.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T12:39:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T12:40:00Z,49.3438,-0.3074,,,,,,,,,,,8.812,32.436,,3.452,0.615,5.66,1.232,2.876,9809,84.92,9.325,7.01,001119999999999119111011111
6200310,0x3f,2025-01-26T12:45:02Z,49.3438,-0.3074,7,0,992,-3,221.5,16.6,,0,139.5,4.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T12:59:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T13:00:00Z,49.3438,-0.3074,,,,,,,,,,,8.83,32.49,,3.459,0.446,5.68,1.294,2.85,9840,85.13,9.321,12.636,001119999999999119111011111
6200310,0x3f,2025-01-26T13:05:01Z,49.3438,-0.3074,7.4,0,991,-3,229.6,15.3,,0,137,5.1,,,,,,,,,,,,,001111117119411999999999999
6200310,0x3f,2025-01-26T13:19:00Z,49.3438,-0.3074,,,,-3,,,0,,,,,,,,,,,,,,,,001119997994999999999999999
6200310,0x3f,2025-01-26T13:20:00Z,49.3438,-0.3074,,,,,,,,,,,8.841,32.476,,3.459,0.516,5.68,1.11,3.105,9849,85.14,9.323,25.5,001119999999999119111011111
6200310,0x3f,2025-01-26T13:25:01Z,49.3438,-0.3074,7.4,0,991,-3,230.8,16.9,,0,180.2,11.5,,,,,,,,,,,,,001111117119411999999999999
