PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DOX1 LEVEL1 (ml/l),PRES LEVEL1 (decibar),QC
EXIN0002,2024-11-01T00:02:23Z,43.6830,7.3170,20.0928,37.5342,5.019,2,01111111
EXIN0002,2024-11-01T00:32:23Z,43.6830,7.3170,20.0881,37.5528,5.025,2,01111111
EXIN0002,2024-11-01T01:02:23Z,43.6830,7.3170,20.1024,37.5724,5.016,2,01111111
EXIN0002,2024-11-01T01:32:23Z,43.6830,7.3170,20.1427,37.5974,4.993,2,01111111
EXIN0002,2024-11-01T02:02:23Z,43.6830,7.3170,20.1514,37.6082,5.001,2,01111111
EXIN0002,2024-11-01T02:32:23Z,43.6830,7.3170,20.1463,37.6057,5.024,2,01111111
EXIN0002,2024-11-01T03:02:23Z,43.6830,7.3170,20.1263,37.5966,5.034,2,01111111
EXIN0002,2024-11-01T03:32:23Z,43.6830,7.3170,20.1011,37.5922,5.05,2,01111111
EXIN0002,2024-11-01T04:02:23Z,43.6830,7.3170,20.1046,37.5765,5.039,2,01111111
EXIN0002,2024-11-01T04:32:23Z,43.6830,7.3170,20.102,37.5844,5.033,2,01111111
EXIN0002,2024-11-01T05:02:23Z,43.6830,7.3170,20.0912,37.5734,5.034,2,01111111
EXIN0002,2024-11-01T05:32:23Z,43.6830,7.3170,20.0677,37.5605,5.031,2,01111111
EXIN0002,2024-11-01T06:02:23Z,43.6830,7.3170,20.0621,37.5659,5.012,2,01111111
EXIN0002,2024-11-01T06:32:23Z,43.6830,7.3170,20.0826,37.5713,5.006,2,01111111
EXIN0002,2024-11-01T07:02:23Z,43.6830,7.3170,20.0762,37.574,4.987,2,01111111
EXIN0002,2024-11-01T07:32:23Z,43.6830,7.3170,20.0757,37.5722,4.999,2,01111111
EXIN0002,2024-11-01T08:02:23Z,43.6830,7.3170,20.0925,37.5777,5.003,2,01111111
EXIN0002,2024-11-01T08:32:23Z,43.6830,7.3170,20.0802,37.5691,5.017,2,01111111
