PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),LGH4 LEVEL0 (micro einstein m-2 s-1),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200450,0x3f,2024-11-01T02:40:00Z,48.3580,-4.5518,0,100.533,14.766,34.918,,4.26,2.65,5.38,0.951,5.136,9354,93.687,8.435,4.189,0011174119111011111
6200450,0x3f,2024-11-01T03:00:00Z,48.3580,-4.5518,0,100.532,14.756,34.901,,4.258,2.666,5.38,0.951,4.767,9354,93.698,8.437,4.259,0011174119111011111
6200450,0x3f,2024-11-01T03:20:00Z,48.3580,-4.5518,0,100.531,14.764,34.94,,4.263,2.662,5.38,0.951,4.043,9354,93.754,8.436,4.632,0011174119111011111
6200450,0x3f,2024-11-01T03:40:00Z,48.3580,-4.5518,0,100.531,14.758,34.898,,4.256,2.665,5.37,0.936,3.83,9332,93.522,8.433,4.021,0011174119111011111
6200450,0x3f,2024-11-01T04:00:00Z,48.3580,-4.5518,0,100.532,14.78,34.981,,4.268,2.662,5.38,0.928,4.653,9343,93.5,8.437,3.97,0011174119111011111
6200450,0x3f,2024-11-01T04:20:00Z,48.3580,-4.5518,0,100.531,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T04:20:01Z,48.3580,-4.5518,,,14.787,34.977,,4.268,2.656,5.39,0.942,5.548,9376,93.908,8.443,4.142,0011199119111011111
6200450,0x3f,2024-11-01T04:40:00Z,48.3580,-4.5518,0,100.531,14.758,34.907,,4.257,2.666,5.36,0.925,3.956,9310,93.246,8.434,3.721,0011174119111011111
6200450,0x3f,2024-11-01T05:00:00Z,48.3580,-4.5518,0,100.532,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T05:00:01Z,48.3580,-4.5518,,,14.735,34.874,,4.252,2.656,5.33,0.936,4.247,9266,92.947,8.431,3.484,0011199119111011111
6200450,0x3f,2024-11-01T05:20:00Z,48.3580,-4.5518,0,100.533,14.761,34.944,,4.263,2.667,5.39,0.951,4.415,9365,93.732,8.442,3.676,0011174119111011111
6200450,0x3f,2024-11-01T05:40:00Z,48.3580,-4.5518,0,100.532,14.763,34.957,,4.264,2.672,5.4,0.936,3.842,9376,93.93,8.441,4.144,0011174119111011111
6200450,0x3f,2024-11-01T06:00:00Z,48.3580,-4.5518,0,100.532,14.782,34.959,,4.266,2.662,5.42,0.93,4.854,9420,94.394,8.444,3.708,0011174119111011111
6200450,0x3f,2024-11-01T06:20:00Z,48.3580,-4.5518,0,100.534,14.769,34.919,,4.26,2.653,5.42,0.936,4.761,9409,94.317,8.44,3.787,0011174119111011111
6200450,0x3f,2024-11-01T06:40:00Z,48.3580,-4.5518,,,14.769,34.915,,4.26,2.661,5.42,0.924,4.632,9420,94.427,8.438,3.38,0011199119111011111
6200450,0x3f,2024-11-01T06:40:01Z,48.3580,-4.5518,0,100.684,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T07:00:00Z,48.3580,-4.5518,0,102.948,14.764,34.904,,4.258,2.656,5.41,0.951,4.965,9398,94.24,8.437,3.41,0011174119111011111
6200450,0x3f,2024-11-01T07:20:00Z,48.3580,-4.5518,0,112.657,14.753,34.882,,4.255,2.66,5.4,0.921,4.424,9387,94.041,8.437,3.401,0011174119111011111
6200450,0x3f,2024-11-01T07:40:00Z,48.3580,-4.5518,0,128.924,14.742,34.915,,4.257,2.671,5.36,0.951,3.815,9321,93.301,8.431,3.561,0011174119111011111
6200450,0x3f,2024-11-01T08:00:00Z,48.3580,-4.5518,,,14.741,34.92,,4.257,2.657,5.34,0.936,3.659,9277,92.826,8.432,3.706,0011199119111011111
6200450,0x3f,2024-11-01T08:00:01Z,48.3580,-4.5518,0,149.271,,,26.331,,3,,,,,,,,0011174990979999999
6200450,0x3f,2024-11-01T08:20:00Z,48.3580,-4.5518,0,177.163,14.751,34.888,,4.255,2.655,5.37,0.951,3.722,9332,93.478,8.438,3.45,0011174119111011111
6200450,0x3f,2024-11-01T08:40:00Z,48.3580,-4.5518,0,205.203,14.735,34.871,,4.251,2.657,5.37,0.921,3.944,9321,93.334,8.434,3.344,0011174119111011111
6200450,0x3f,2024-11-01T08:59:59Z,48.3580,-4.5518,0,244.271,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T09:00:00Z,48.3580,-4.5518,,,14.743,34.871,,4.252,2.657,5.37,0.951,3.409,9332,93.411,8.437,3.482,0011199119111011111
6200450,0x3f,2024-11-01T09:20:00Z,48.3580,-4.5518,0,280.347,14.745,34.892,,4.254,2.657,5.37,0.951,4.163,9321,93.29,8.434,3.71,0011174119111011111
6200450,0x3f,2024-11-01T09:40:00Z,48.3580,-4.5518,0,323.047,14.747,34.895,,4.255,2.654,5.38,0.936,3.62,9343,93.478,8.437,3.514,0011174119111011111
6200450,0x3f,2024-11-01T10:00:00Z,48.3580,-4.5518,0,391.798,14.745,34.843,,4.249,2.656,5.41,0.964,4.079,9398,94.107,8.44,3.455,0011174119111011111
6200450,0x3f,2024-11-01T10:20:00Z,48.3580,-4.5518,0,430.608,14.744,34.806,,4.245,2.65,5.42,0.967,3.986,9409,94.229,8.436,3.348,0011174119111011111
6200450,0x3f,2024-11-01T10:40:00Z,48.3580,-4.5518,0,431.6,14.734,34.776,,4.241,2.657,5.41,0.951,4.256,9387,93.997,8.433,3.859,0011174119111011111
6200450,0x3f,2024-11-01T11:00:00Z,48.3580,-4.5518,,,14.741,34.78,,4.242,2.661,5.42,0.962,3.364,9409,94.151,8.434,4.264,0011199119111011111
6200450,0x3f,2024-11-01T11:00:01Z,48.3580,-4.5518,0,416.35,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T11:20:00Z,48.3580,-4.5518,0,498.372,14.743,34.811,,4.245,2.654,5.36,0.963,3.707,9310,93.279,8.436,4.523,0011174119111011111
6200450,0x3f,2024-11-01T11:40:00Z,48.3580,-4.5518,0,497.973,14.758,34.839,,4.25,2.661,5.42,0.951,3.37,9420,94.306,8.436,4.208,0011174119111011111
6200450,0x3f,2024-11-01T12:00:00Z,48.3580,-4.5518,0,669.086,14.772,34.848,,4.253,2.662,5.4,0.936,2.962,9387,94.03,8.438,4.613,0011174119111011111
6200450,0x3f,2024-11-01T12:20:00Z,48.3580,-4.5518,,,14.779,34.848,,4.253,2.649,5.42,0.946,3.848,9409,94.24,8.437,4.668,0011199119111011111
6200450,0x3f,2024-11-01T12:20:01Z,48.3580,-4.5518,0,1022.43,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T12:40:00Z,48.3580,-4.5518,0,958.844,14.777,34.862,,4.255,2.66,5.43,0.936,3.271,9431,94.438,8.437,4.576,0011174119111011111
6200450,0x3f,2024-11-01T13:00:00Z,48.3580,-4.5518,,,14.788,34.85,,4.254,2.66,5.42,0.951,2.872,9409,94.361,8.437,4.068,0011199119111011111
6200450,0x3f,2024-11-01T13:00:01Z,48.3580,-4.5518,0,915.434,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T13:20:00Z,48.3580,-4.5518,0,954.038,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T13:20:01Z,48.3580,-4.5518,,,14.804,34.854,,4.256,2.656,5.42,0.951,4.166,9420,94.361,8.439,4.123,0011199119111011111
6200450,0x3f,2024-11-01T13:40:00Z,48.3580,-4.5518,0,585.572,14.814,34.848,,4.257,2.664,5.47,0.937,3.505,9498,95.156,8.444,4.717,0011174119111011111
6200450,0x3f,2024-11-01T14:00:00Z,48.3580,-4.5518,0,652.06,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T15:00:00Z,48.3580,-4.5518,,,14.83,34.928,,4.266,2.668,5.47,0.951,4.34,9509,95.388,8.45,4.545,0011199119111011111
6200450,0x3f,2024-11-01T15:20:00Z,48.3580,-4.5518,,,14.835,34.901,,4.263,2.673,5.47,0.957,5.503,9509,95.344,8.448,4.851,0011199119111011111
6200450,0x3f,2024-11-01T15:20:01Z,48.3580,-4.5518,0,257.142,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T15:40:00Z,48.3580,-4.5518,0,191.137,14.832,35.009,,4.277,2.682,5.46,0.936,4.271,9498,95.388,8.449,4.598,0011174119111011111
6200450,0x3f,2024-11-01T16:00:00Z,48.3580,-4.5518,0,157.894,14.833,34.883,,4.264,2.669,5.51,0.951,4.965,9564,95.863,8.45,4.313,0011174119111011111
6200450,0x3f,2024-11-01T16:00:01Z,48.3580,-4.5518,,,,,26.36,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-11-01T16:20:00Z,48.3580,-4.5518,0,136.413,14.837,34.915,,4.268,2.674,5.49,0.982,4.055,9531,95.587,8.453,4.046,0011174119111011111
6200450,0x3f,2024-11-01T16:40:00Z,48.3580,-4.5518,,,14.836,34.939,,4.269,2.654,5.47,0.936,4.731,9498,95.344,8.452,3.817,0011199119111011111
6200450,0x3f,2024-11-01T16:40:01Z,48.3580,-4.5518,0,117.143,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T16:59:59Z,48.3580,-4.5518,0,104.11,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T17:00:00Z,48.3580,-4.5518,,,14.828,34.92,,4.267,2.669,5.49,0.951,5.109,9531,95.51,8.453,3.723,0011199119111011111
6200450,0x3f,2024-11-01T17:20:00Z,48.3580,-4.5518,0,100.756,14.819,34.973,,4.271,2.667,5.43,0.942,8.016,9442,94.748,8.446,4.144,0011174119111011111
6200450,0x3f,2024-11-01T17:40:00Z,48.3580,-4.5518,,,14.815,34.957,,4.269,2.662,5.45,0.936,6.899,9475,95.112,8.448,4.208,0011199119111011111
6200450,0x3f,2024-11-01T17:40:01Z,48.3580,-4.5518,0,100.541,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T18:00:00Z,48.3580,-4.5518,,,14.805,34.976,,4.269,2.673,5.41,0.967,6.767,9409,94.383,8.447,4.427,0011199119111011111
6200450,0x3f,2024-11-01T18:00:01Z,48.3580,-4.5518,0,100.535,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-01T18:20:00Z,48.3580,-4.5518,0,100.534,14.819,34.95,,4.269,2.693,5.41,0.936,5.187,9398,94.284,8.448,4.193,0011174119111011111
6200450,0x3f,2024-11-01T18:40:00Z,48.3580,-4.5518,0,100.534,14.805,34.951,,4.267,2.673,5.42,0.951,5.112,9420,94.483,8.447,4.238,0011174119111011111
6200450,0x3f,2024-11-01T19:00:00Z,48.3580,-4.5518,0,100.536,14.81,34.951,,4.268,2.681,5.43,0.936,5.067,9442,94.714,8.446,3.851,0011174119111011111
6200450,0x3f,2024-11-01T19:20:00Z,48.3580,-4.5518,0,100.535,14.802,34.942,,4.266,2.656,5.42,0.936,5.049,9420,94.472,8.444,3.734,0011174119111011111
6200450,0x3f,2024-11-01T19:40:00Z,48.3580,-4.5518,0,100.534,14.798,34.942,,4.265,2.672,5.42,0.937,5.352,9409,94.328,8.442,3.495,0011174119111011111
6200450,0x3f,2024-11-01T20:00:00Z,48.3580,-4.5518,0,100.533,14.793,34.95,,4.265,2.68,5.38,0.951,4.472,9354,93.776,8.438,3.98,0011174119111011111
6200450,0x3f,2024-11-01T20:20:00Z,48.3580,-4.5518,0,100.534,14.797,34.935,,4.264,2.678,5.39,0.977,4.581,9365,93.853,8.441,4.157,0011174119111011111
6200450,0x3f,2024-11-01T20:40:00Z,48.3580,-4.5518,0,100.533,14.789,34.941,,4.264,2.655,5.4,0.951,4.193,9376,93.975,8.441,4.061,0011174119111011111
6200450,0x3f,2024-11-01T21:00:00Z,48.3580,-4.5518,0,100.534,14.782,34.852,,4.254,2.672,5.42,0.921,6.037,9420,94.438,8.438,3.523,0011174119111011111
6200450,0x3f,2024-11-01T21:20:00Z,48.3580,-4.5518,0,100.535,14.775,34.841,,4.252,2.666,5.41,0.951,5.412,9398,94.251,8.442,3.846,0011174119111011111
6200450,0x3f,2024-11-01T21:40:00Z,48.3580,-4.5518,0,100.535,14.772,34.864,,4.255,2.67,5.38,0.936,4.794,9343,93.555,8.44,4.481,0011174119111011111
6200450,0x3f,2024-11-01T22:00:00Z,48.3580,-4.5518,0,100.534,14.777,34.852,,4.253,2.666,5.4,0.936,6.527,9376,93.952,8.439,3.861,0011174119111011111
6200450,0x3f,2024-11-01T22:20:00Z,48.3580,-4.5518,0,100.533,14.772,34.857,,4.253,2.671,5.4,0.951,4.635,9387,94.052,8.438,3.646,0011174119111011111
6200450,0x3f,2024-11-01T22:40:00Z,48.3580,-4.5518,0,100.534,14.763,34.837,,4.251,2.672,5.4,0.925,5.887,9376,93.919,8.439,3.708,0011174119111011111
6200450,0x3f,2024-11-01T23:00:00Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T01:00:00Z,48.3580,-4.5518,,,14.76,34.877,,4.255,2.677,5.38,0.925,4.364,9354,93.654,8.439,3.504,0011199119111011111
6200450,0x3f,2024-11-02T01:20:00Z,48.3580,-4.5518,0,100.536,14.754,34.872,,4.253,2.668,5.37,0.943,4.265,9332,93.489,8.437,3.631,0011174119111011111
6200450,0x3f,2024-11-02T01:40:00Z,48.3580,-4.5518,0,100.536,14.758,34.869,,4.254,2.673,5.37,0.956,4.713,9332,93.444,8.436,4.221,0011174119111011111
6200450,0x3f,2024-11-02T02:00:00Z,48.3580,-4.5518,0,100.532,14.748,34.874,,4.253,2.672,5.36,0.921,3.548,9310,93.246,8.433,4.136,0011174119111011111
6200450,0x3f,2024-11-02T02:20:00Z,48.3580,-4.5518,0,100.534,14.754,34.88,,4.253,2.683,5.37,0.936,3.596,9321,93.4,8.434,3.921,0011174119111011111
6200450,0x3f,2024-11-02T02:40:00Z,48.3580,-4.5518,0,100.536,14.76,34.906,,4.258,2.685,5.37,0.951,4.286,9321,93.334,8.436,4.164,0011174119111011111
6200450,0x3f,2024-11-02T03:00:00Z,48.3580,-4.5518,0,100.533,14.76,34.923,,4.26,2.706,5.33,0.936,3.932,9266,92.782,8.44,4.434,0011174119111011111
6200450,0x3f,2024-11-02T03:20:00Z,48.3580,-4.5518,0,100.536,14.764,34.93,,4.26,2.678,5.35,0.951,4.199,9288,92.936,8.437,4.734,0011174119111011111
6200450,0x3f,2024-11-02T03:40:00Z,48.3580,-4.5518,0,100.534,14.756,34.923,,4.26,2.698,5.36,0.936,4.352,9310,93.323,8.434,4.562,0011174119111011111
6200450,0x3f,2024-11-02T04:00:00Z,48.3580,-4.5518,0,100.534,14.769,34.961,,4.264,2.693,5.36,0.935,4.331,9321,93.378,8.437,4.511,0011174119111011111
6200450,0x3f,2024-11-02T04:20:00Z,48.3580,-4.5518,0,100.535,14.761,34.938,,4.262,2.674,5.36,0.967,5.439,9310,93.146,8.439,4.376,0011174119111011111
6200450,0x3f,2024-11-02T04:40:00Z,48.3580,-4.5518,0,100.534,14.758,34.931,,4.261,2.686,5.33,0.921,3.767,9266,92.936,8.438,4.208,0011174119111011111
6200450,0x3f,2024-11-02T04:59:59Z,48.3580,-4.5518,0,100.534,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T05:00:00Z,48.3580,-4.5518,,,14.785,34.987,,4.269,2.688,5.38,0.951,5.653,9343,93.577,8.448,3.785,0011199119111011111
6200450,0x3f,2024-11-02T05:20:00Z,48.3580,-4.5518,0,100.534,14.783,34.979,,4.268,2.696,5.39,0.936,3.575,9365,93.809,8.446,3.917,0011174119111011111
6200450,0x3f,2024-11-02T05:40:00Z,48.3580,-4.5518,0,100.534,14.759,34.938,,4.261,2.683,5.33,0.951,3.403,9255,92.704,8.438,3.74,0011174119111011111
6200450,0x3f,2024-11-02T06:00:00Z,48.3580,-4.5518,0,100.534,14.751,34.959,,4.263,2.669,5.37,0.936,3.71,9332,93.522,8.444,3.893,0011174119111011111
6200450,0x3f,2024-11-02T06:20:00Z,48.3580,-4.5518,0,100.537,14.783,34.989,,4.27,2.672,5.39,0.913,3.83,9376,93.886,8.446,4.153,0011174119111011111
6200450,0x3f,2024-11-02T06:40:00Z,48.3580,-4.5518,0,100.655,14.786,34.995,,4.271,2.675,5.39,0.951,4.166,9376,93.952,8.448,4.264,0011174119111011111
6200450,0x3f,2024-11-02T07:00:00Z,48.3580,-4.5518,,,14.777,34.962,,4.266,2.669,5.41,0.936,4.827,9398,94.162,8.445,4.24,0011199119111011111
6200450,0x3f,2024-11-02T07:00:01Z,48.3580,-4.5518,0,103.228,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T07:20:00Z,48.3580,-4.5518,0,111.464,14.769,34.943,,4.263,2.671,5.41,0.951,4.244,9398,94.129,8.444,4.153,0011174119111011111
6200450,0x3f,2024-11-02T07:40:00Z,48.3580,-4.5518,0,132.353,14.766,34.934,,4.262,2.676,5.41,0.921,4.028,9398,94.129,8.442,3.64,0011174119111011111
6200450,0x3f,2024-11-02T08:00:00Z,48.3580,-4.5518,0,157.662,14.763,34.945,,4.262,2.68,5.38,0.936,3.929,9354,93.654,8.44,3.931,0011174119111011111
6200450,0x3f,2024-11-02T08:00:01Z,48.3580,-4.5518,,,,,26.352,,3,,,,,,,,0011199990979999999
6200450,0x3f,2024-11-02T08:20:00Z,48.3580,-4.5518,0,175.261,14.764,34.954,,4.263,2.677,5.37,0.951,3.307,9332,93.444,8.442,4.106,0011174119111011111
6200450,0x3f,2024-11-02T08:40:00Z,48.3580,-4.5518,0,196.974,14.755,34.944,,4.261,2.66,5.36,0.967,4.406,9310,93.246,8.438,3.706,0011174119111011111
6200450,0x3f,2024-11-02T09:00:00Z,48.3580,-4.5518,0,256.598,14.76,34.953,,4.263,2.671,5.36,0.951,3.578,9321,93.411,8.44,3.595,0011174119111011111
6200450,0x3f,2024-11-02T09:20:00Z,48.3580,-4.5518,0,263.704,14.746,34.867,,4.252,2.678,5.4,0.951,3.292,9387,94.074,8.44,4.044,0011174119111011111
6200450,0x3f,2024-11-02T09:40:00Z,48.3580,-4.5518,0,290.737,14.744,34.854,,4.251,2.669,5.4,0.951,3.857,9387,93.963,8.443,3.848,0011174119111011111
6200450,0x3f,2024-11-02T10:00:00Z,48.3580,-4.5518,0,385.877,14.742,34.83,,4.248,2.672,5.41,0.936,3.683,9398,94.085,8.443,3.936,0011174119111011111
6200450,0x3f,2024-11-02T10:20:00Z,48.3580,-4.5518,0,364.532,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T10:20:01Z,48.3580,-4.5518,,,14.741,34.834,,4.248,2.677,5.42,0.936,3.626,9420,94.361,8.443,3.891,0011199119111011111
6200450,0x3f,2024-11-02T10:40:00Z,48.3580,-4.5518,0,415.909,14.744,34.829,,4.248,2.685,5.42,0.961,4.028,9409,94.151,8.442,3.782,0011174119111011111
6200450,0x3f,2024-11-02T11:00:00Z,48.3580,-4.5518,0,442.372,14.746,34.821,,4.247,2.682,5.42,0.936,3.526,9420,94.284,8.444,4.089,0011174119111011111
6200450,0x3f,2024-11-02T11:20:00Z,48.3580,-4.5518,0,441.577,14.745,34.821,,4.246,2.667,5.42,0.951,4.07,9409,94.129,8.442,3.98,0011174119111011111
6200450,0x3f,2024-11-02T11:40:00Z,48.3580,-4.5518,0,340.918,14.74,34.836,,4.248,2.685,5.44,0.951,3.95,9442,94.593,8.439,4.259,0011174119111011111
6200450,0x3f,2024-11-02T12:00:00Z,48.3580,-4.5518,0,909.072,14.746,34.847,,4.25,2.667,5.41,0.951,3.899,9398,94.03,8.437,4.121,0011174119111011111
6200450,0x3f,2024-11-02T12:20:00Z,48.3580,-4.5518,0,930.247,14.763,34.887,,4.256,2.668,5.41,0.937,3.478,9398,94.118,8.441,4.14,0011174119111011111
6200450,0x3f,2024-11-02T12:40:00Z,48.3580,-4.5518,0,875.269,14.772,34.873,,4.255,2.683,5.42,0.951,3.229,9420,94.328,8.44,4.41,0011174119111011111
6200450,0x3f,2024-11-02T13:00:00Z,48.3580,-4.5518,0,887.407,14.777,34.881,,4.257,2.678,5.42,0.941,3.695,9409,94.284,8.442,4.17,0011174119111011111
6200450,0x3f,2024-11-02T13:20:00Z,48.3580,-4.5518,0,846.733,14.792,34.877,,4.258,2.666,5.42,0.936,2.725,9409,94.229,8.445,3.827,0011174119111011111
6200450,0x3f,2024-11-02T13:40:00Z,48.3580,-4.5518,0,802.43,14.792,34.873,,4.257,2.667,5.43,0.951,4.37,9431,94.56,8.446,3.949,0011174119111011111
6200450,0x3f,2024-11-02T14:00:00Z,48.3580,-4.5518,0,733.296,14.798,34.869,,4.258,2.68,5.46,0.951,3.932,9486,95.068,8.447,4.296,0011174119111011111
6200450,0x3f,2024-11-02T14:20:00Z,48.3580,-4.5518,0,669.388,14.816,34.888,,4.261,2.661,5.53,0.951,3.536,9597,96.095,8.45,4.049,0011174119111011111
6200450,0x3f,2024-11-02T14:40:00Z,48.3580,-4.5518,0,608.129,14.817,34.901,,4.262,2.667,5.54,0.936,3.812,9619,96.448,8.454,4.396,0011174119111011111
6200450,0x3f,2024-11-02T15:00:00Z,48.3580,-4.5518,0,510.668,14.826,34.899,,4.263,2.661,5.51,0.936,4.779,9564,95.819,8.453,4.674,0011174119111011111
6200450,0x3f,2024-11-02T15:20:00Z,48.3580,-4.5518,0,420.178,14.835,34.926,,4.267,2.681,5.51,0.921,8.421,9575,96.062,8.457,4.049,0011174119111011111
6200450,0x3f,2024-11-02T15:40:00Z,48.3580,-4.5518,0,341.212,14.831,34.958,,4.271,2.678,5.51,0.936,4.593,9575,96.095,8.457,4.059,0011174119111011111
6200450,0x3f,2024-11-02T16:00:00Z,48.3580,-4.5518,,,14.83,34.938,,4.269,2.672,5.5,0.983,4.478,9564,95.985,8.457,4.247,0011199119111011111
6200450,0x3f,2024-11-02T16:00:01Z,48.3580,-4.5518,0,256.574,,,26.344,,3,,,,,,,,0011174990979999999
6200450,0x3f,2024-11-02T16:20:00Z,48.3580,-4.5518,0,188.497,14.829,34.968,,4.272,2.682,5.48,0.951,4.86,9520,95.587,8.457,4.142,0011174119111011111
6200450,0x3f,2024-11-02T16:40:00Z,48.3580,-4.5518,0,126.164,14.826,34.969,,4.271,2.674,5.48,0.967,5.53,9531,95.576,8.457,3.755,0011174119111011111
6200450,0x3f,2024-11-02T16:59:59Z,48.3580,-4.5518,0,105.922,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T17:00:00Z,48.3580,-4.5518,,,14.822,34.957,,4.271,2.678,5.47,0.951,4.812,9498,95.267,8.453,3.621,0011199119111011111
6200450,0x3f,2024-11-02T17:20:00Z,48.3580,-4.5518,0,100.768,14.803,34.954,,4.269,2.68,5.4,0.951,5.998,9387,94.129,8.448,4.464,0011174119111011111
6200450,0x3f,2024-11-02T17:40:00Z,48.3580,-4.5518,0,100.541,14.805,34.961,,4.268,2.668,5.41,0.951,5.151,9409,94.328,8.449,4.449,0011174119111011111
6200450,0x3f,2024-11-02T18:00:00Z,48.3580,-4.5518,,,14.805,34.973,,4.269,2.674,5.4,0.951,5.379,9387,94.118,8.448,4.019,0011199119111011111
6200450,0x3f,2024-11-02T18:00:01Z,48.3580,-4.5518,0,100.536,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T18:20:00Z,48.3580,-4.5518,0,100.535,14.802,34.961,,4.267,2.671,5.41,0.951,5.575,9409,94.317,8.448,3.878,0011174119111011111
6200450,0x3f,2024-11-02T18:40:00Z,48.3580,-4.5518,0,100.533,14.792,34.963,,4.267,2.675,5.39,0.951,6.472,9365,93.93,8.447,4.423,0011174119111011111
6200450,0x3f,2024-11-02T19:00:00Z,48.3580,-4.5518,0,100.533,14.796,34.951,,4.266,2.682,5.42,0.951,5.337,9420,94.394,8.449,4.076,0011174119111011111
6200450,0x3f,2024-11-02T19:20:00Z,48.3580,-4.5518,0,100.535,14.796,34.956,,4.267,2.669,5.42,0.966,5.632,9420,94.438,8.452,4.127,0011174119111011111
6200450,0x3f,2024-11-02T19:40:00Z,48.3580,-4.5518,,,14.792,34.946,,4.265,2.674,5.43,0.965,4.884,9431,94.549,8.448,3.561,0011199119111011111
6200450,0x3f,2024-11-02T19:40:01Z,48.3580,-4.5518,0,100.533,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T19:59:59Z,48.3580,-4.5518,0,100.533,,,,,,,,,,,,,0011174999999999999
6200450,0x3f,2024-11-02T20:00:01Z,48.3580,-4.5518,,,14.789,34.95,,4.265,2.663,5.42,0.967,5.887,9420,94.438,8.447,3.602,0011199119111011111
6200450,0x3f,2024-11-02T20:20:00Z,48.3580,-4.5518,0,100.534,14.777,34.95,,4.264,2.666,5.38,0.961,4.325,9343,93.654,8.447,4.987,0011174119111011111
6200450,0x3f,2024-11-02T20:40:00Z,48.3580,-4.5518,0,100.536,,,,,,,,,,,,,0011174999999999999
