PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),AMON LEVEL1 (millimole/m3),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),NTRI LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHOS LEVEL1 (millimole/m3),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2025-02-10T08:00:01Z,50.7405,1.5677,,,,24.152,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-10T08:20:01Z,50.7405,1.5677,7.583,33.333,,,3.428,0.635,6.43,0.278,2.967,11228,,,94.205,,0,19.868,001111199111011991941
6200443,0x3f,2025-02-10T08:40:01Z,50.7405,1.5677,7.565,33.364,,,3.43,0.635,6.48,0.274,2.495,11315,,,94.576,,0,19.691,001111199111011991941
6200443,0x3f,2025-02-10T09:00:00Z,50.7405,1.5677,7.56,33.369,,,3.43,0.635,6.45,0.29,3.719,11265,,,94.378,,0,19.804,001111199111011991941
6200443,0x3f,2025-02-10T09:20:00Z,50.7405,1.5677,7.548,33.357,,,3.427,0.646,6.48,0.284,3.555,11315,,,94.675,,0,19.681,001111199111011991941
6200443,0x3f,2025-02-10T09:40:00Z,50.7405,1.5677,7.55,33.369,,,3.429,0.624,6.46,0.257,2.573,11290,,,94.428,,0,20.176,001111199111011991941
6200443,0x3f,2025-02-10T10:00:01Z,50.7405,1.5677,7.51,33.251,,,3.414,0.635,6.48,0.263,2.175,11315,,,94.712,,0,19.961,001111199111011991941
6200443,0x3f,2025-02-10T10:20:00Z,50.7405,1.5677,7.469,33.108,,,3.398,0.603,6.49,0.25,4.372,11315,,,94.551,,0,20.031,001111199111011991941
6200443,0x3f,2025-02-10T10:40:00Z,50.7405,1.5677,7.445,33.065,,,3.392,0.599,6.49,0.252,3.71,11327,,,94.576,,0,19.481,001111199111011991941
6200443,0x3f,2025-02-10T11:00:00Z,50.7405,1.5677,7.397,32.999,,,3.38,0.611,6.52,0.256,2.426,11364,,,94.725,,0,19.959,001111199111011991941
6200443,0x3f,2025-02-10T11:20:00Z,50.7405,1.5677,7.359,32.868,,,3.366,0.615,6.52,0.269,1.98,11364,,,95.009,,0,19.59,001111199111011991941
6200443,0x3f,2025-02-10T11:40:00Z,50.7405,1.5677,7.48,33.198,,,3.407,0.606,6.51,0.25,3.814,11364,,,94.947,,0,21.197,001111199111011991941
6200443,0x3f,2025-02-10T12:00:00Z,50.7405,1.5677,7.584,33.35,,,3.43,0.621,6.49,0.271,2.147,11327,,,94.638,,0,20.648,001111199111011991941
6200443,0x3f,2025-02-10T12:20:00Z,50.7405,1.5677,7.513,33.135,,,3.404,0.624,6.5,0.258,4.474,11339,,,94.762,,0,20.248,001111199111011991941
6200443,0x3f,2025-02-10T12:40:00Z,50.7405,1.5677,7.52,33.161,,,3.407,0.635,6.51,0.26,3.822,11364,,,94.96,,0,19.503,001111199111011991941
6200443,0x3f,2025-02-10T13:00:00Z,50.7405,1.5677,7.5,33.102,,,3.399,0.596,6.51,0.245,2.945,11364,,,94.997,,0,19.526,001111199111011991941
6200443,0x3f,2025-02-10T13:20:00Z,50.7405,1.5677,7.503,33.128,,,3.403,0.619,6.52,0.25,1.636,11376,,,94.885,,0,19.571,001111199111011991941
6200443,0x3f,2025-02-10T13:40:00Z,50.7405,1.5677,7.477,33.117,,,3.399,0.606,6.51,0.262,2.557,11352,,,95.021,,0,19.373,001111199111011991941
6200443,0x3f,2025-02-10T14:00:00Z,50.7405,1.5677,7.478,33.088,,,3.396,0.621,6.5,0.255,2.335,11339,,,94.824,,0,19.567,001111199111011991941
6200443,0x3f,2025-02-10T14:20:00Z,50.7405,1.5677,7.487,33.099,,,3.399,0.582,6.5,0.252,2.214,11339,,,94.91,,0,19.489,001111199111011991941
6200443,0x3f,2025-02-10T14:40:00Z,50.7405,1.5677,7.457,33.116,,,3.397,0.597,6.52,0.246,1.914,11376,,,94.811,,0,19.712,001111199111011991941
6200443,0x3f,2025-02-10T15:00:00Z,50.7405,1.5677,7.458,33.123,,,3.398,0.587,6.53,0.268,2.364,11401,,,94.749,,0,19.763,001111199111011991941
6200443,0x3f,2025-02-10T15:20:00Z,50.7405,1.5677,7.452,33.08,,,3.394,0.617,6.51,0.256,2.075,11352,,,94.935,,0,19.782,001111199111011991941
6200443,0x3f,2025-02-10T15:40:00Z,50.7405,1.5677,7.408,33.035,,,3.386,0.574,6.52,0.263,1.445,11376,,,94.947,,0,19.518,001111199111011991941
6200443,0x3f,2025-02-10T16:00:00Z,50.7405,1.5677,7.367,33.009,,,3.379,0.58,6.53,0.256,1.376,11389,,,94.824,,0,19.274,001111199111011991941
6200443,0x3f,2025-02-10T16:00:01Z,50.7405,1.5677,,,,24.173,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-10T16:20:00Z,50.7405,1.5677,7.319,32.954,,,3.37,0.601,6.53,0.269,2.995,11389,,,94.824,,0,19.311,001111199111011991941
6200443,0x3f,2025-02-10T16:40:00Z,50.7405,1.5677,7.267,32.924,,,3.362,0.6,6.56,0.246,2.678,11438,,,95.021,,0,19.237,001111199111011991941
6200443,0x3f,2025-02-10T17:00:01Z,50.7405,1.5677,7.239,32.912,,,3.359,0.564,6.57,0.257,2.883,11451,,,94.91,,0,19.359,001111199111011991941
6200443,0x3f,2025-02-10T17:20:00Z,50.7405,1.5677,7.45,33.397,,,3.423,0.597,6.54,0.231,2.598,11426,,,95.046,,0,20.654,001111199111011991941
6200443,0x3f,2025-02-10T17:40:00Z,50.7405,1.5677,7.485,33.513,,,3.436,0.585,6.51,0.265,3.178,11389,,,94.96,,0,21.176,001111199111011991941
6200443,0x3f,2025-02-10T18:00:00Z,50.7405,1.5677,7.533,33.543,,,3.444,0.607,6.49,0.277,2.888,11352,,,94.626,,0,20.215,001111199111011991941
6200443,0x3f,2025-02-10T18:20:00Z,50.7405,1.5677,7.568,33.563,,,3.448,0.604,6.47,0.242,3.218,11315,,,94.65,,0,20.411,001111199111011991941
6200443,0x3f,2025-02-10T18:40:00Z,50.7405,1.5677,7.598,33.613,,,3.455,0.602,6.46,0.245,3.048,11302,,,94.613,,0,21.227,001111199111011991941
6200443,0x3f,2025-02-10T19:00:00Z,50.7405,1.5677,7.607,33.615,,,3.456,0.576,6.47,0.277,4.191,11315,,,94.762,,0,21.384,001111199111011991941
6200443,0x3f,2025-02-10T19:20:00Z,50.7405,1.5677,7.617,33.607,,,3.457,0.558,6.49,0.257,3.992,11352,,,95.194,,0,21.524,001111199111011991941
6200443,0x3f,2025-02-10T19:40:00Z,50.7405,1.5677,7.649,33.618,,,3.461,0.593,6.48,0.247,4.744,11339,,,94.947,,0,22.376,001111199111011991941
6200443,0x3f,2025-02-10T20:00:00Z,50.7405,1.5677,7.646,33.635,,,3.461,0.595,6.5,0.249,3.554,11364,,,95.232,,0,21.879,001111199111011991941
6200443,0x3f,2025-02-10T20:20:00Z,50.7405,1.5677,7.646,33.62,,,3.46,0.616,6.47,0.261,2.024,11315,,,94.898,,0,21.638,001111199111011991941
6200443,0x3f,2025-02-10T20:40:00Z,50.7405,1.5677,7.627,33.615,,,3.459,0.599,6.49,0.258,1.98,11352,,,95.133,,0,21.685,001111199111011991941
6200443,0x3f,2025-02-10T21:00:00Z,50.7405,1.5677,7.532,33.513,,,3.441,0.593,6.45,0.261,3.165,11277,,,94.44,,0,21.293,001111199111011991941
6200443,0x3f,2025-02-10T21:20:00Z,50.7405,1.5677,7.461,33.471,,,3.43,0.571,6.49,0.26,2.908,11339,,,94.848,,0,21.06,001111199111011991941
6200443,0x3f,2025-02-10T21:40:00Z,50.7405,1.5677,7.473,33.498,,,3.434,0.594,6.46,0.262,3.63,11290,,,94.205,,0,20.763,001111199111011991941
6200443,0x3f,2025-02-10T22:00:02Z,50.7405,1.5677,7.445,33.432,,,3.426,0.603,6.47,0.263,3.189,11315,,,94.49,,0,20.26,001111199111011991941
6200443,0x3f,2025-02-10T22:20:00Z,50.7405,1.5677,7.442,33.415,,,3.424,0.564,6.47,0.265,4.69,11302,,,94.354,,0,20.285,001111199111011991941
6200443,0x3f,2025-02-10T22:40:00Z,50.7405,1.5677,7.405,33.282,,,3.409,0.56,6.49,0.267,4.263,11327,,,94.601,,0,20.708,001111199111011991941
6200443,0x3f,2025-02-10T23:00:00Z,50.7405,1.5677,7.396,33.281,,,3.407,0.557,6.46,0.262,5.931,11290,,,94.292,,0,20.669,001111199111011991941
6200443,0x3f,2025-02-10T23:20:01Z,50.7405,1.5677,7.377,33.256,,,3.403,0.586,6.49,0.26,4.814,11327,,,94.292,,0,20.776,001111199111011991941
6200443,0x3f,2025-02-10T23:40:00Z,50.7405,1.5677,7.383,33.298,,,3.407,0.579,6.48,0.271,5.222,11327,,,94.218,,0,20.809,001111199111011991941
6200443,0x3f,2025-02-11T00:00:00Z,50.7405,1.5677,7.434,33.357,,,3.417,0.561,6.48,0.263,5.173,11315,,,94.218,,0,20.988,001111199111011991941
6200443,0x3f,2025-02-11T00:00:01Z,50.7405,1.5677,,,,24.108,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-11T00:20:01Z,50.7405,1.5677,7.433,33.309,,,3.413,0.566,6.48,0.287,5.502,11315,,,94.255,,0,20.524,001111199111011991941
6200443,0x3f,2025-02-11T00:40:01Z,50.7405,1.5677,7.347,33.24,,,3.399,0.597,6.51,0.263,5.264,11364,,,94.589,,0,20.178,001111199111011991941
6200443,0x3f,2025-02-11T01:00:00Z,50.7405,1.5677,7.42,33.328,,,3.414,0.561,6.49,0.247,5.115,11339,,,94.514,,0,20.431,001111199111011991941
6200443,0x3f,2025-02-11T01:20:00Z,50.7405,1.5677,7.372,33.264,,,3.402,0.56,6.53,0.274,5.847,11401,,,94.898,,0,19.384,001111199111011991941
6200443,0x3f,2025-02-11T01:40:00Z,50.7405,1.5677,7.379,33.26,,,3.404,0.567,6.52,0.261,7.287,11389,,,94.786,,0,19.697,001111199111011991941
6200443,0x3f,2025-02-11T02:00:00Z,50.7405,1.5677,7.368,33.284,,,3.404,0.563,6.51,0.248,7.45,11376,,,94.712,,0,19.672,001111199111011991941
6200443,0x3f,2025-02-11T02:20:00Z,50.7405,1.5677,7.358,33.284,,,3.405,0.563,6.52,0.257,7.851,11389,,,94.836,,0,19.703,001111199111011991941
6200443,0x3f,2025-02-11T02:40:00Z,50.7405,1.5677,7.324,33.275,,,3.4,0.569,6.51,0.256,4.884,11364,,,94.626,,0,19.745,001111199111011991941
6200443,0x3f,2025-02-11T03:00:01Z,50.7405,1.5677,7.307,33.28,,,3.399,0.567,6.51,0.244,3.7,11376,,,94.626,,0,19.918,001111199111011991941
6200443,0x3f,2025-02-11T03:20:00Z,50.7405,1.5677,7.313,33.276,,,3.399,0.564,6.51,0.275,3.619,11364,,,94.687,,0,19.819,001111199111011991941
6200443,0x3f,2025-02-11T03:40:00Z,50.7405,1.5677,7.403,33.38,,,3.417,0.595,6.47,0.246,5.236,11315,,,94.131,,0,20.949,001111199111011991941
6200443,0x3f,2025-02-11T04:00:00Z,50.7405,1.5677,7.335,33.263,,,3.399,0.586,6.48,0.266,4.681,11327,,,94.23,,0,19.833,001111199111011991941
6200443,0x3f,2025-02-11T04:20:00Z,50.7405,1.5677,7.346,33.261,,,3.401,0.561,6.49,0.269,5.217,11327,,,94.193,,0,20.442,001111199111011991941
6200443,0x3f,2025-02-11T04:40:00Z,50.7405,1.5677,7.288,33.201,,,3.39,0.574,6.49,0.247,5.157,11327,,,94.292,,0,19.957,001111199111011991941
6200443,0x3f,2025-02-11T05:00:01Z,50.7405,1.5677,7.241,33.123,,,3.379,0.57,6.5,0.251,2.696,11339,,,94.106,,0,19.421,001111199111011991941
6200443,0x3f,2025-02-11T05:20:01Z,50.7405,1.5677,7.239,33.14,,,3.38,0.572,6.52,0.278,2.468,11389,,,94.403,,0,19.586,001111199111011991941
6200443,0x3f,2025-02-11T05:40:00Z,50.7405,1.5677,7.384,33.372,,,3.414,0.563,6.5,0.239,4.651,11364,,,94.502,,0,20.339,001111199111011991941
6200443,0x3f,2025-02-11T06:00:00Z,50.7405,1.5677,7.457,33.439,,,3.427,0.553,6.5,0.235,4.051,11364,,,94.675,,0,20.615,001111199111011991941
6200443,0x3f,2025-02-11T06:20:00Z,50.7405,1.5677,7.417,33.45,,,3.425,0.571,6.49,0.238,4.902,11352,,,94.663,,0,20.044,001111199111011991941
6200443,0x3f,2025-02-11T06:40:00Z,50.7405,1.5677,7.55,33.474,,,3.439,0.601,6.52,0.245,4.858,11389,,,95.071,,0,19.683,001111199111011991941
6200443,0x3f,2025-02-11T07:00:00Z,50.7405,1.5677,7.573,33.485,,,3.442,0.586,6.48,0.228,5.236,11327,,,94.861,,0,19.297,001111199111011991941
6200443,0x3f,2025-02-11T07:20:00Z,50.7405,1.5677,7.578,33.495,,,3.443,0.609,6.49,0.252,4.748,11352,,,94.91,,0,19.565,001111199111011991941
6200443,0x3f,2025-02-11T07:40:00Z,50.7405,1.5677,7.572,33.49,,,3.442,0.578,6.51,0.237,4.661,11389,,,95.343,,0,19.371,001111199111011991941
6200443,0x3f,2025-02-11T08:00:01Z,50.7405,1.5677,7.565,33.478,,24.019,3.44,0.602,6.52,0.229,3.71,11401,,,95.516,,0,20.085,001111190111011991941
6200443,0x3f,2025-02-11T08:20:00Z,50.7405,1.5677,7.554,33.471,,,3.439,0.581,6.5,0.247,4.435,11364,,,95.17,,0,19.598,001111199111011991941
6200443,0x3f,2025-02-11T08:40:00Z,50.7405,1.5677,7.548,33.479,,,3.438,0.562,6.52,0.256,3.996,11401,,,95.318,,0,19.8,001111199111011991941
6200443,0x3f,2025-02-11T09:00:00Z,50.7405,1.5677,7.532,33.452,,,3.435,0.596,6.49,0.237,4.655,11352,,,94.65,,0,19.926,001111199111011991941
6200443,0x3f,2025-02-11T09:20:00Z,50.7405,1.5677,7.459,33.39,,,3.424,0.571,6.49,0.236,4.433,11339,,,94.873,,0,19.794,001111199111011991941
6200443,0x3f,2025-02-11T09:40:00Z,50.7405,1.5677,7.426,33.371,,,3.419,0.569,6.47,0.254,4.009,11302,,,94.564,,0,19.505,001111199111011991941
6200443,0x3f,2025-02-11T10:00:00Z,50.7405,1.5677,7.417,33.388,,,3.419,0.577,6.5,0.252,3.81,11352,,,94.527,,0,19.516,001111199111011991941
6200443,0x3f,2025-02-11T10:20:01Z,50.7405,1.5677,7.415,33.381,,,3.418,0.569,6.49,0.25,3.916,11339,,,94.539,,0,19.551,001111199111011991941
6200443,0x3f,2025-02-11T10:40:00Z,50.7405,1.5677,7.394,33.357,,,3.414,0.591,6.5,0.236,3.886,11352,,,94.613,,0,19.384,001111199111011991941
6200443,0x3f,2025-02-11T11:00:00Z,50.7405,1.5677,7.394,33.347,,,3.413,0.568,6.5,0.243,3.031,11352,,,94.551,,0,19.161,001111199111011991941
6200443,0x3f,2025-02-11T11:20:00Z,50.7405,1.5677,7.385,33.316,,,3.409,0.578,6.51,0.249,2.92,11376,,,94.613,,0,18.88,001111199111011991941
6200443,0x3f,2025-02-11T11:40:00Z,50.7405,1.5677,7.393,33.33,,,3.411,0.581,6.5,0.252,2.704,11364,,,94.638,,0,19.134,001111199111011991941
6200443,0x3f,2025-02-11T12:00:00Z,50.7405,1.5677,7.415,33.34,,,3.414,0.567,6.49,0.242,2.875,11339,,,94.626,,0,19.107,001111199111011991941
6200443,0x3f,2025-02-11T12:20:00Z,50.7405,1.5677,7.424,33.345,,,3.416,0.603,6.5,0.248,3.587,11352,,,94.749,,0,19.231,001111199111011991941
6200443,0x3f,2025-02-11T12:40:00Z,50.7405,1.5677,7.407,33.346,,,3.414,0.584,6.5,0.237,3.282,11352,,,94.712,,0,19.118,001111199111011991941
6200443,0x3f,2025-02-11T13:00:01Z,50.7405,1.5677,7.413,33.342,,,3.414,0.592,6.52,0.248,4.143,11389,,,94.774,,0,19.023,001111199111011991941
6200443,0x3f,2025-02-11T13:20:00Z,50.7405,1.5677,7.415,33.351,,,3.416,0.572,6.51,0.238,3.988,11376,,,95.058,,0,19.114,001111199111011991941
6200443,0x3f,2025-02-11T13:40:00Z,50.7405,1.5677,7.426,33.348,,,3.417,0.576,6.52,0.25,3.37,11389,,,94.799,,0,18.843,001111199111011991941
6200443,0x3f,2025-02-11T14:00:00Z,50.7405,1.5677,7.423,33.275,,,3.409,0.558,6.54,0.251,1.23,11414,,,95.145,,0,18.703,001111199111011991941
6200443,0x3f,2025-02-11T14:20:00Z,50.7405,1.5677,7.413,33.268,,,3.407,0.576,6.53,0.256,2.054,11401,,,95.17,,0,18.689,001111199111011991941
6200443,0x3f,2025-02-11T14:40:00Z,50.7405,1.5677,7.391,33.275,,,3.406,0.589,6.53,0.238,1.743,11414,,,95.046,,0,18.569,001111199111011991941
6200443,0x3f,2025-02-11T15:00:00Z,50.7405,1.5677,7.351,33.242,,,3.399,0.583,6.54,0.249,3.019,11414,,,94.972,,0,18.751,001111199111011991941
6200443,0x3f,2025-02-11T15:20:00Z,50.7405,1.5677,7.342,33.224,,,3.397,0.579,6.54,0.26,2.791,11414,,,95.108,,0,18.711,001111199111011991941
6200443,0x3f,2025-02-11T15:40:00Z,50.7405,1.5677,7.323,33.206,,,3.394,0.584,6.54,0.231,3.368,11426,,,94.972,,0,19.559,001111199111011991941
6200443,0x3f,2025-02-11T16:00:01Z,50.7405,1.5677,7.307,33.161,,24.277,3.388,0.584,6.54,0.257,2.844,11414,,,95.058,,0,18.606,001111190111011991941
6200443,0x3f,2025-02-11T16:20:00Z,50.7405,1.5677,7.31,33.174,,,3.39,0.591,6.55,0.266,4.233,11438,,,95.12,,0,18.437,001111199111011991941
6200443,0x3f,2025-02-11T16:40:00Z,50.7405,1.5677,7.307,33.166,,,3.389,0.576,6.54,0.258,3.903,11414,,,95.058,,0,18.522,001111199111011991941
6200443,0x3f,2025-02-11T17:00:00Z,50.7405,1.5677,7.318,33.164,,,3.389,0.587,6.55,0.239,4.681,11426,,,95.046,,0,18.276,001111199111011991941
6200443,0x3f,2025-02-11T17:20:00Z,50.7405,1.5677,7.307,33.177,,,3.39,0.586,6.54,0.248,4.498,11414,,,94.861,,0,18.307,001111199111011991941
6200443,0x3f,2025-02-11T17:40:00Z,50.7405,1.5677,7.271,33.007,,,3.37,0.585,6.54,0.243,4.993,11414,,,95.133,,0,18.627,001111199111011991941
6200443,0x3f,2025-02-11T18:00:00Z,50.7405,1.5677,7.271,33,,,3.37,0.588,6.56,0.237,4.926,11438,,,94.824,,0,18.515,001111199111011991941
6200443,0x3f,2025-02-11T18:20:00Z,50.7405,1.5677,7.352,33.125,,,3.389,0.599,6.58,0.256,2.442,11475,,,95.516,,0,18.963,001111199111011991941
6200443,0x3f,2025-02-11T18:40:00Z,50.7405,1.5677,7.411,33.196,,,3.402,0.585,6.57,0.247,2.104,11475,,,95.603,,0,19.21,001111199111011991941
6200443,0x3f,2025-02-11T19:00:00Z,50.7405,1.5677,7.46,33.254,,,3.41,0.576,6.56,0.217,3.556,11463,,,95.429,,0,18.627,001111199111011991941
6200443,0x3f,2025-02-11T19:20:00Z,50.7405,1.5677,7.505,33.321,,,3.421,0.573,6.55,0.25,3.088,11438,,,95.454,,0,18.93,001111199111011991941
6200443,0x3f,2025-02-11T19:40:00Z,50.7405,1.5677,7.506,33.362,,,3.424,0.567,6.53,0.233,3.736,11401,,,95.219,,0,18.746,001111199111011991941
6200443,0x3f,2025-02-11T20:00:00Z,50.7405,1.5677,7.515,33.4,,,3.428,0.584,6.52,0.244,3.081,11389,,,95.17,,0,18.992,001111199111011991941
6200443,0x3f,2025-02-11T20:20:00Z,50.7405,1.5677,7.503,33.37,,,3.424,0.569,6.52,0.225,4.025,11389,,,95.244,,0,19.235,001111199111011991941
6200443,0x3f,2025-02-11T20:40:00Z,50.7405,1.5677,7.503,33.393,,,3.427,0.608,6.51,0.244,3.754,11376,,,95.058,,0,19.26,001111199111011991941
6200443,0x3f,2025-02-11T21:00:00Z,50.7405,1.5677,7.514,33.393,,,3.428,0.586,6.51,0.247,4.386,11376,,,94.96,,0,19.615,001111199111011991941
6200443,0x3f,2025-02-11T21:20:00Z,50.7405,1.5677,7.47,33.366,,,3.422,0.578,6.5,0.264,4.237,11364,,,95.083,,0,19.252,001111199111011991941
6200443,0x3f,2025-02-11T21:40:00Z,50.7405,1.5677,7.457,33.345,,,3.419,0.579,6.5,0.25,6.085,11352,,,94.922,,0,19.128,001111199111011991941
6200443,0x3f,2025-02-11T22:00:00Z,50.7405,1.5677,7.432,33.297,,,3.412,0.578,6.51,0.241,5.601,11376,,,94.861,,0,18.899,001111199111011991941
6200443,0x3f,2025-02-11T22:20:00Z,50.7405,1.5677,7.413,33.28,,,3.409,0.574,6.54,0.273,5.222,11414,,,94.848,,0,18.656,001111199111011991941
6200443,0x3f,2025-02-11T22:40:00Z,50.7405,1.5677,7.399,33.27,,,3.407,0.606,6.51,0.262,5.001,11376,,,94.984,,0,18.794,001111199111011991941
6200443,0x3f,2025-02-11T23:00:00Z,50.7405,1.5677,7.399,33.204,,,3.4,0.593,6.52,0.275,4.915,11389,,,94.972,,0,18.592,001111199111011991941
6200443,0x3f,2025-02-11T23:20:00Z,50.7405,1.5677,7.366,33.108,,,3.389,0.568,6.53,0.257,4.81,11389,,,94.861,,0,18.332,001111199111011991941
6200443,0x3f,2025-02-11T23:40:00Z,50.7405,1.5677,7.372,33.104,,,3.389,0.582,6.53,0.268,4.581,11401,,,94.997,,0,18.291,001111199111011991941
6200443,0x3f,2025-02-12T00:00:01Z,50.7405,1.5677,7.358,33.03,,24.184,3.381,1.4,6.52,0.255,4.401,11376,,,94.712,,0,18.241,001111190171011991941
6200443,0x3f,2025-02-12T00:20:00Z,50.7405,1.5677,7.37,33.077,,,3.386,0.608,6.51,0.249,4.35,11364,,,94.712,,0,19.443,001111199111011991941
6200443,0x3f,2025-02-12T00:40:00Z,50.7405,1.5677,7.382,33.08,,,3.387,0.582,6.54,0.256,4.284,11401,,,94.947,,0,18.418,001111199111011991941
6200443,0x3f,2025-02-12T01:00:00Z,50.7405,1.5677,7.401,33.131,,,3.394,0.592,6.53,0.26,3.924,11389,,,94.96,,0,18.715,001111199111011991941
6200443,0x3f,2025-02-12T01:20:00Z,50.7405,1.5677,7.385,33.098,,,3.389,0.594,6.52,0.26,3.87,11376,,,94.836,,0,18.738,001111199111011991941
6200443,0x3f,2025-02-12T01:40:00Z,50.7405,1.5677,7.389,33.082,,,3.389,0.597,6.53,0.247,3.726,11389,,,94.762,,0,19.147,001111199111011991941
6200443,0x3f,2025-02-12T02:00:00Z,50.7405,1.5677,7.287,32.917,,,3.364,0.584,6.57,0.256,3.626,11451,,,95.058,,0,18.202,001111199111011991941
6200443,0x3f,2025-02-12T02:20:00Z,50.7405,1.5677,7.298,32.96,,,3.37,0.582,6.55,0.25,3.429,11414,,,95.034,,0,18.402,001111199111011991941
6200443,0x3f,2025-02-12T02:40:00Z,50.7405,1.5677,7.361,33.05,,,3.382,0.587,6.54,0.254,3.195,11414,,,94.972,,0,18.19,001111199111011991941
6200443,0x3f,2025-02-12T03:00:00Z,50.7405,1.5677,7.014,30.217,,,3.091,0.586,6.61,0.267,3.142,11339,,,94.143,,0,18.025,001111199111011991941
6200443,0x3f,2025-02-12T03:20:00Z,50.7405,1.5677,7.003,29.946,,,3.065,0.588,6.65,0.27,2.987,11389,,,94.044,,0,18.208,001111199111011991941
6200443,0x3f,2025-02-12T03:40:00Z,50.7405,1.5677,7.096,31.01,,,3.174,0.567,6.61,0.262,2.846,11401,,,94.279,,0,18.105,001111199111011991941
6200443,0x3f,2025-02-12T04:00:00Z,50.7405,1.5677,7.012,30.902,,,3.153,0.577,6.64,0.258,2.889,11438,,,94.205,,0,18.287,001111199111011991941
6200443,0x3f,2025-02-12T04:20:00Z,50.7405,1.5677,7.013,30.517,,,3.117,0.588,6.66,0.261,2.612,11451,,,94.403,,0,18.264,001111199111011991941
6200443,0x3f,2025-02-12T04:40:00Z,50.7405,1.5677,7.099,31.449,,,3.213,0.595,6.62,0.27,2.634,11438,,,94.403,,0,18.282,001111199111011991941
6200443,0x3f,2025-02-12T05:00:00Z,50.7405,1.5677,7.031,30.663,,,3.138,0.571,6.63,0.263,2.361,11401,,,94.267,,0,18.454,001111199111011991941
6200443,0x3f,2025-02-12T05:20:00Z,50.7405,1.5677,7.079,30.605,,,3.134,0.582,6.64,0.267,2.324,11426,,,94.403,,0,18.086,001111199111011991941
6200443,0x3f,2025-02-12T05:40:00Z,50.7405,1.5677,7.066,30.289,,,3.104,0.575,6.65,0.259,3.091,11414,,,94.329,,0,18.402,001111199111011991941
6200443,0x3f,2025-02-12T06:00:00Z,50.7405,1.5677,7.112,30.955,,,3.167,0.585,6.62,0.267,2.831,11401,,,94.094,,0,19.996,001111199111011991941
6200443,0x3f,2025-02-12T06:20:00Z,50.7405,1.5677,7.115,30.6,,,3.134,0.591,6.62,0.268,2.004,11389,,,94.23,,0,18.338,001111199111011991941
6200443,0x3f,2025-02-12T06:40:00Z,50.7405,1.5677,7.311,32.781,,,3.354,0.586,6.59,0.27,2.006,11475,,,95.12,,0,18.625,001111199111011991941
6200443,0x3f,2025-02-12T07:00:00Z,50.7405,1.5677,7.371,32.993,,,3.379,0.582,6.57,0.252,1.955,11463,,,95.467,,0,18.72,001111199111011991941
6200443,0x3f,2025-02-12T07:20:00Z,50.7405,1.5677,7.386,33.067,,,3.387,0.578,6.56,0.272,1.862,11451,,,95.392,,0,18.565,001111199111011991941
6200443,0x3f,2025-02-12T07:40:00Z,50.7405,1.5677,7.401,33.064,,,3.387,0.586,6.56,0.267,1.939,11451,,,95.615,,0,18.474,001111199111011991941
6200443,0x3f,2025-02-12T08:00:00Z,50.7405,1.5677,7.402,33.041,,,3.385,0.584,6.59,0.281,2.232,11488,,,95.565,,0,18.668,001111199111011991941
6200443,0x3f,2025-02-12T08:00:01Z,50.7405,1.5677,,,,24.024,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-12T08:20:00Z,50.7405,1.5677,7.413,33.075,,,3.39,0.576,6.59,0.251,1.697,11500,,,95.739,,0,18.938,001111199111011991941
6200443,0x3f,2025-02-12T08:40:00Z,50.7405,1.5677,7.423,33.126,,,3.395,0.589,6.58,0.276,1.784,11475,,,95.615,,0,19.448,001111199111011991941
6200443,0x3f,2025-02-12T09:00:00Z,50.7405,1.5677,7.424,33.125,,,3.395,0.606,6.58,0.261,3.373,11475,,,95.701,,0,19.13,001111199111011991941
6200443,0x3f,2025-02-12T09:20:00Z,50.7405,1.5677,7.396,33.099,,,3.391,0.589,6.57,0.26,1.664,11463,,,95.479,,0,18.992,001111199111011991941
6200443,0x3f,2025-02-12T09:40:00Z,50.7405,1.5677,7.395,33.035,,,3.384,0.58,6.57,0.26,1.584,11463,,,95.504,,0,19.289,001111199111011991941
6200443,0x3f,2025-02-12T10:00:00Z,50.7405,1.5677,7.343,32.894,,,3.367,0.596,6.57,0.278,1.781,11451,,,95.331,,0,18.916,001111199111011991941
6200443,0x3f,2025-02-12T10:20:00Z,50.7405,1.5677,7.247,32.452,,,3.316,0.588,6.59,0.263,1.506,11463,,,95.145,,0,18.396,001111199111011991941
6200443,0x3f,2025-02-12T10:40:00Z,50.7405,1.5677,7.277,32.628,,,3.337,0.569,6.57,0.256,1.51,11438,,,95.232,,0,18.115,001111199111011991941
