PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),AMON LEVEL1 (millimole/m3),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),NTRI LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHOS LEVEL1 (millimole/m3),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2025-01-17T06:20:00Z,50.7405,1.5677,7.611,33.049,,,3.404,0.8,6.24,0.267,1.503,10882,,,91.064,,0,20.202,001111199113013991941
6200443,0x3f,2025-01-17T06:40:00Z,50.7405,1.5677,7.508,32.96,,,3.388,0.783,6.25,0.272,1.59,10894,,,91.114,,0,19.613,001111199113013991941
6200443,0x3f,2025-01-17T07:00:00Z,50.7405,1.5677,7.411,32.504,,,3.335,0.793,6.3,0.27,1.4,10956,,,91.472,,0,19.815,001111199113013991941
6200443,0x3f,2025-01-17T07:20:00Z,50.7405,1.5677,7.458,32.6,,,3.349,0.79,6.29,0.279,2.069,10944,,,91.336,,0,19.695,001111199113013991941
6200443,0x3f,2025-01-17T07:40:00Z,50.7405,1.5677,7.346,32.251,,,3.31,0.801,6.3,0.288,1.708,10931,,,91.237,,0,19.757,001111199113013991941
6200443,0x3f,2025-01-17T08:00:00Z,50.7405,1.5677,7.276,31.363,,,3.22,0.79,0,0.262,2.073,0,,,0,,0,19.12,001111199114014994941
6200443,0x3f,2025-01-17T08:00:01Z,50.7405,1.5677,,,,24.614,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-17T08:20:00Z,50.7405,1.5677,7.426,32.257,,,3.315,0.799,0,0.292,1.985,0,,,91.522,,0,19.866,001111199114014991941
6200443,0x3f,2025-01-17T08:40:00Z,50.7405,1.5677,7.482,32.747,,,3.366,0.793,0,0.288,2.519,0,,,91.373,,0,24.117,001111199114014991941
6200443,0x3f,2025-01-17T09:00:01Z,50.7405,1.5677,7.51,32.962,,,3.388,0.806,0,0.297,2.361,0,,,91.509,,0,26.858,001111199114014991941
6200443,0x3f,2025-01-17T09:20:00Z,50.7405,1.5677,7.537,33.118,,,3.404,0.804,6.25,0.307,3.059,10906,,,91.163,,0,25.249,001111199113013991941
6200443,0x3f,2025-01-17T09:40:00Z,50.7405,1.5677,7.558,33.154,,,3.409,0.808,6.27,0.283,2.756,10931,,,91.274,,0,24.253,001111199113013991941
6200443,0x3f,2025-01-17T10:00:00Z,50.7405,1.5677,7.556,33.159,,,3.41,0.813,6.25,0.292,3.291,10906,,,91.262,,0,23.395,001111199113013991941
6200443,0x3f,2025-01-17T10:20:00Z,50.7405,1.5677,7.591,33.215,,,3.419,0.801,6.25,0.288,3.039,10906,,,91.336,,0,23.467,001111199113013991941
6200443,0x3f,2025-01-17T10:40:00Z,50.7405,1.5677,7.576,33.23,,,3.418,0.798,0,0.29,3.137,0,,,0,,0,23.603,001111199114014994941
6200443,0x3f,2025-01-17T11:00:00Z,50.7405,1.5677,7.586,33.221,,,3.418,0.793,6.26,0.284,2.797,10919,,,91.448,,0,23.488,001111199113013991941
6200443,0x3f,2025-01-17T11:20:00Z,50.7405,1.5677,7.582,33.228,,,3.419,0.802,6.26,0.288,2.429,10919,,,91.46,,0,23.492,001111199113013991941
6200443,0x3f,2025-01-17T11:40:00Z,50.7405,1.5677,7.533,33.153,,,3.408,0.789,6.27,0.296,2.121,10931,,,91.534,,0,21.753,001111199113013991941
6200443,0x3f,2025-01-17T12:00:00Z,50.7405,1.5677,7.504,33.008,,,3.391,0.798,6.28,0.274,2.232,10944,,,91.707,,0,21.566,001111199113013991941
6200443,0x3f,2025-01-17T12:00:01Z,50.7405,1.5677,,,,,,1.4,,,,,,0.63,,0.4,,,001119999979999919199
6200443,0x3f,2025-01-17T12:20:00Z,50.7405,1.5677,7.49,32.805,,,3.372,0.794,6.32,0.283,2.002,11005,,,92.041,,0,20.254,001111199113013991941
6200443,0x3f,2025-01-17T12:40:00Z,50.7405,1.5677,7.512,32.817,,,3.374,0.785,0,0.27,2.394,0,,,0,,0,20.287,001111199114014994941
6200443,0x3f,2025-01-17T13:00:00Z,50.7405,1.5677,7.522,32.911,,,3.384,0.791,6.31,0.282,2.2,10993,,,91.658,,0,21.139,001111199113013991941
6200443,0x3f,2025-01-17T13:20:00Z,50.7405,1.5677,7.525,32.949,,,3.388,0.783,6.31,0.281,1.933,10993,,,91.658,,0,20.545,001111199113013991941
6200443,0x3f,2025-01-17T13:40:00Z,50.7405,1.5677,7.53,32.975,,,3.391,0.784,6.31,0.299,1.68,10993,,,91.72,,0,20.598,001111199113013991941
6200443,0x3f,2025-01-17T14:00:01Z,50.7405,1.5677,7.524,32.967,,,3.389,0.778,6.29,0.291,2.949,10968,,,91.72,,0,23.805,001111199113013991941
6200443,0x3f,2025-01-17T14:20:00Z,50.7405,1.5677,7.513,32.977,,,3.389,0.779,6.31,0.287,2.566,10993,,,91.831,,0,20.51,001111199113013991941
6200443,0x3f,2025-01-17T14:40:00Z,50.7405,1.5677,7.483,32.76,,,3.367,0.778,0,0.284,2.683,0,,,91.88,,0,20.708,001111199114014991941
6200443,0x3f,2025-01-17T15:00:00Z,50.7405,1.5677,7.472,32.684,,,3.359,0.774,6.35,0.29,2.314,11043,,,92.053,,0,19.839,001111199113013991941
6200443,0x3f,2025-01-17T15:20:00Z,50.7405,1.5677,7.524,32.88,,,3.381,0.781,0,0.292,2.487,0,,,91.905,,0,20.782,001111199114014991941
6200443,0x3f,2025-01-17T15:40:00Z,50.7405,1.5677,7.523,32.909,,,3.384,0.774,0,0.293,2.245,0,,,0,,0,20.623,001111199114014994941
6200443,0x3f,2025-01-17T16:00:00Z,50.7405,1.5677,7.462,32.746,,,3.364,0.776,0,0.275,2.476,0,,,0,,0,19.144,001111199114014994941
6200443,0x3f,2025-01-17T16:00:01Z,50.7405,1.5677,,,,24.51,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-17T16:20:00Z,50.7405,1.5677,7.452,32.724,,,3.36,0.776,0,0.282,2.211,0,,,0,,0,18.868,001111199114014994941
6200443,0x3f,2025-01-17T16:40:00Z,50.7405,1.5677,7.437,32.704,,,3.356,0.783,6.31,0.277,1.612,10981,,,91.843,,0,19.769,001111199113013991941
6200443,0x3f,2025-01-17T17:00:00Z,50.7405,1.5677,7.484,32.821,,,3.372,0.783,0,0.285,1.409,0,,,0,,0,18.555,001111199114014994941
6200443,0x3f,2025-01-17T17:20:00Z,50.7405,1.5677,7.529,32.892,,,3.383,0.791,0,0.286,1.906,0,,,0,,0,18.6,001111199114014994941
6200443,0x3f,2025-01-17T17:40:00Z,50.7405,1.5677,7.527,32.879,,,3.382,0.795,6.28,0.283,1.786,10944,,,91.448,,0,18.573,001111199113013991941
6200443,0x3f,2025-01-17T18:00:00Z,50.7405,1.5677,7.374,32.472,,,3.331,0.781,6.3,0.263,1.809,10944,,,91.361,,0,18.456,001111199113013991941
6200443,0x3f,2025-01-17T18:00:04Z,50.7405,1.5677,,,,,,1.4,,,,,,0.62,,0.47,,,001119999979999919199
6200443,0x3f,2025-01-17T18:20:00Z,50.7405,1.5677,7.396,32.716,,,3.354,0.781,0,0.281,1.826,0,,,0,,0,18.487,001111199114014994941
6200443,0x3f,2025-01-17T18:40:00Z,50.7405,1.5677,7.386,32.585,,,3.341,0.789,0,0.285,2.676,0,,,0,,0,19.056,001111199114014994941
6200443,0x3f,2025-01-17T19:00:00Z,50.7405,1.5677,7.352,31.798,,,3.272,0.785,0,0.278,2.373,0,,,0,,0,17.915,001111199114014994941
6200443,0x3f,2025-01-17T19:20:00Z,50.7405,1.5677,7.105,30.141,,,3.097,0.78,6.41,0.28,3.982,10993,,,91.188,,0,18.025,001111199113013991941
6200443,0x3f,2025-01-17T19:40:00Z,50.7405,1.5677,7.145,30.63,,,3.139,0.778,0,0.273,3.616,0,,,0,,0,18.167,001111199114014994941
6200443,0x3f,2025-01-17T20:00:00Z,50.7405,1.5677,7.171,30.898,,,3.168,0.784,0,0.271,3.31,0,,,0,,0,17.676,001111199114014994941
6200443,0x3f,2025-01-17T20:20:00Z,50.7405,1.5677,7.249,31.303,,,3.212,0.783,0,0.286,2.943,0,,,0,,0,17.441,001111199114014994941
6200443,0x3f,2025-01-17T20:40:00Z,50.7405,1.5677,7.41,32.38,,,3.324,0.781,0,0.284,3.102,0,,,0,,0,18.817,001111199114014994941
6200443,0x3f,2025-01-17T21:00:00Z,50.7405,1.5677,7.414,32.657,,,3.351,0.787,6.3,0.285,2.689,10956,,,91.819,,0,21.896,001111199113013991941
6200443,0x3f,2025-01-17T21:20:00Z,50.7405,1.5677,7.447,32.916,,,3.378,0.779,0,0.275,3.971,0,,,0,,0,24.434,001111199114014994941
6200443,0x3f,2025-01-17T21:40:00Z,50.7405,1.5677,7.465,32.994,,,3.387,0.778,0,0.285,3.447,0,,,0,,0,22.974,001111199114014994941
6200443,0x3f,2025-01-17T22:00:00Z,50.7405,1.5677,7.527,33.125,,,3.405,0.79,0,0.288,3.832,0,,,0,,0,23.55,001111199114014994941
6200443,0x3f,2025-01-17T22:20:00Z,50.7405,1.5677,7.543,33.189,,,3.411,0.773,6.23,0.29,3.302,10869,,,90.953,,0,23.554,001111199113013991941
6200443,0x3f,2025-01-17T22:40:00Z,50.7405,1.5677,7.494,33.216,,,3.409,0.787,6.23,0.273,3.28,10882,,,90.854,,0,22.861,001111199113013991941
6200443,0x3f,2025-01-17T23:00:00Z,50.7405,1.5677,7.522,33.265,,,3.417,0.772,0,0.275,3.134,0,,,0,,0,22.562,001111199114014994941
6200443,0x3f,2025-01-17T23:20:00Z,50.7405,1.5677,7.545,33.291,,,3.422,0.776,6.22,0.278,4.222,10857,,,91.039,,0,24.055,001111199113013991941
6200443,0x3f,2025-01-17T23:40:00Z,50.7405,1.5677,7.559,33.287,,,3.421,0.776,6.21,0.283,3.789,10845,,,91.064,,0,24.078,001111199113013991941
6200443,0x3f,2025-01-18T00:00:00Z,50.7405,1.5677,7.533,33.288,,,3.42,0.768,6.21,0.27,3.909,10845,,,90.903,,0,23.898,001111199113013991941
6200443,0x3f,2025-01-18T00:00:01Z,50.7405,1.5677,,,,23.777,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-18T00:00:02Z,50.7405,1.5677,,,,,,1.4,,,,,,0.5,,0.69,,,001119999979999919199
6200443,0x3f,2025-01-18T00:20:00Z,50.7405,1.5677,7.509,33.195,,,3.41,0.777,6.24,0.271,3.728,10882,,,90.829,,0,22.556,001111199113013991941
6200443,0x3f,2025-01-18T00:40:00Z,50.7405,1.5677,7.431,33.074,,,3.391,0.764,6.25,0.274,3.889,10894,,,90.928,,0,20.619,001111199113013991941
6200443,0x3f,2025-01-18T01:00:00Z,50.7405,1.5677,7.408,32.995,,,3.381,0.759,6.27,0.299,3.803,10931,,,91.163,,0,19.782,001111199113013991941
6200443,0x3f,2025-01-18T01:20:00Z,50.7405,1.5677,7.371,32.829,,,3.363,0.757,6.3,0.284,4.994,10968,,,91.324,,0,19.481,001111199113013991941
6200443,0x3f,2025-01-18T01:40:00Z,50.7405,1.5677,7.382,32.837,,,3.365,0.764,6.28,0.281,4.464,10944,,,91.225,,0,18.627,001111199113013991941
6200443,0x3f,2025-01-18T02:00:01Z,50.7405,1.5677,7.374,32.816,,,3.363,0.75,6.28,0.288,3.063,10944,,,91.188,,0,17.754,001111199113013991941
6200443,0x3f,2025-01-18T02:20:00Z,50.7405,1.5677,7.304,32.753,,,3.349,0.764,0,0.28,3.005,0,,,91.101,,0,18.565,001111199114014991941
6200443,0x3f,2025-01-18T02:40:00Z,50.7405,1.5677,7.086,32.48,,,3.306,0.754,6.3,0.288,3.173,10956,,,0,,0,17.837,001111199113013994941
6200443,0x3f,2025-01-18T03:00:00Z,50.7405,1.5677,7.313,32.843,,,3.359,0.757,0,0.287,3.016,0,,,0,,0,18.214,001111199114014994941
6200443,0x3f,2025-01-18T03:20:00Z,50.7405,1.5677,7.395,32.915,,,3.372,0.75,6.31,0.292,3.212,10993,,,91.126,,0,18.755,001111199113013991941
6200443,0x3f,2025-01-18T03:40:00Z,50.7405,1.5677,7.386,32.898,,,3.371,0.747,0,0.305,3.006,0,,,90.99,,0,18.934,001111199114014991941
6200443,0x3f,2025-01-18T04:00:00Z,50.7405,1.5677,7.322,32.739,,,3.351,0.75,6.28,0.284,2.322,10931,,,91.324,,0,20.318,001111199113013991941
6200443,0x3f,2025-01-18T04:20:00Z,50.7405,1.5677,7.305,32.73,,,3.348,0.751,6.3,0.281,1.789,10968,,,91.2,,0,18.423,001111199113013991941
6200443,0x3f,2025-01-18T04:40:00Z,50.7405,1.5677,7.29,32.711,,,3.345,0.742,6.31,0.28,2.226,10981,,,91.175,,0,18.173,001111199113013991941
6200443,0x3f,2025-01-18T05:00:01Z,50.7405,1.5677,7.329,32.776,,,3.355,0.751,6.3,0.279,2.058,10968,,,91.2,,0,18.656,001111199113013991941
6200443,0x3f,2025-01-18T05:20:00Z,50.7405,1.5677,7.362,32.822,,,3.361,0.738,6.3,0.299,1.886,10968,,,91.2,,0,18.647,001111199113013991941
6200443,0x3f,2025-01-18T05:40:00Z,50.7405,1.5677,7.211,32.482,,,3.317,0.743,6.29,0.294,1.741,10931,,,90.916,,0,18.029,001111199113013991941
6200443,0x3f,2025-01-18T06:00:00Z,50.7405,1.5677,7.424,32.942,,,3.377,0.744,6.32,0.273,2.451,11018,,,91.41,,0,19.509,001111199113013991941
6200443,0x3f,2025-01-18T06:00:02Z,50.7405,1.5677,,,,,,1.4,,,,,0.41,0.62,,0.57,,,001119999979999119199
6200443,0x3f,2025-01-18T06:20:01Z,50.7405,1.5677,7.418,32.931,,,3.377,0.747,6.27,0.278,2.21,10931,,,91.213,,0,19.175,001111199113013991941
6200443,0x3f,2025-01-18T06:40:00Z,50.7405,1.5677,7.327,32.723,,,3.35,0.745,6.26,0.274,2.01,10894,,,90.668,,0,18.654,001111199113013991941
6200443,0x3f,2025-01-18T07:00:00Z,50.7405,1.5677,7.243,32.685,,,3.337,0.741,6.29,0.281,1.886,10944,,,91.126,,0,18.418,001111199113013991941
6200443,0x3f,2025-01-18T07:20:00Z,50.7405,1.5677,7.187,32.265,,,3.296,0.74,6.31,0.293,1.856,10956,,,91.089,,0,18.324,001111199113013991941
6200443,0x3f,2025-01-18T07:40:00Z,50.7405,1.5677,7.146,32.106,,,3.276,0.729,6.33,0.282,1.733,10981,,,91.027,,0,18.581,001111199113013991941
6200443,0x3f,2025-01-18T08:00:00Z,50.7405,1.5677,7.038,31.127,,,3.178,0.742,6.38,0.282,1.57,11005,,,91.25,,0,18.091,001111199113013991941
6200443,0x3f,2025-01-18T08:00:01Z,50.7405,1.5677,,,,24.349,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-18T08:20:00Z,50.7405,1.5677,7.057,31.467,,,3.209,0.738,6.4,0.285,1.485,11067,,,91.571,,0,17.794,001111199113013991941
6200443,0x3f,2025-01-18T08:40:00Z,50.7405,1.5677,7.081,31.682,,,3.232,0.74,6.38,0.288,1.381,11043,,,91.336,,0,17.635,001111199113013991941
6200443,0x3f,2025-01-18T09:00:01Z,50.7405,1.5677,7.367,32.792,,,3.357,0.734,6.32,0.289,1.382,11005,,,91.262,,0,19.394,001111199113013991941
6200443,0x3f,2025-01-18T09:20:00Z,50.7405,1.5677,7.366,32.922,,,3.371,0.738,0,0.286,1.698,0,,,90.953,,0,22.457,001111199114014991941
6200443,0x3f,2025-01-18T09:40:00Z,50.7405,1.5677,7.375,33.051,,,3.384,0.739,6.28,0.282,1.491,10956,,,91.052,,0,24.109,001111199113013991941
6200443,0x3f,2025-01-18T10:00:00Z,50.7405,1.5677,7.432,33.117,,,3.396,0.749,6.24,0.283,1.989,10894,,,90.73,,0,23.436,001111199113013991941
6200443,0x3f,2025-01-18T10:20:00Z,50.7405,1.5677,7.494,33.224,,,3.409,0.747,6.23,0.286,1.502,10869,,,90.755,,0,23.684,001111199113013991941
6200443,0x3f,2025-01-18T10:40:00Z,50.7405,1.5677,7.483,33.262,,,3.412,0.736,0,0.284,1.37,0,,,0,,0,21.504,001111199114014994941
6200443,0x3f,2025-01-18T11:00:00Z,50.7405,1.5677,7.478,33.25,,,3.411,0.746,0,0.282,1.421,0,,,0,,0,21.982,001111199114014994941
6200443,0x3f,2025-01-18T11:20:00Z,50.7405,1.5677,7.482,33.286,,,3.415,0.739,0,0.282,1.227,0,,,0,,0,21.628,001111199114014994941
6200443,0x3f,2025-01-18T11:40:01Z,50.7405,1.5677,7.476,33.29,,,3.415,0.714,6.24,0.285,1.296,10906,,,90.903,,0,22.475,001111199113013991941
6200443,0x3f,2025-01-18T12:00:01Z,50.7405,1.5677,7.426,33.263,,,3.407,1.4,6.22,0.266,1.429,10869,0.2,0.64,90.866,0.36,0,21.306,001111199173013111141
6200443,0x3f,2025-01-18T12:20:00Z,50.7405,1.5677,7.307,32.992,,,3.373,0.723,0,0.273,1.264,0,,,0,,0,20.539,001111199114014994941
6200443,0x3f,2025-01-18T12:40:00Z,50.7405,1.5677,7.211,32.632,,,3.332,0.714,6.29,0.276,1.41,10956,,,90.965,,0,19.165,001111199113013991941
6200443,0x3f,2025-01-18T13:00:00Z,50.7405,1.5677,7.245,32.659,,,3.337,0.723,0,0.293,1.301,0,,,91.324,,0,20.644,001111199114014991941
6200443,0x3f,2025-01-18T13:20:00Z,50.7405,1.5677,7.312,32.822,,,3.356,0.71,6.29,0.284,1.442,10956,,,91.077,,0,19.877,001111199113013991941
6200443,0x3f,2025-01-18T13:40:00Z,50.7405,1.5677,7.349,32.869,,,3.365,0.713,6.26,0.278,1.288,10906,,,90.891,,0,18.899,001111199113013991941
6200443,0x3f,2025-01-18T14:00:01Z,50.7405,1.5677,7.343,32.892,,,3.366,0.705,6.28,0.278,1.417,10944,,,90.965,,0,18.81,001111199113013991941
6200443,0x3f,2025-01-18T14:20:00Z,50.7405,1.5677,7.401,33.02,,,3.383,0.703,0,0.28,1.338,0,,,0,,0,19.716,001111199114014994941
6200443,0x3f,2025-01-18T14:40:00Z,50.7405,1.5677,7.373,32.989,,,3.378,0.708,0,0.289,1.446,0,,,0,,0,19.538,001111199114014994941
6200443,0x3f,2025-01-18T15:00:00Z,50.7405,1.5677,7.413,33.055,,,3.388,0.703,0,0.272,1.462,0,,,0,,0,19.705,001111199114014994941
6200443,0x3f,2025-01-18T15:20:00Z,50.7405,1.5677,7.371,32.981,,,3.378,0.706,0,0.28,1.378,0,,,0,,0,18.883,001111199114014994941
6200443,0x3f,2025-01-18T15:40:00Z,50.7405,1.5677,7.361,32.954,,,3.374,0.699,0,0.285,1.494,0,,,0,,0,21.568,001111199114014994941
6200443,0x3f,2025-01-18T16:00:00Z,50.7405,1.5677,7.319,32.83,,,3.357,0.697,0,0.277,1.502,0,,,0,,0,18.619,001111199114014994941
6200443,0x3f,2025-01-18T16:00:01Z,50.7405,1.5677,,,,24.353,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-18T16:20:00Z,50.7405,1.5677,7.288,32.78,,,3.351,0.697,6.29,0.288,1.381,10956,,,91.213,,0,18.373,001111199113013991941
6200443,0x3f,2025-01-18T16:40:00Z,50.7405,1.5677,7.305,32.812,,,3.357,0.693,6.28,0.286,1.395,10944,,,91.064,,0,18.462,001111199113013991941
6200443,0x3f,2025-01-18T17:00:00Z,50.7405,1.5677,7.242,32.761,,,3.345,0.695,6.29,0.283,1.438,10956,,,91.027,,0,18.043,001111199113013991941
6200443,0x3f,2025-01-18T17:20:00Z,50.7405,1.5677,7.214,32.744,,,3.342,0.695,6.31,0.29,1.37,10993,,,91.324,,0,18.188,001111199113013991941
6200443,0x3f,2025-01-18T17:40:00Z,50.7405,1.5677,7.25,32.798,,,3.349,0.694,6.3,0.293,1.352,10981,,,91.027,,0,17.981,001111199113013991941
6200443,0x3f,2025-01-18T18:00:00Z,50.7405,1.5677,7.036,32.152,,,3.271,0.695,6.31,0.281,1.245,10956,,,90.668,,0,17.802,001111199113013991941
6200443,0x3f,2025-01-18T18:00:03Z,50.7405,1.5677,,,,,,1.4,,,,,0.12,0.72,,0.29,,,001119999979999119499
6200443,0x3f,2025-01-18T18:20:00Z,50.7405,1.5677,7.107,32.093,,,3.272,0.703,0,0.27,1.37,0,,,90.965,,0,17.713,001111199114014991941
6200443,0x3f,2025-01-18T18:40:00Z,50.7405,1.5677,7.245,32.669,,,3.337,0.692,0,0.281,1.416,0,,,91.423,,0,18.157,001111199114014991941
6200443,0x3f,2025-01-18T19:00:00Z,50.7405,1.5677,7.229,32.707,,,3.34,0.695,0,0.278,1.361,0,,,0,,0,18.398,001111199114014994941
6200443,0x3f,2025-01-18T19:20:00Z,50.7405,1.5677,7.268,32.815,,,3.352,0.7,0,0.286,1.726,0,,,0,,0,18.746,001111199114014994941
6200443,0x3f,2025-01-18T19:40:00Z,50.7405,1.5677,7.377,32.979,,,3.377,0.69,0,0.28,1.721,0,,,90.928,,0,18.722,001111199114014991941
6200443,0x3f,2025-01-18T20:00:00Z,50.7405,1.5677,7.265,32.751,,,3.347,0.694,0,0.277,1.833,0,,,0,,0,18.423,001111199114014994941
6200443,0x3f,2025-01-18T20:20:00Z,50.7405,1.5677,7.268,32.839,,,3.355,0.689,0,0.275,1.631,0,,,0,,0,18.666,001111199114014994941
6200443,0x3f,2025-01-18T20:40:00Z,50.7405,1.5677,7.383,32.992,,,3.379,0.697,0,0.262,2.087,0,,,0,,0,17.99,001111199114014994941
6200443,0x3f,2025-01-18T21:00:00Z,50.7405,1.5677,7.289,32.958,,,3.368,0.69,0,0.28,1.872,0,,,90.52,,0,18.536,001111199114014991941
6200443,0x3f,2025-01-18T21:20:00Z,50.7405,1.5677,7.349,32.995,,,3.376,0.693,6.23,0.289,1.747,10857,,,90.31,,0,20.002,001111199113013991941
6200443,0x3f,2025-01-18T21:40:00Z,50.7405,1.5677,7.297,32.998,,,3.373,0.692,6.25,0.29,1.975,10894,,,90.483,,0,24.34,001111199113013991941
6200443,0x3f,2025-01-18T22:00:01Z,50.7405,1.5677,7.32,33.08,,,3.382,0.689,0,0.292,2.11,0,,,90.532,,0,25.626,001111199114014991941
6200443,0x3f,2025-01-18T22:20:01Z,50.7405,1.5677,7.39,33.154,,,3.395,0.692,0,0.277,1.811,0,,,0,,0,23.892,001111199114014994941
6200443,0x3f,2025-01-18T22:40:00Z,50.7405,1.5677,7.424,33.203,,,3.402,0.685,0,0.279,1.703,0,,,0,,0,23.22,001111199114014994941
6200443,0x3f,2025-01-19T00:00:00Z,50.7405,1.5677,,,,,,1.4,,,,,,0.63,,0.64,,,001119999979999919199
6200443,0x3f,2025-01-19T00:00:01Z,50.7405,1.5677,7.495,33.277,,23.828,3.416,1.4,0,0.258,1.891,0,,,90.186,,0,24.55,001111190174014991941
6200443,0x3f,2025-01-19T00:20:00Z,50.7405,1.5677,7.497,33.286,,,3.417,0.691,0,0.272,1.865,0,,,0,,0,24.907,001111199114014994941
6200443,0x3f,2025-01-19T00:40:00Z,50.7405,1.5677,7.432,33.259,,,3.408,0.685,0,0.275,1.887,0,,,0,,0,23.873,001111199114014994941
6200443,0x3f,2025-01-19T01:00:00Z,50.7405,1.5677,7.405,33.212,,,3.402,0.666,0,0.274,1.66,0,,,0,,0,22.904,001111199114014994941
6200443,0x3f,2025-01-19T01:20:00Z,50.7405,1.5677,7.332,33.165,,,3.391,0.661,6.19,0.281,1.52,10808,,,90.211,,0,21.034,001111199113013991941
6200443,0x3f,2025-01-19T01:40:00Z,50.7405,1.5677,7.329,33.058,,,3.381,0.665,6.23,0.278,1.59,10869,,,90.273,,0,20.798,001111199113013991941
6200443,0x3f,2025-01-19T02:00:01Z,50.7405,1.5677,7.342,32.993,,,3.376,0.67,0,0.283,1.52,0,,,90.557,,0,20.483,001111199114014991941
6200443,0x3f,2025-01-19T02:20:00Z,50.7405,1.5677,7.33,33.078,,,3.382,0.664,0,0.28,1.476,0,,,0,,0,19.889,001111199114014994941
6200443,0x3f,2025-01-19T02:40:01Z,50.7405,1.5677,7.313,33.083,,,3.382,0.655,0,0.291,1.4,0,,,0,,0,19.687,001111199114014994941
6200443,0x3f,2025-01-19T03:00:00Z,50.7405,1.5677,7.314,33.08,,,3.382,0.647,0,0.293,1.37,0,,,0,,0,19.415,001111199114014994941
6200443,0x3f,2025-01-19T03:20:00Z,50.7405,1.5677,7.298,33.031,,,3.376,0.659,0,0.301,1.45,0,,,0,,0,19.227,001111199114014994941
6200443,0x3f,2025-01-19T03:40:00Z,50.7405,1.5677,7.283,32.993,,,3.37,0.648,0,0.3,1.6,0,,,0,,0,18.878,001111199114014994941
6200443,0x3f,2025-01-19T04:00:00Z,50.7405,1.5677,7.234,32.951,,,3.362,0.659,0,0.262,1.718,0,,,0,,0,18.957,001111199114014994941
6200443,0x3f,2025-01-19T04:20:00Z,50.7405,1.5677,7.214,32.955,,,3.361,0.653,0,0.281,1.58,0,,,0,,0,18.992,001111199114014994941
6200443,0x3f,2025-01-19T04:40:00Z,50.7405,1.5677,7.201,32.908,,,3.356,0.653,0,0.273,1.528,0,,,0,,0,18.87,001111199114014994941
6200443,0x3f,2025-01-19T05:00:00Z,50.7405,1.5677,7.14,32.851,,,3.345,0.66,0,0.283,1.534,0,,,0,,0,18.418,001111199114014994941
6200443,0x3f,2025-01-19T05:20:01Z,50.7405,1.5677,7.158,32.88,,,3.349,0.652,0,0.291,1.356,0,,,90.891,,0,17.884,001111199114014991941
6200443,0x3f,2025-01-19T05:40:00Z,50.7405,1.5677,7.13,32.857,,,3.345,0.647,0,0.29,1.436,0,,,0,,0,17.963,001111199114014994941
6200443,0x3f,2025-01-19T06:00:01Z,50.7405,1.5677,7.123,32.862,,,3.344,0.644,0,0.265,1.399,0,,,0,,0,17.93,001111199114014994941
6200443,0x3f,2025-01-19T06:00:02Z,50.7405,1.5677,,,,,,1.4,,,,,0.08,0.67,,0.34,,,001119999979999119499
6200443,0x3f,2025-01-19T06:20:00Z,50.7405,1.5677,7.126,32.893,,,3.347,0.652,0,0.272,1.341,0,,,90.829,,0,18.287,001111199114014991941
6200443,0x3f,2025-01-19T06:40:00Z,50.7405,1.5677,7.123,32.91,,,3.349,0.652,0,0.276,1.373,0,,,0,,0,18.089,001111199114014994941
6200443,0x3f,2025-01-19T07:00:00Z,50.7405,1.5677,7.109,32.943,,,3.351,0.652,0,0.282,1.32,0,,,0,,0,18.425,001111199114014994941
6200443,0x3f,2025-01-19T07:20:00Z,50.7405,1.5677,7.094,32.963,,,3.352,0.656,6.29,0.277,1.321,10968,,,90.941,,0,18,001111199113013991941
6200443,0x3f,2025-01-19T07:40:00Z,50.7405,1.5677,7.072,32.985,,,3.351,0.64,6.3,0.289,1.497,10993,,,90.965,,0,20.023,001111199113013991941
6200443,0x3f,2025-01-19T08:00:00Z,50.7405,1.5677,7.083,33.011,,,3.354,0.648,6.3,0.281,1.772,10993,,,91.039,,0,18.284,001111199113013991941
6200443,0x3f,2025-01-19T08:00:01Z,50.7405,1.5677,,,,24.324,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-01-19T08:20:00Z,50.7405,1.5677,7.071,32.953,,,3.349,0.646,6.29,0.281,1.393,10981,,,90.965,,0,18.757,001111199113013991941
