PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),TEMP LEVEL3 (degree_Celsius),PSAL LEVEL3 (psu),BATTERY LEVEL3 (volt),CNDC LEVEL3 (S/m),DEPH LEVEL3 (meter),END_CYCLE_FLOW LEVEL3 (l/minute),FLU3 LEVEL3 (FFU),MASS_DOXY LEVEL3 (milligram/m3),OSAT LEVEL3 (%),PHPH LEVEL3 (none),TUR4 LEVEL3 (ntu),QC
6200021,2025-01-17T06:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.158,22.581,2.382,1.5,0.351,2.01,11749,99.162,0,10.472,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T06:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.954,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T06:46:01Z,47.4600,-2.6567,,,,-3,,,0.4394,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T06:59:58Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.964,32.697,,3.49,15,0.38,2.293,11378,95.74,0,86.128,01119999999999999999999911917011141
6200021,2025-01-17T07:10:02Z,47.4600,-2.6567,0.8,3.5,1035,-3,78.5,7,,0,66.2,6.3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T07:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.902,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T07:16:01Z,47.4600,-2.6567,,,,-3,,,0.455,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T07:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.227,22.379,2.366,1.5,0.32,1.581,11717,99.017,0,13.61,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T07:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.897,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T07:46:00Z,47.4600,-2.6567,,,,-3,,,2.4629,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T08:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.936,32.684,,3.487,15,0.328,3.357,11313,95.321,0,120.256,01119999999999999999999911917011141
6200021,2025-01-17T08:10:04Z,47.4600,-2.6567,0.9,4.3,1035,-3,89.4,7.9,,0,67.4,6.2,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T08:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.478,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T08:16:01Z,47.4600,-2.6567,,,,-3,,,29.944,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T08:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.115,21.872,2.311,1.5,0.377,1.938,11717,99.049,0,13.871,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T08:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,28.686,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T08:46:00Z,47.4600,-2.6567,,,,-3,,,106.138,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T09:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.096,32.711,,3.503,15,0.462,2.874,11023,92.674,0,95.389,01119999999999999999999911917011141
6200021,2025-01-17T09:09:44Z,47.4600,-2.6567,2.2,2.3,1035,-3,86.8,8.1,,0,76.5,7.7,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T09:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,28.689,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T09:16:30Z,47.4600,-2.6567,,,,-3,,,208.832,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T09:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.228,21.556,2.286,1.5,0.406,1.958,11636,98.549,0,17.982,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T09:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,28.727,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T09:46:30Z,47.4600,-2.6567,,,,-3,,,313.199,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T10:00:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.128,32.755,,3.511,15,0.414,2.939,11136,93.771,0,80.554,01119999999999999999999911917011141
6200021,2025-01-17T10:10:04Z,47.4600,-2.6567,2.6,2.1,1036,-3,84.6,8,,0,74.3,4.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T10:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,28.696,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T10:16:30Z,47.4600,-2.6567,,,,-3,,,426.053,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T10:30:00Z,47.4600,-2.6567,,,,,,,,,,,7,20.811,2.202,1.5,0.459,2.165,11523,97.37,0,16.735,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T10:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.756,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T10:46:30Z,47.4600,-2.6567,,,,-3,,,524.46,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T11:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.116,32.657,,3.501,15,0.434,4.482,10894,91.431,0,152.197,01119999999999999999999911917011141
6200021,2025-01-17T11:09:49Z,47.4600,-2.6567,4,15.1,1038,-3,69.4,5.6,,0,56,3.5,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T11:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.747,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T11:16:00Z,47.4600,-2.6567,,,,-3,,,591.843,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T11:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.738,19.498,2.061,1.5,0.371,1.932,11572,97.354,0,18.78,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-17T11:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.761,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T11:46:00Z,47.4600,-2.6567,,,,-3,,,649.159,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T12:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.525,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T12:16:30Z,47.4600,-2.6567,,,,-3,,,678.545,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T12:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.45,32.636,,3.527,15,0.358,3.128,11168,93.368,0,92.89,01119999999999999999999911917011141
6200021,2025-01-17T12:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.495,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T12:46:30Z,47.4600,-2.6567,,,,-3,,,678.501,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T13:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.482,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T13:17:00Z,47.4600,-2.6567,,,,-3,,,672.092,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T13:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.155,20.342,2.174,1.5,0.382,2.138,11878,99.081,0,14.034,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T13:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.422,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T13:47:00Z,47.4600,-2.6567,,,,-3,,,595.493,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T14:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.315,32.611,,3.513,15,0.45,2.789,11330,95.24,0,79.852,01119999999999999999999911917011141
6200021,2025-01-17T14:10:12Z,47.4600,-2.6567,9.1,0,1033,-3,97.4,2.9,,0,67,2,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T14:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.458,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T14:17:00Z,47.4600,-2.6567,,,,-3,,,535.646,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T14:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.252,20.845,2.219,1.5,0.416,2.066,11636,98.5,0,21.213,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T14:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.411,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T14:47:00Z,47.4600,-2.6567,,,,-3,,,458.985,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T15:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.179,32.618,,3.503,15,0.313,2.52,11330,95.611,0,82.967,01119999999999999999999911917011141
6200021,2025-01-17T15:10:03Z,47.4600,-2.6567,8.9,0,1033,-3,108.3,4.2,,0,96.9,3.9,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T15:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.354,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T15:17:00Z,47.4600,-2.6567,,,,-3,,,355.235,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T15:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.458,21.77,2.321,1.5,0.306,2.215,11781,100.066,0,19.432,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T15:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.432,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T15:47:00Z,47.4600,-2.6567,,,,-3,,,250.115,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T16:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.181,32.579,,3.498,15,0.426,5.486,11217,95.014,0,152.207,01119999999999999999999911917011141
6200021,2025-01-17T16:10:05Z,47.4600,-2.6567,8,12.3,1035,-3,124.8,3.4,,0,102.1,3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T16:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.462,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T16:17:00Z,47.4600,-2.6567,,,,-3,,,140.386,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T16:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.49,22.365,2.382,1.5,0.318,2.116,11798,100.308,0,20.402,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T16:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,27.065,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T16:47:00Z,47.4600,-2.6567,,,,-3,,,48.8492,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T17:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.046,32.578,,3.487,15,0.423,1.942,11265,95.385,0,59.463,01119999999999999999999911917011141
6200021,2025-01-17T17:10:17Z,47.4600,-2.6567,5.2,0,1033,-3,103.4,4.3,,0,96.3,3.5,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T17:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.535,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T17:17:30Z,47.4600,-2.6567,,,,-3,,,5.7154,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T17:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.349,22.927,2.427,1.5,0.409,2.082,11846,100.55,0,17.089,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T17:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.482,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T17:47:30Z,47.4600,-2.6567,,,,-3,,,0.4113,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T18:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.169,32.602,,3.499,15,0.33,3.899,11378,96.16,0,147.994,01119999999999999999999911917011141
6200021,2025-01-17T18:09:52Z,47.4600,-2.6567,4.9,4.8,1034,-3,87.1,3.6,,0,75.5,2.6,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T18:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.376,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T18:17:30Z,47.4600,-2.6567,,,,-3,,,0.3541,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T18:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.516,23.622,2.502,1.5,0.352,2.313,11911,101.325,0,17.661,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T18:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.401,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T18:47:31Z,47.4600,-2.6567,,,,-3,,,0.3533,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T19:00:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.148,32.6,,3.497,15,0.403,3.381,11297,95.869,0,129.23,01119999999999999999999911917011141
6200021,2025-01-17T19:10:04Z,47.4600,-2.6567,4.3,0,1033,-3,41.2,5.4,,0,45.6,4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T19:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.349,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T19:17:30Z,47.4600,-2.6567,,,,-3,,,0.3538,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T19:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.287,23.21,2.447,1.5,0.372,2.725,11701,99.63,0,19.853,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T19:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.407,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T19:47:30Z,47.4600,-2.6567,,,,-3,,,0.3497,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T20:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.982,32.584,,3.485,15,0.383,6.398,11233,94.756,0,152.201,01119999999999999999999911917011141
6200021,2025-01-17T20:10:04Z,47.4600,-2.6567,4,0.7,1033,-3,67.5,5.2,,0,63.5,4.8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T20:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.336,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T20:17:31Z,47.4600,-2.6567,,,,-3,,,0.3566,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T20:30:00Z,47.4600,-2.6567,,,,,,,,,,,7.208,22.687,2.395,1.5,0.362,3.085,11862,100.324,0,19.386,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-17T20:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.31,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T20:47:30Z,47.4600,-2.6567,,,,-3,,,0.3285,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T21:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.094,32.574,,3.491,15,0.371,3.47,11184,93.916,0,114.914,01119999999999999999999911917011141
6200021,2025-01-17T21:10:03Z,47.4600,-2.6567,3.4,3,1033,-3,62.2,5.8,,0,54.6,4.8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T21:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.279,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T21:17:30Z,47.4600,-2.6567,,,,-3,,,0.3538,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T21:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.834,19.786,2.093,1.5,0.344,2.089,11701,98.581,0,22.669,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-17T21:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.273,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T21:47:31Z,47.4600,-2.6567,,,,-3,,,0.3707,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T22:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.069,32.502,,3.481,15,0.409,5.161,11265,94.142,0,152.164,01119999999999999999999911917011141
6200021,2025-01-17T22:10:05Z,47.4600,-2.6567,2.8,0,1033,-3,40.7,5.9,,0,39.3,5.6,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T22:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.24,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T22:17:30Z,47.4600,-2.6567,,,,-3,,,0.3664,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T22:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.326,17.297,1.806,1.5,0.345,2.505,11507,96.305,0,25.946,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-17T22:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.25,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T22:47:30Z,47.4600,-2.6567,,,,-3,,,0.3776,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T23:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.858,32.365,,3.449,15,0.383,4.626,11313,93.803,0,152.115,01119999999999999999999911917011141
6200021,2025-01-17T23:10:17Z,47.4600,-2.6567,2.8,1.6,1033,-3,60.6,6.6,,0,56.2,6.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-17T23:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.185,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T23:17:30Z,47.4600,-2.6567,,,,-3,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-17T23:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.682,18.244,1.936,1.5,0.401,2.473,11620,97.112,0,24.434,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-17T23:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.211,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-17T23:47:30Z,47.4600,-2.6567,,,,-3,,,0.3664,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T00:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.014,32.301,,3.458,15,0.373,3.951,11136,92.706,0,152.184,01119999999999999999999911917011141
6200021,2025-01-18T00:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.246,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T00:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.781,18.784,2.002,1.5,0.387,2.333,11652,97.984,0,23.292,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-18T00:33:30Z,47.4600,-2.6567,,,,-3,,,0.3681,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T00:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.17,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T01:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.967,32.326,,3.455,15,0.379,4.491,11168,93.061,0,147.6,01119999999999999999999911917011141
6200021,2025-01-18T01:10:05Z,47.4600,-2.6567,2.5,0,1031,-3,79.8,5.8,,0,49.5,5.2,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-18T01:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.083,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T01:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.642,18.735,1.979,1.5,0.393,2.531,11636,97.403,0,23.801,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-18T01:33:30Z,47.4600,-2.6567,,,,-3,,,0.3784,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T01:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.059,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T02:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.968,32.4,,3.463,15,0.351,3.455,11023,91.721,0,94.813,01119999999999999999999911917011141
6200021,2025-01-18T02:04:00Z,47.4600,-2.6567,,,,-3,,,0.3717,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T02:10:25Z,47.4600,-2.6567,2,2.4,1031,-3,76.6,6.1,,0,59.1,5.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-18T02:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.107,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T02:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.735,19.652,2.073,1.5,0.356,2.358,11765,98.71,0,21.249,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-18T02:34:00Z,47.4600,-2.6567,,,,-3,,,0.4854,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T02:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.082,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T03:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.957,32.468,,3.467,15,0.355,2.585,11104,92.674,0,64.365,01119999999999999999999911917011141
6200021,2025-01-18T03:10:04Z,47.4600,-2.6567,1.5,3.3,1031,-3,86.9,5.5,,0,74.9,4.1,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-18T03:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.063,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T03:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.877,21.313,2.243,1.5,0.352,2.285,11894,99.969,0,20.869,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-18T03:34:00Z,47.4600,-2.6567,,,,-3,,,0.4282,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T03:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.031,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T04:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.071,32.522,,3.482,15,0.377,2.847,11055,92.27,0,82.122,01119999999999999999999911917011141
6200021,2025-01-18T04:04:00Z,47.4600,-2.6567,,,,-3,,,0.4297,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T04:09:44Z,47.4600,-2.6567,1.3,0,1030,-3,86.6,5.4,,0,83.1,4.3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-18T04:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.924,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T04:30:00Z,47.4600,-2.6567,,,,,,,,,,,6.994,22.565,2.369,1.5,0.311,2.35,11927,100.34,0,18.807,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-18T04:34:00Z,47.4600,-2.6567,,,,-3,,,0.4402,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T04:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.885,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-18T05:00:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,9.04,32.494,,3.478,15,0.387,5.783,11265,94.433,0,152.191,01119999999999999999999911917011141
6200021,2025-01-18T05:04:00Z,47.4600,-2.6567,,,,-3,,,0.4433,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-18T05:10:03Z,47.4600,-2.6567,0.2,0.4,1030,-3,88.6,6.9,,0,69.6,4.6,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-18T05:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.959,,15,,,,,,,01119999999999999999999999097999999
