PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),TEMP LEVEL3 (degree_Celsius),PSAL LEVEL3 (psu),BATTERY LEVEL3 (volt),CNDC LEVEL3 (S/m),DEPH LEVEL3 (meter),END_CYCLE_FLOW LEVEL3 (l/minute),FLU3 LEVEL3 (FFU),MASS_DOXY LEVEL3 (milligram/m3),OSAT LEVEL3 (%),PHPH LEVEL3 (none),TUR4 LEVEL3 (ntu),QC
6200021,2025-01-21T22:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.244,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-21T23:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.32,22.763,2.347,1.5,0.394,2.273,12217,101.325,0,12.528,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-21T23:10:05Z,47.4600,-2.6567,3.9,6,1006,-3,75.6,7,,0,68.4,4.8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-21T23:14:00Z,47.4600,-2.6567,,,,-3,,,0.3551,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-21T23:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.138,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-21T23:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.887,33.052,,3.422,15,0.347,3.835,11943,98.242,0,85.396,01119999999999999999999911917011141
6200021,2025-01-21T23:44:00Z,47.4600,-2.6567,,,,-3,,,0.3462,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-21T23:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.199,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T00:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.198,21.85,2.253,1.5,0.309,2.07,12266,101.292,0,13.451,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T00:10:04Z,47.4600,-2.6567,4,0,1005,-3,72.4,8.4,,0,65.8,6.5,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T00:14:00Z,47.4600,-2.6567,,,,-3,,,0.3536,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T00:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.1,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T00:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.232,33.275,,3.48,15,0.363,4.081,11749,96.709,0,89.408,01119999999999999999999911917011141
6200021,2025-01-22T00:44:01Z,47.4600,-2.6567,,,,-3,,,0.3439,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T00:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.153,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T01:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.212,21.902,2.258,1.5,0.418,2.088,12233,100.97,0,13.253,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T01:10:03Z,47.4600,-2.6567,4.2,1.8,1004,-3,75.5,9.1,,0,71.7,8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T01:14:00Z,47.4600,-2.6567,,,,-3,,,0.3556,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T01:15:02Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.115,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T01:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.662,32.728,,3.373,15,0.388,3.59,12120,99.42,0,100.082,01119999999999999999999911917011141
6200021,2025-01-22T01:44:00Z,47.4600,-2.6567,,,,-3,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T01:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.133,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T02:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.229,21.857,2.255,1.5,0.277,2.039,12282,101.325,0,14.636,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T02:10:03Z,47.4600,-2.6567,4.8,2.7,1004,-3,92.2,7.7,,0,81,6.3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T02:14:00Z,47.4600,-2.6567,,,,-3,,,0.3022,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T02:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.14,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T02:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.55,32.459,,3.335,15,0.36,3.867,12233,100.292,0,71.335,01119999999999999999999911917011141
6200021,2025-01-22T02:44:00Z,47.4600,-2.6567,,,,-3,,,0.2447,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T02:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.09,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T03:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.258,21.909,2.262,1.5,0.325,2.468,12266,101.066,0,13.749,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T03:10:06Z,47.4600,-2.6567,4.9,0,1003,-3,56.6,5.2,,0,31.7,4.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T03:14:00Z,47.4600,-2.6567,,,,-3,,,0.2879,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T03:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.037,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T03:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.881,32.962,,3.412,15,0.317,3.745,11878,97.629,0,80.395,01119999999999999999999911917011141
6200021,2025-01-22T03:44:00Z,47.4600,-2.6567,,,,-3,,,0.2703,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T03:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.043,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T04:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.269,22.062,2.276,1.5,0.333,2.255,12250,101.179,0,13.269,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T04:10:03Z,47.4600,-2.6567,5,4.8,1003,-3,84.2,7.2,,0,78.2,6,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T04:14:00Z,47.4600,-2.6567,,,,-3,,,0.2598,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T04:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.962,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T04:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.036,33.073,,3.442,15,0.474,4.674,11862,97.516,0,103.952,01119999999999999999999911917011141
6200021,2025-01-22T04:44:00Z,47.4600,-2.6567,,,,-3,,,0.2779,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T04:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.992,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T05:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.304,22.329,2.304,1.5,0.34,2.053,12266,101.405,0,15.417,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T05:10:04Z,47.4600,-2.6567,5.2,0,1002,-3,96.1,6.2,,0,84.2,3.7,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T05:14:00Z,47.4600,-2.6567,,,,-3,,,0.2915,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T05:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.966,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T05:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.93,33.026,,3.427,15,0.387,7.557,11862,97.661,0,152.164,01119999999999999999999911917011141
6200021,2025-01-22T05:44:00Z,47.4600,-2.6567,,,,-3,,,0.3137,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T05:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.944,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T06:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.355,22.615,2.335,1.5,0.24,1.944,12363,102.132,0,15.119,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T06:10:04Z,47.4600,-2.6567,6.3,1.8,1002,-3,151.4,8.7,,0,106.6,5.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T06:14:00Z,47.4600,-2.6567,,,,-3,,,0.3342,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T06:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.901,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T06:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.69,32.74,,3.373,15,0.383,11.841,11975,98.791,0,152.151,01119999999999999999999911917041141
6200021,2025-01-22T06:44:00Z,47.4600,-2.6567,,,,-3,,,0.3434,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T06:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.899,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T07:00:01Z,47.4600,-2.6567,,,,,,,,,,,6.57,23.359,2.418,1.5,0.38,1.89,12314,102.245,0,15.229,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T07:10:04Z,47.4600,-2.6567,5.2,3.5,1002,-3,72.6,5,,0,30,3.3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T07:14:00Z,47.4600,-2.6567,,,,-3,,,0.3252,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T07:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.805,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T07:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,7.928,32.882,,3.413,15,0.33,4.02,11814,97.758,0,119.224,01119999999999999999999911917011141
6200021,2025-01-22T07:44:00Z,47.4600,-2.6567,,,,-3,,,0.6434,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T07:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.871,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T08:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.601,23.614,2.444,1.5,0.447,2.137,12266,101.986,0,16.182,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T08:10:05Z,47.4600,-2.6567,4.9,6.2,1003,-3,66.7,5.1,,0,47.9,4.5,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T08:14:00Z,47.4600,-2.6567,,,,-3,,,3.4026,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T08:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.827,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T08:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.511,33.216,,3.499,15,0.267,10.565,11443,94.933,0,152.151,01119999999999999999999911917041141
6200021,2025-01-22T08:44:01Z,47.4600,-2.6567,,,,-3,,,9.3734,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T08:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.845,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T09:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.593,23.615,2.444,1.5,0.335,2.647,12201,101.664,0,15.745,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T09:10:04Z,47.4600,-2.6567,4.9,8.3,1003,-3,61.7,7.3,,0,48.2,4.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T09:14:00Z,47.4600,-2.6567,,,,-3,,,24.433,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T09:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.93,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T09:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.24,32.965,,3.453,15,0.309,5.396,11620,96.37,0,152.177,01119999999999999999999911917011141
6200021,2025-01-22T09:44:00Z,47.4600,-2.6567,,,,-3,,,45.8674,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T09:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.043,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T10:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.593,23.576,2.44,1.5,0.294,2.132,12137,101.131,0,17.711,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T10:10:05Z,47.4600,-2.6567,4.5,2.6,1009,-3,357.4,5.6,,0,352.1,3.9,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T10:14:01Z,47.4600,-2.6567,,,,-3,,,55.8008,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T10:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.163,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T10:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.221,32.92,,3.445,15,0.323,6.129,11814,97.838,0,152.174,01119999999999999999999911917011141
6200021,2025-01-22T10:44:00Z,47.4600,-2.6567,,,,-3,,,77.0906,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T10:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.257,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T11:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.605,23.511,2.434,1.5,0.33,2.478,12201,101.664,0,14.504,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T11:10:04Z,47.4600,-2.6567,5.2,3.7,1012,-3,125,5.3,,0,83.6,3.4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T11:14:00Z,47.4600,-2.6567,,,,-3,,,100.444,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T11:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.923,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T11:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.647,33.15,,3.503,15,0.437,5.042,11426,94.869,0,152.128,01119999999999999999999911917011141
6200021,2025-01-22T11:44:01Z,47.4600,-2.6567,,,,-3,,,184.931,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T11:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.442,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T12:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.448,22.131,2.3,1.5,0.387,2.643,12201,101.906,0,17.473,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T12:10:04Z,47.4600,-2.6567,5.4,0,1012,-3,354.7,3.9,,0,346.7,2.3,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T12:14:00Z,47.4600,-2.6567,,,,-3,,,152.618,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T12:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.089,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T12:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.883,33.16,,3.529,15,0.363,9.235,11523,95.304,0,152.158,01119999999999999999999911917011141
6200021,2025-01-22T12:44:01Z,47.4600,-2.6567,,,,-3,,,97.9597,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T12:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.151,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T13:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.303,20.644,2.147,1.5,0.364,3.653,12153,101.147,0,20.498,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T13:10:02Z,47.4600,-2.6567,5.2,0,1011,-3,358.1,6.2,,0,13,4.8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T13:14:00Z,47.4600,-2.6567,,,,-3,,,125.249,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T13:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.145,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T13:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.865,33.142,,3.525,15,0.326,7.019,11620,96.031,0,152.177,01119999999999999999999911917011141
6200021,2025-01-22T13:44:00Z,47.4600,-2.6567,,,,-3,,,142.609,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T13:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.266,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T14:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.37,20.381,2.119,1.5,0.343,2.818,12137,101.099,0,18.595,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T14:10:05Z,47.4600,-2.6567,5.2,17.2,1013,-3,357.7,5.4,,0,8.4,3.1,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T14:14:00Z,47.4600,-2.6567,,,,-3,,,104.401,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T14:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.101,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T14:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.73,33.089,,3.506,15,0.37,5.58,11443,94.53,0,152.154,01119999999999999999999911917011141
6200021,2025-01-22T14:44:00Z,47.4600,-2.6567,,,,-3,,,130.672,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T14:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.354,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T15:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.356,19.789,2.088,1.5,0.404,3.392,12137,100.889,0,21.312,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-22T15:10:06Z,47.4600,-2.6567,5.2,0,1010,-3,355.1,4.6,,0,347,4,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T15:14:00Z,47.4600,-2.6567,,,,-3,,,82.5595,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T15:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.984,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T15:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.487,32.967,,3.474,15,0.381,4.893,11475,94.836,0,128.826,01119999999999999999999911917011141
6200021,2025-01-22T15:44:00Z,47.4600,-2.6567,,,,-3,,,78.1913,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T15:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,26.189,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T16:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.353,19.663,2.058,1.5,0.37,2.087,12201,101.325,0,22.004,,,,,,,,,,,,01119999999999131701114199999999999
6200021,2025-01-22T16:10:03Z,47.4600,-2.6567,5.3,0,1011,-3,326.4,9.5,,0,307,7,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T16:14:00Z,47.4600,-2.6567,,,,-3,,,59.6594,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T16:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.586,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T16:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.662,33.053,,3.499,15,0.39,3.513,11507,95.014,0,99.904,01119999999999999999999911917011141
6200021,2025-01-22T16:44:00Z,47.4600,-2.6567,,,,-3,,,20.2815,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T16:45:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.583,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T17:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.395,20.541,2.143,1.5,0.346,2.279,12217,101.551,0,23.083,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T17:10:07Z,47.4600,-2.6567,5.2,0,1011,-3,350.4,8.2,,0,341,5.7,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T17:14:00Z,47.4600,-2.6567,,,,-3,,,4.8048,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T17:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.317,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T17:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.094,32.696,,3.41,15,0.373,3.089,11459,94.723,0,111.783,01119999999999999999999911917011141
6200021,2025-01-22T17:44:00Z,47.4600,-2.6567,,,,-3,,,0.4612,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T17:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.329,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T18:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.476,22.057,2.286,1.5,0.29,1.897,12314,102.245,0,21.676,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T18:10:04Z,47.4600,-2.6567,5.2,0,1006,-3,347.6,7.1,,0,340.3,4.8,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T18:14:01Z,47.4600,-2.6567,,,,-3,,,0.3076,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T18:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.211,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T18:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.687,33.146,,3.508,15,0.422,7.244,11491,95.014,0,152.174,01119999999999999999999911917011141
6200021,2025-01-22T18:44:00Z,47.4600,-2.6567,,,,-3,,,0.3183,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T18:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.164,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T19:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.47,21.644,2.253,1.5,0.325,2.44,12233,101.906,0,20.422,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T19:10:04Z,47.4600,-2.6567,5.6,9.2,1008,-3,339.9,6.4,,0,327.5,5.2,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T19:14:00Z,47.4600,-2.6567,,,,-3,,,0.3232,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T19:15:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.037,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T19:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.71,33.106,,3.505,15,0.345,10.055,11394,94.401,0,152.168,01119999999999999999999911917041141
6200021,2025-01-22T19:44:00Z,47.4600,-2.6567,,,,-3,,,0.2713,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T19:45:01Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,25.035,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T20:00:00Z,47.4600,-2.6567,,,,,,,,,,,6.537,22.704,2.347,1.5,0.341,1.916,12233,101.954,0,17.936,,,,,,,,,,,,01119999999999111701114199999999999
6200021,2025-01-22T20:10:04Z,47.4600,-2.6567,5.2,2.2,1008,-3,330.2,4.3,,0,323.9,3.9,,,,,,,,,,,,,,,,,,,,,,01111117119411999999999999999999999
6200021,2025-01-22T20:14:00Z,47.4600,-2.6567,,,,-3,,,0.3198,,,,,,,,,,,,,,,,,,,,,,,,,01119997991999999999999999999999999
6200021,2025-01-22T20:15:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,,,24.883,,15,,,,,,,01119999999999999999999999097999999
6200021,2025-01-22T20:30:00Z,47.4600,-2.6567,,,,,,,,,,,,,,,,,,,,,8.811,33.116,,3.515,15,0.371,5.653,11378,94.207,0,152.181,01119999999999999999999911917011141
