PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL-1 (degree_Celsius),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),FLUO LEVEL1 (relative unit),TUR4 LEVEL1 (ntu),QC
EXIN0006,2025-01-22T17:30:00Z,42.4833,3.1333,11,-99999,-2,38.1,3.035,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T17:40:00Z,42.4833,3.1333,10.7,-99999,-2,32.5,3.807,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T17:50:00Z,42.4833,3.1333,10.6,-99999,-2,29,2.984,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:00:00Z,42.4833,3.1333,10.5,-99999,-2,21.2,2.366,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:10:00Z,42.4833,3.1333,10.3,-99999,-2,243.4,2.315,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:20:00Z,42.4833,3.1333,10,-99999,-2,261.7,2.109,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:30:00Z,42.4833,3.1333,9.9,-99999,-2,271.7,1.543,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:40:00Z,42.4833,3.1333,9.9,-99999,-2,333.6,3.292,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T18:50:00Z,42.4833,3.1333,9.6,-99999,-2,330.2,2.984,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:00:00Z,42.4833,3.1333,9.5,-99999,-2,329.5,3.241,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:10:00Z,42.4833,3.1333,9.4,-99999,-2,327.1,3.395,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:20:00Z,42.4833,3.1333,9.5,-99999,-2,325.4,4.167,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:30:00Z,42.4833,3.1333,9.5,-99999,-2,310,4.63,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:40:00Z,42.4833,3.1333,9.3,-99999,-2,313.5,3.498,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T19:50:00Z,42.4833,3.1333,9.4,-99999,-2,301.6,3.19,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:00:00Z,42.4833,3.1333,9.7,-99999,-2,310.9,3.292,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:10:00Z,42.4833,3.1333,9.4,-99999,-2,252.7,3.087,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:20:00Z,42.4833,3.1333,9.1,-99999,-2,240.9,2.932,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:30:00Z,42.4833,3.1333,9.1,-99999,-2,266.3,2.212,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:40:00Z,42.4833,3.1333,9.3,-99999,-2,246.8,2.624,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T20:50:00Z,42.4833,3.1333,9.4,-99999,-2,245.9,3.035,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:00:00Z,42.4833,3.1333,9.3,-99999,-2,247.9,2.624,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:10:00Z,42.4833,3.1333,9.5,-99999,-2,300.9,3.601,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:20:00Z,42.4833,3.1333,9.6,-99999,-2,318.9,3.138,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:30:00Z,42.4833,3.1333,9.8,-99999,-2,347.4,2.109,13.5,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:40:00Z,42.4833,3.1333,9.9,-99999,-2,321.8,0.977,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T21:50:00Z,42.4833,3.1333,9.4,-99999,-2,281.8,3.395,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:00:00Z,42.4833,3.1333,8.8,-99999,-2,276.5,3.653,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:10:00Z,42.4833,3.1333,9,-99999,-2,257.7,3.035,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:20:00Z,42.4833,3.1333,9,-99999,-2,269.4,3.447,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:30:00Z,42.4833,3.1333,8.9,-99999,-2,249.2,3.19,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:40:00Z,42.4833,3.1333,8.8,-99999,-2,239.3,5.35,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T22:50:00Z,42.4833,3.1333,8.4,-99999,-2,238.3,5.299,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:00:00Z,42.4833,3.1333,8.2,-99999,-2,237.7,5.453,13.4,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:10:00Z,42.4833,3.1333,8,-99999,-2,239.9,5.813,13.3,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:20:00Z,42.4833,3.1333,8,-99999,-2,237.3,5.402,13.3,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:30:00Z,42.4833,3.1333,8,-99999,-2,226.2,6.019,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:40:00Z,42.4833,3.1333,7.9,-99999,-2,229.9,6.482,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-22T23:50:00Z,42.4833,3.1333,7.9,-99999,-2,222.2,6.328,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:00:00Z,42.4833,3.1333,8.1,-99999,-2,231.7,5.196,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:10:00Z,42.4833,3.1333,8.2,-99999,-2,228.9,5.196,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:20:00Z,42.4833,3.1333,8.5,-99999,-2,233.9,4.527,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:30:00Z,42.4833,3.1333,8.6,-99999,-2,234.9,5.299,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:40:00Z,42.4833,3.1333,8.3,-99999,-2,236.4,4.733,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T00:50:00Z,42.4833,3.1333,8.3,-99999,-2,243.4,4.99,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:00:00Z,42.4833,3.1333,8.1,-99999,-2,241.7,4.99,13.2,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:10:00Z,42.4833,3.1333,8,-99999,-2,231.8,4.373,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:20:00Z,42.4833,3.1333,8.3,-99999,-2,227.7,4.013,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:30:00Z,42.4833,3.1333,8.7,-99999,-2,242.6,3.292,13,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:40:00Z,42.4833,3.1333,8.2,-99999,-2,237.7,3.961,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T01:50:00Z,42.4833,3.1333,8.3,-99999,-2,231.1,4.424,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:00:00Z,42.4833,3.1333,8.1,-99999,-2,237.2,4.064,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:10:00Z,42.4833,3.1333,8,-99999,-2,227.5,4.836,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:20:00Z,42.4833,3.1333,7.9,-99999,-2,240.4,4.424,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:30:00Z,42.4833,3.1333,8,-99999,-2,238.9,4.836,12.9,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:40:00Z,42.4833,3.1333,7.9,-99999,-2,241.1,4.321,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T02:50:00Z,42.4833,3.1333,7.8,-99999,-2,241.8,3.755,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:00:00Z,42.4833,3.1333,8.9,-99999,-2,285.2,4.27,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:10:00Z,42.4833,3.1333,10,-99999,-2,295.4,5.144,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:20:00Z,42.4833,3.1333,10.2,-99999,-2,278.2,5.144,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:30:00Z,42.4833,3.1333,10.3,-99999,-2,255.3,5.35,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:40:00Z,42.4833,3.1333,9.1,-99999,-2,235.3,4.476,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T03:50:00Z,42.4833,3.1333,9.6,-99999,-2,244.9,3.55,12.6,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:00:00Z,42.4833,3.1333,11.2,-99999,-2,299.3,5.196,12.6,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:10:00Z,42.4833,3.1333,11.7,-99999,-2,301.5,7.202,12.6,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:20:00Z,42.4833,3.1333,11.7,-99999,-2,317.9,6.739,12.6,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:30:00Z,42.4833,3.1333,11.7,-99999,-2,304.9,9.106,12.5,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:40:00Z,42.4833,3.1333,11.9,-99999,-2,311.5,6.996,12.5,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T04:50:00Z,42.4833,3.1333,12,-99999,-2,312.4,7.717,12.5,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:00:00Z,42.4833,3.1333,11.9,-99999,-2,303.9,7.254,12.5,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:10:00Z,42.4833,3.1333,12,-99999,-2,302.2,7.665,12.5,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:20:00Z,42.4833,3.1333,12.1,-99999,-2,297.8,7.717,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:30:00Z,42.4833,3.1333,12.3,-99999,-2,296.2,6.945,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:40:00Z,42.4833,3.1333,12.5,-99999,-2,303.8,6.328,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T05:50:00Z,42.4833,3.1333,12.5,-99999,-2,314.7,7.511,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:00:00Z,42.4833,3.1333,12.5,-99999,-2,310.3,8.025,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:10:00Z,42.4833,3.1333,12.6,-99999,-2,304.6,8.18,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:20:00Z,42.4833,3.1333,12.7,-99999,-2,308,7.717,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:30:00Z,42.4833,3.1333,12.8,-99999,-2,296.8,7.357,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:40:00Z,42.4833,3.1333,12.9,-99999,-2,301.3,7.614,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T06:50:00Z,42.4833,3.1333,13.2,-99999,-2,307.7,6.07,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:00:00Z,42.4833,3.1333,13.3,-99999,-2,290,6.122,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:10:00Z,42.4833,3.1333,13.1,-99999,-2,305.8,4.99,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:20:00Z,42.4833,3.1333,13.2,-99999,-2,303.8,5.299,12.3,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:30:00Z,42.4833,3.1333,13.3,-99999,-2,304.9,5.659,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:40:00Z,42.4833,3.1333,13.4,-99999,-2,316.5,4.887,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T07:50:00Z,42.4833,3.1333,13.7,-99999,-2,309.7,3.807,12.4,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:00:00Z,42.4833,3.1333,14.2,-99999,-2,308,3.91,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:10:00Z,42.4833,3.1333,14.2,-99999,-2,322.3,3.55,13.1,38.4,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:20:00Z,42.4833,3.1333,14.4,-99999,-2,321.2,4.887,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:30:00Z,42.4833,3.1333,14.5,-99999,-2,328.2,4.836,13,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:40:00Z,42.4833,3.1333,14.4,-99999,-2,329.8,3.961,12.9,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T08:50:00Z,42.4833,3.1333,14.3,-99999,-2,323.5,4.167,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:00:00Z,42.4833,3.1333,14.7,-99999,-2,326.6,3.961,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:10:00Z,42.4833,3.1333,14.9,-99999,-2,320.9,6.379,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:20:00Z,42.4833,3.1333,15,-99999,-2,333.6,5.505,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:30:00Z,42.4833,3.1333,15.2,-99999,-2,321.2,6.173,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:40:00Z,42.4833,3.1333,15,-99999,-2,331.9,6.739,12.8,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T09:50:00Z,42.4833,3.1333,14.3,-99999,-2,330,6.379,12.7,38.3,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:00:00Z,42.4833,3.1333,14.5,-99999,-2,336.5,7.305,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:10:00Z,42.4833,3.1333,14.2,-99999,-2,330.6,8.694,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:20:00Z,42.4833,3.1333,14,-99999,-2,322.9,12.347,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:30:00Z,42.4833,3.1333,13.7,-99999,-2,323.1,13.633,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:40:00Z,42.4833,3.1333,13.6,-99999,-2,322.5,12.655,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T10:50:00Z,42.4833,3.1333,13.3,-99999,-2,320.9,11.112,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:00:00Z,42.4833,3.1333,13.1,-99999,-2,316.8,11.318,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:10:00Z,42.4833,3.1333,12.6,-99999,-2,315.1,14.867,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:20:00Z,42.4833,3.1333,12.1,-99999,-2,314.2,16.822,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:30:00Z,42.4833,3.1333,12.3,-99999,-2,308.4,11.575,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:40:00Z,42.4833,3.1333,12.3,-99999,-2,312.7,12.45,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T11:50:00Z,42.4833,3.1333,12.5,-99999,-2,309.5,13.17,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:00:00Z,42.4833,3.1333,12.5,-99999,-2,306.4,12.913,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:10:00Z,42.4833,3.1333,12.5,-99999,-2,307.8,12.758,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:20:00Z,42.4833,3.1333,12.5,-99999,-2,304.5,13.015,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:30:00Z,42.4833,3.1333,12.4,-99999,-2,313.3,13.324,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:40:00Z,42.4833,3.1333,12.4,-99999,-2,312,11.884,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T12:50:00Z,42.4833,3.1333,12.3,-99999,-2,305.4,11.369,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:00:00Z,42.4833,3.1333,12.4,-99999,-2,307.5,9.877,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:10:00Z,42.4833,3.1333,12.4,-99999,-2,318.2,10.7,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:20:00Z,42.4833,3.1333,12.3,-99999,-2,325.4,11.678,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:30:00Z,42.4833,3.1333,12.2,-99999,-2,322.6,11.575,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:40:00Z,42.4833,3.1333,12.3,-99999,-2,329.6,9.774,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T13:50:00Z,42.4833,3.1333,12.4,-99999,-2,331.2,9.363,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:00:00Z,42.4833,3.1333,12.5,-99999,-2,336.2,8.54,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:10:00Z,42.4833,3.1333,12.5,-99999,-2,337.2,10.135,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:20:00Z,42.4833,3.1333,12.5,-99999,-2,330.6,9.929,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:30:00Z,42.4833,3.1333,12.7,-99999,-2,319.3,8.591,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:40:00Z,42.4833,3.1333,12.7,-99999,-2,311.6,9.054,13,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T14:50:00Z,42.4833,3.1333,12.7,-99999,-2,312.1,7.408,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:00:00Z,42.4833,3.1333,13.5,-99999,-2,321.7,7.305,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:10:00Z,42.4833,3.1333,13.8,-99999,-2,313.6,8.231,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:20:00Z,42.4833,3.1333,14,-99999,-2,307.5,7.151,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:30:00Z,42.4833,3.1333,13.9,-99999,-2,315.8,6.482,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:40:00Z,42.4833,3.1333,14.1,-99999,-2,318.9,4.99,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T15:50:00Z,42.4833,3.1333,14.2,-99999,-2,329,4.373,12.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:00:00Z,42.4833,3.1333,14,-99999,-2,330.3,5.35,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:10:00Z,42.4833,3.1333,13.8,-99999,-2,352.6,4.424,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:20:00Z,42.4833,3.1333,13.3,-99999,-2,14,3.395,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:30:00Z,42.4833,3.1333,12.6,-99999,-2,32.2,3.755,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:40:00Z,42.4833,3.1333,12,-99999,-2,38.5,2.932,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T16:50:00Z,42.4833,3.1333,11.8,-99999,-2,19.6,2.829,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:00:00Z,42.4833,3.1333,11.7,-99999,-2,15.7,2.572,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:10:00Z,42.4833,3.1333,11.5,-99999,-2,349.8,2.366,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:20:00Z,42.4833,3.1333,11.6,-99999,-2,354.3,5.093,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:30:00Z,42.4833,3.1333,11.6,-99999,-2,328.9,3.858,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:40:00Z,42.4833,3.1333,11.5,-99999,-2,339.1,4.836,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T17:50:00Z,42.4833,3.1333,11.3,-99999,-2,260.3,3.138,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:00:00Z,42.4833,3.1333,10.7,-99999,-2,277.2,3.241,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:10:00Z,42.4833,3.1333,10.6,-99999,-2,243.9,2.881,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:20:00Z,42.4833,3.1333,10.5,-99999,-2,250.2,1.543,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:30:00Z,42.4833,3.1333,10.5,-99999,-2,287.7,2.161,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:40:00Z,42.4833,3.1333,10.5,-99999,-2,285.3,1.801,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T18:50:00Z,42.4833,3.1333,10.4,-99999,-2,275.4,1.749,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:00:00Z,42.4833,3.1333,10.4,-99999,-2,273.9,1.132,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:10:00Z,42.4833,3.1333,10.7,-99999,-2,335.3,1.801,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:20:00Z,42.4833,3.1333,10.8,-99999,-2,262.3,1.492,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:30:00Z,42.4833,3.1333,10.8,-99999,-2,241.8,1.543,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:40:00Z,42.4833,3.1333,10.9,-99999,-2,212.5,1.543,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T19:50:00Z,42.4833,3.1333,11,-99999,-2,251.2,2.212,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:00:00Z,42.4833,3.1333,10.9,-99999,-2,292.4,1.903,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:10:00Z,42.4833,3.1333,10.9,-99999,-2,305,1.646,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:20:00Z,42.4833,3.1333,10.9,-99999,-2,309.2,2.727,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:30:00Z,42.4833,3.1333,11.2,-99999,-2,316.4,3.653,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:40:00Z,42.4833,3.1333,11.1,-99999,-2,305.1,3.807,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T20:50:00Z,42.4833,3.1333,11.2,-99999,-2,296.6,4.424,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:00:00Z,42.4833,3.1333,11.1,-99999,-2,308.2,3.087,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:10:00Z,42.4833,3.1333,11.1,-99999,-2,300.6,3.961,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:20:00Z,42.4833,3.1333,10.8,-99999,-2,307.5,5.042,12.9,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:30:00Z,42.4833,3.1333,10.6,-99999,-2,304.5,6.379,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:40:00Z,42.4833,3.1333,10.7,-99999,-2,307.7,4.681,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T21:50:00Z,42.4833,3.1333,10.6,-99999,-2,321.2,4.63,12.8,38,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-23T22:00:00Z,42.4833,3.1333,10.6,-99999,-2,319.5,5.607,12.8,38,1.5,-99999,-99999,-99999,011111711117441
