PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL-1 (degree_Celsius),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),FLUO LEVEL1 (relative unit),TUR4 LEVEL1 (ntu),QC
EXIN0006,2025-01-16T09:20:00Z,42.4833,3.1333,7.1,-99999,-2,333.6,7.151,12,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T09:40:00Z,42.4833,3.1333,7,-99999,-2,336.7,7.562,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T09:50:00Z,42.4833,3.1333,7.1,-99999,-2,322.4,7.357,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:00:00Z,42.4833,3.1333,7,-99999,-2,312.8,6.533,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:10:00Z,42.4833,3.1333,7,-99999,-2,321.5,7.202,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:20:00Z,42.4833,3.1333,7.2,-99999,-2,317.2,5.659,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:30:00Z,42.4833,3.1333,7.2,-99999,-2,331.7,6.533,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:40:00Z,42.4833,3.1333,7.1,-99999,-2,324.6,6.276,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T10:50:00Z,42.4833,3.1333,7.2,-99999,-2,328.2,7.974,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:00:00Z,42.4833,3.1333,7.2,-99999,-2,328.2,7.357,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:10:00Z,42.4833,3.1333,7.2,-99999,-2,322.4,5.659,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:20:00Z,42.4833,3.1333,7.3,-99999,-2,328.5,7.202,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:30:00Z,42.4833,3.1333,7.2,-99999,-2,329.5,8.385,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:40:00Z,42.4833,3.1333,7.3,-99999,-2,327.1,7.202,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T11:50:00Z,42.4833,3.1333,7.7,-99999,-2,322,8.437,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:00:00Z,42.4833,3.1333,8,-99999,-2,322.6,7.305,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:10:00Z,42.4833,3.1333,8,-99999,-2,325.4,8.334,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:20:00Z,42.4833,3.1333,8,-99999,-2,330.3,7.614,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:30:00Z,42.4833,3.1333,8,-99999,-2,338.6,7.871,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:40:00Z,42.4833,3.1333,7.9,-99999,-2,344.3,8.488,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T12:50:00Z,42.4833,3.1333,7.9,-99999,-2,345.8,9.363,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:00:00Z,42.4833,3.1333,7.7,-99999,-2,344.6,8.128,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:10:00Z,42.4833,3.1333,7.4,-99999,-2,346.3,9.209,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:20:00Z,42.4833,3.1333,7.4,-99999,-2,356,7.665,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:30:00Z,42.4833,3.1333,6.3,-99999,-2,48.2,8.437,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:40:00Z,42.4833,3.1333,4.6,-99999,-2,346.4,5.093,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T13:50:00Z,42.4833,3.1333,5.2,-99999,-2,325.8,6.739,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:00:00Z,42.4833,3.1333,5.8,-99999,-2,292.3,5.402,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:10:00Z,42.4833,3.1333,7,-99999,-2,295.5,5.916,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:20:00Z,42.4833,3.1333,7.2,-99999,-2,272.7,5.042,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:30:00Z,42.4833,3.1333,6.7,-99999,-2,250.6,3.91,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:40:00Z,42.4833,3.1333,6.7,-99999,-2,286.9,3.292,11.6,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T14:50:00Z,42.4833,3.1333,6.5,-99999,-2,284.7,3.241,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:00:00Z,42.4833,3.1333,6.3,-99999,-2,241.7,2.469,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:10:00Z,42.4833,3.1333,5.6,-99999,-2,313.5,2.624,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:20:00Z,42.4833,3.1333,5.7,-99999,-2,323,3.807,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:30:00Z,42.4833,3.1333,5.7,-99999,-2,337.3,5.093,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:40:00Z,42.4833,3.1333,5.6,-99999,-2,315.1,7.82,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T15:50:00Z,42.4833,3.1333,6.2,-99999,-2,304.9,6.379,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:00:00Z,42.4833,3.1333,6.2,-99999,-2,296.9,6.225,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:10:00Z,42.4833,3.1333,5.5,-99999,-2,286.3,5.71,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:20:00Z,42.4833,3.1333,5.4,-99999,-2,238.7,5.299,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:30:00Z,42.4833,3.1333,5.6,-99999,-2,225.6,4.939,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:40:00Z,42.4833,3.1333,5.6,-99999,-2,231.7,6.07,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T16:50:00Z,42.4833,3.1333,5.6,-99999,-2,233.6,5.762,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:00:00Z,42.4833,3.1333,5.5,-99999,-2,242.2,5.607,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:10:00Z,42.4833,3.1333,5.6,-99999,-2,232,4.476,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:20:00Z,42.4833,3.1333,5.7,-99999,-2,230.5,4.27,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:30:00Z,42.4833,3.1333,5.8,-99999,-2,236.9,5.35,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:40:00Z,42.4833,3.1333,5.9,-99999,-2,245.1,3.19,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T17:50:00Z,42.4833,3.1333,6.1,-99999,-2,302.1,3.138,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:00:00Z,42.4833,3.1333,6.1,-99999,-2,306.9,4.064,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:10:00Z,42.4833,3.1333,6,-99999,-2,305.7,4.064,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:20:00Z,42.4833,3.1333,6,-99999,-2,291.1,4.013,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:30:00Z,42.4833,3.1333,6,-99999,-2,288.4,5.35,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:40:00Z,42.4833,3.1333,6.1,-99999,-2,304.1,5.556,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T18:50:00Z,42.4833,3.1333,6.2,-99999,-2,322.1,7.408,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:00:00Z,42.4833,3.1333,5.7,-99999,-2,317.9,5.813,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:10:00Z,42.4833,3.1333,5.8,-99999,-2,292,4.681,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:20:00Z,42.4833,3.1333,7.5,-99999,-2,299.7,5.916,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:30:00Z,42.4833,3.1333,7.7,-99999,-2,74.4,3.035,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:40:00Z,42.4833,3.1333,8.8,-99999,-2,63.2,13.067,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T19:50:00Z,42.4833,3.1333,8.6,-99999,-2,62,10.135,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:00:00Z,42.4833,3.1333,6.7,-99999,-2,71.1,7.254,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:10:00Z,42.4833,3.1333,6.7,-99999,-2,24.7,5.042,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:20:00Z,42.4833,3.1333,7,-99999,-2,13.1,4.579,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:30:00Z,42.4833,3.1333,7.3,-99999,-2,21.2,3.858,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:40:00Z,42.4833,3.1333,6.9,-99999,-2,18.2,1.543,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T20:50:00Z,42.4833,3.1333,7,-99999,-2,334.3,2.932,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:00:00Z,42.4833,3.1333,6.9,-99999,-2,295.9,2.932,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:10:00Z,42.4833,3.1333,7,-99999,-2,290.6,1.389,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:20:00Z,42.4833,3.1333,6.9,-99999,-2,247.6,1.955,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:30:00Z,42.4833,3.1333,6.9,-99999,-2,3.8,3.138,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:40:00Z,42.4833,3.1333,6.6,-99999,-2,19.9,5.196,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T21:50:00Z,42.4833,3.1333,6.9,-99999,-2,349,7.151,11.9,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:00:00Z,42.4833,3.1333,7.7,-99999,-2,333,8.128,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:10:00Z,42.4833,3.1333,8.5,-99999,-2,330.9,8.643,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:20:00Z,42.4833,3.1333,8.2,-99999,-2,320.1,7.151,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:30:00Z,42.4833,3.1333,8.2,-99999,-2,323.5,7.202,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:40:00Z,42.4833,3.1333,8.3,-99999,-2,322.2,6.842,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T22:50:00Z,42.4833,3.1333,8.1,-99999,-2,311,5.813,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:00:00Z,42.4833,3.1333,6.9,-99999,-2,315.8,5.865,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:10:00Z,42.4833,3.1333,7,-99999,-2,304.2,7.048,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:20:00Z,42.4833,3.1333,7,-99999,-2,311.4,9.26,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:30:00Z,42.4833,3.1333,7.1,-99999,-2,318.1,7.305,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:40:00Z,42.4833,3.1333,7,-99999,-2,321,7.048,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-16T23:50:00Z,42.4833,3.1333,6.9,-99999,-2,327.3,8.231,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:00:00Z,42.4833,3.1333,6.3,-99999,-2,324.6,8.54,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:10:00Z,42.4833,3.1333,6.2,-99999,-2,319.8,7.768,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:20:00Z,42.4833,3.1333,6.2,-99999,-2,306.1,6.894,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:30:00Z,42.4833,3.1333,6.5,-99999,-2,297.5,6.173,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:40:00Z,42.4833,3.1333,6.8,-99999,-2,285.8,5.299,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T00:50:00Z,42.4833,3.1333,7,-99999,-2,292.1,5.659,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:00:00Z,42.4833,3.1333,6.5,-99999,-2,306.9,7.254,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:10:00Z,42.4833,3.1333,6.7,-99999,-2,313.7,7.922,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:20:00Z,42.4833,3.1333,6.9,-99999,-2,309.3,9.672,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:30:00Z,42.4833,3.1333,7,-99999,-2,297.2,8.848,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:40:00Z,42.4833,3.1333,7.2,-99999,-2,301.9,8.797,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T01:50:00Z,42.4833,3.1333,7.4,-99999,-2,306.2,7.717,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:00:00Z,42.4833,3.1333,7.4,-99999,-2,315.2,6.431,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:10:00Z,42.4833,3.1333,7.5,-99999,-2,314.4,6.996,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:20:00Z,42.4833,3.1333,7.4,-99999,-2,319.1,6.276,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:30:00Z,42.4833,3.1333,7.6,-99999,-2,305.6,7.048,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:40:00Z,42.4833,3.1333,7.6,-99999,-2,310.9,6.636,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T02:50:00Z,42.4833,3.1333,7.7,-99999,-2,317,8.643,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:00:00Z,42.4833,3.1333,7.8,-99999,-2,314,8.746,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:10:00Z,42.4833,3.1333,7.8,-99999,-2,310.2,11.009,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:20:00Z,42.4833,3.1333,7.8,-99999,-2,307.7,9.517,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:30:00Z,42.4833,3.1333,7.8,-99999,-2,318.9,9.003,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:40:00Z,42.4833,3.1333,7.8,-99999,-2,317.4,9.62,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T03:50:00Z,42.4833,3.1333,7.8,-99999,-2,302.8,8.694,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:00:00Z,42.4833,3.1333,7.9,-99999,-2,333.6,6.688,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:10:00Z,42.4833,3.1333,7.9,-99999,-2,333.3,6.019,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:20:00Z,42.4833,3.1333,7.8,-99999,-2,323.7,6.842,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:30:00Z,42.4833,3.1333,7.8,-99999,-2,329,6.431,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:40:00Z,42.4833,3.1333,7.7,-99999,-2,326.4,7.048,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T04:50:00Z,42.4833,3.1333,7.5,-99999,-2,320.5,8.18,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:00:00Z,42.4833,3.1333,7.5,-99999,-2,326.1,7.357,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:10:00Z,42.4833,3.1333,7.4,-99999,-2,310.4,6.842,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:20:00Z,42.4833,3.1333,7.4,-99999,-2,303,7.048,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:30:00Z,42.4833,3.1333,7.5,-99999,-2,298.7,6.688,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:40:00Z,42.4833,3.1333,7.5,-99999,-2,308.5,5.196,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T05:50:00Z,42.4833,3.1333,7.6,-99999,-2,305.4,3.91,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:00:00Z,42.4833,3.1333,7.8,-99999,-2,320.4,5.659,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:10:00Z,42.4833,3.1333,7.9,-99999,-2,328.9,3.292,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:20:00Z,42.4833,3.1333,8,-99999,-2,320.4,4.887,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:30:00Z,42.4833,3.1333,8,-99999,-2,319.2,3.807,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:40:00Z,42.4833,3.1333,8,-99999,-2,323.3,6.328,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T06:50:00Z,42.4833,3.1333,8,-99999,-2,316.3,6.739,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:00:00Z,42.4833,3.1333,7.9,-99999,-2,307.8,6.173,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:10:00Z,42.4833,3.1333,7.9,-99999,-2,322.5,5.556,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:20:00Z,42.4833,3.1333,7.9,-99999,-2,327.4,5.762,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:30:00Z,42.4833,3.1333,7.9,-99999,-2,323.9,3.498,11.7,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:40:00Z,42.4833,3.1333,8,-99999,-2,319.3,4.939,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T07:50:00Z,42.4833,3.1333,8,-99999,-2,319.3,5.144,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:00:00Z,42.4833,3.1333,8.3,-99999,-2,323.6,5.042,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:10:00Z,42.4833,3.1333,8.6,-99999,-2,337.3,5.916,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:20:00Z,42.4833,3.1333,8.5,-99999,-2,316.1,6.739,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:30:00Z,42.4833,3.1333,8.6,-99999,-2,323.6,5.402,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:40:00Z,42.4833,3.1333,8.9,-99999,-2,328.4,5.35,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T08:50:00Z,42.4833,3.1333,9,-99999,-2,324.7,6.636,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:00:00Z,42.4833,3.1333,9,-99999,-2,329,8.128,11.9,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:10:00Z,42.4833,3.1333,9,-99999,-2,331.2,6.636,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:20:00Z,42.4833,3.1333,9,-99999,-2,330.8,6.945,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:30:00Z,42.4833,3.1333,8.9,-99999,-2,332.7,6.945,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:40:00Z,42.4833,3.1333,8.8,-99999,-2,334.8,8.385,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T09:50:00Z,42.4833,3.1333,8.6,-99999,-2,333.6,7.408,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:00:00Z,42.4833,3.1333,8.6,-99999,-2,332.5,7.151,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:10:00Z,42.4833,3.1333,8.8,-99999,-2,331.2,5.916,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:20:00Z,42.4833,3.1333,9,-99999,-2,322.5,5.865,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:30:00Z,42.4833,3.1333,9.1,-99999,-2,315,8.797,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:40:00Z,42.4833,3.1333,9.3,-99999,-2,324.3,7.82,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T10:50:00Z,42.4833,3.1333,9.6,-99999,-2,323.6,8.54,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:00:00Z,42.4833,3.1333,9.5,-99999,-2,342.3,7.82,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:10:00Z,42.4833,3.1333,9.2,-99999,-2,353.6,8.848,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:20:00Z,42.4833,3.1333,9.1,-99999,-2,349.2,8.9,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:30:00Z,42.4833,3.1333,9.1,-99999,-2,348.3,7.974,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:40:00Z,42.4833,3.1333,9.3,-99999,-2,343.9,8.334,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T11:50:00Z,42.4833,3.1333,9.3,-99999,-2,338.4,7.048,11.7,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:00:00Z,42.4833,3.1333,9.5,-99999,-2,331.6,8.025,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:10:00Z,42.4833,3.1333,9.7,-99999,-2,331,8.385,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:20:00Z,42.4833,3.1333,9.9,-99999,-2,329.4,7.357,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:30:00Z,42.4833,3.1333,10.2,-99999,-2,325.7,7.974,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:40:00Z,42.4833,3.1333,10.3,-99999,-2,324.8,7.048,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T12:50:00Z,42.4833,3.1333,10.6,-99999,-2,326.3,7.151,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:00:00Z,42.4833,3.1333,10.6,-99999,-2,348,6.945,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:10:00Z,42.4833,3.1333,10.4,-99999,-2,355,7.254,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:20:00Z,42.4833,3.1333,10.3,-99999,-2,355.8,7.151,11.8,38.2,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:30:00Z,42.4833,3.1333,10,-99999,-2,358.9,6.791,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:40:00Z,42.4833,3.1333,10.2,-99999,-2,0.7,6.533,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-01-17T13:50:00Z,42.4833,3.1333,10.2,-99999,-2,2,6.688,11.8,38.1,1.5,-99999,-99999,-99999,011111711117441
