PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),TEMP LEVEL3 (degree_Celsius),PSAL LEVEL3 (psu),BATTERY LEVEL3 (volt),CNDC LEVEL3 (S/m),DEPH LEVEL3 (meter),END_CYCLE_FLOW LEVEL3 (l/minute),FLU3 LEVEL3 (FFU),MASS_DOXY LEVEL3 (milligram/m3),OSAT LEVEL3 (%),PHPH LEVEL3 (none),TUR4 LEVEL3 (ntu),QC
6100284,2025-01-28T06:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T07:00:02Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.091,37.955,,4.518,20,0,0.587,9793,95.082,0,9.427,011199999999999999999999911917011141
6100284,2025-01-28T07:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T07:10:05Z,43.3189,4.8662,9.7,9.9,1006,-3,301.3,15.2,,0,273.7,10,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T07:30:00Z,43.3189,4.8662,,,,,,,,,,,14.06,37.647,4.486,1.79,5.53,0.568,0.611,9773,94.938,0,4.898,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T07:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T08:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.101,37.966,27.735,4.52,20,0,0.681,9371,91.103,0,11.819,011199999999999999999999911017011141
6100284,2025-01-28T08:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T08:10:04Z,43.3189,4.8662,10.6,16,1007,-3,290.7,12.4,,0,275.4,7.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T08:30:00Z,43.3189,4.8662,,,,,,,,,,,14.064,37.626,4.481,2.192,5.35,0.592,0.515,9453,91.845,0,5.152,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T08:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T09:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.106,37.963,,4.521,20,0,0.665,9762,94.948,0,12.034,011199999999999999999999911917011141
6100284,2025-01-28T09:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T09:10:05Z,43.3189,4.8662,10.1,10.6,1007,-3,281.8,14.5,,0,260.4,11.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T09:30:00Z,43.3189,4.8662,,,,,,,,,,,14.081,37.785,4.494,2.479,5.53,0.631,0.445,9783,95.144,0,4.429,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T09:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T10:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.107,37.974,,4.521,20,0,2.249,9412,91.381,0,11.827,011199999999999999999999911917011141
6100284,2025-01-28T10:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T10:10:05Z,43.3189,4.8662,11,11.2,1009,-3,251.4,9.5,,0,228.2,8.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T10:30:00Z,43.3189,4.8662,,,,,,,,,,,13.958,37.416,4.426,1.675,5.37,0.554,0.498,9474,92.01,0,5.183,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T10:34:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T11:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.11,37.981,,4.523,20,0,0.542,9762,94.896,0,11.042,011199999999999999999999911917011141
6100284,2025-01-28T11:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T11:10:05Z,43.3189,4.8662,11.4,9.4,1008,-3,248,12.1,,0,219.9,10.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T11:30:00Z,43.3189,4.8662,,,,,,,,,,,14.092,37.724,4.501,1.508,5.51,0.51,0.517,9742,94.701,0,5.382,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T11:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T12:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.114,37.98,,4.523,20,0,0.71,9288,90.226,0,17.717,011199999999999999999999911917011141
6100284,2025-01-28T12:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T12:10:02Z,43.3189,4.8662,11.5,8.7,1008,-3,251.7,12.1,,0,221.7,9.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T12:30:00Z,43.3189,4.8662,,,,,,,,,,,14.041,37.327,4.447,1.656,5.4,0.62,1.066,9515,92.484,0,6.644,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T12:34:31Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T13:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.113,37.985,,4.523,20,0,0.542,9824,95.463,0,13.049,011199999999999999999999911917011141
6100284,2025-01-28T13:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T13:10:07Z,43.3189,4.8662,11.2,23.5,1010,-3,260.6,10.9,,0,223,9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T13:30:00Z,43.3189,4.8662,,,,,,,,,,,14.005,37.136,4.428,1.45,5.57,0.575,1.177,9804,95.175,0,7.097,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T13:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T14:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.115,37.986,,4.524,20,0,0.589,9402,91.288,0,13.803,011199999999999999999999911917011141
6100284,2025-01-28T14:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T14:10:03Z,43.3189,4.8662,11,5.6,1008,-3,288.5,11.8,,0,278.7,9.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T14:30:00Z,43.3189,4.8662,,,,,,,,,,,14.079,37.511,4.468,2.412,5.43,0.599,1.115,9577,93.01,0,7.036,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T14:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T15:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.127,37.997,,4.526,20,0,0.59,9845,95.701,0,9.85,011199999999999999999999911917011141
6100284,2025-01-28T15:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T15:10:04Z,43.3189,4.8662,10.1,9.5,1008,-3,244.7,17.2,,0,219.3,12.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T15:30:00Z,43.3189,4.8662,,,,,,,,,,,14.062,37.57,4.473,1.888,5.56,0.606,0.906,9824,95.391,0,7.713,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T15:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T16:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.134,38.004,,4.528,20,0,0.528,9391,91.309,0,7.897,011199999999999999999999911917011141
6100284,2025-01-28T16:04:31Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T16:10:06Z,43.3189,4.8662,9.9,7.9,1009,-3,224.9,7.6,,0,220.5,6.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T16:30:00Z,43.3189,4.8662,,,,,,,,,,,14.084,37.496,4.475,1.521,5.41,0.635,0.89,9556,93.03,0,9.051,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T16:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T17:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.129,38.01,,4.528,20,0,0.496,9824,95.597,0,7.059,011199999999999999999999911917011141
6100284,2025-01-28T17:04:31Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T17:10:03Z,43.3189,4.8662,11.7,6.5,1008,-3,252.4,13.9,,0,245,12.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T17:30:00Z,43.3189,4.8662,,,,,,,,,,,13.963,36.87,4.366,2.219,5.59,0.558,0.879,9835,95.309,0,9.081,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T17:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T18:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.107,38.022,,4.526,20,0,0.512,9731,94.051,0,9.327,011199999999999999999999911917011141
6100284,2025-01-28T18:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T18:10:06Z,43.3189,4.8662,10.6,11.7,1009,-3,265.2,24,,0,259.7,20.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T18:30:00Z,43.3189,4.8662,,,,,,,,,,,13.335,33.25,3.894,2.128,5.65,0.649,0.713,9752,93.762,0,14.103,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T18:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T19:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.106,38.016,,4.526,20,0,0.533,9938,96.154,0,10.227,011199999999999999999999911917011141
6100284,2025-01-28T19:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T19:10:04Z,43.3189,4.8662,10.1,8.5,1010,-3,267.7,22.9,,0,264,16.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T19:30:00Z,43.3189,4.8662,,,,,,,,,,,13.708,36.839,4.344,2.162,5.63,0.611,0.881,9907,95.639,0,20.955,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T19:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T20:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.071,38.011,,4.522,20,0,0.549,9597,92.948,0,13.426,011199999999999999999999911917011141
6100284,2025-01-28T20:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T20:10:04Z,43.3189,4.8662,9.9,12,1012,-3,294.6,16.7,,0,275.2,13,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T20:30:00Z,43.3189,4.8662,,,,,,,,,,,13.683,37.252,4.395,1.953,5.55,0.566,0.895,9793,94.474,0,29.037,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T20:34:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T21:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.065,38.021,,4.521,20,0,0.618,10051,97.226,0,16.241,011199999999999999999999911917011141
6100284,2025-01-28T21:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T21:10:04Z,43.3189,4.8662,9.9,10,1012,-3,293,15.2,,0,276.7,10.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T21:30:00Z,43.3189,4.8662,,,,,,,,,,,13.758,37.521,4.403,1.814,5.65,0.549,0.833,9979,96.268,0,22.569,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T21:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T22:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.06,38.016,,4.521,20,0,0.555,9649,93.206,0,15.756,011199999999999999999999911917011141
6100284,2025-01-28T22:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T22:10:04Z,43.3189,4.8662,10.2,8,1012,-3,294.3,16.4,,0,265.5,16.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T22:30:01Z,43.3189,4.8662,,,,,,,,,,,13.734,37.407,4.419,1.411,5.54,0.616,0.744,9773,94.164,0,23.8,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T22:34:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T23:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.059,38.006,,4.519,20,0,0.688,9989,96.443,0,20.77,011199999999999999999999911917011141
6100284,2025-01-28T23:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-28T23:10:04Z,43.3189,4.8662,10.2,11.6,1013,-3,295.8,17.4,,0,286.5,14.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-28T23:30:00Z,43.3189,4.8662,,,,,,,,,,,13.651,36.982,4.362,1.647,5.63,0.547,0.872,9917,95.463,0,26.245,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-28T23:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T00:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.062,38.017,,4.521,20,0,0.674,9597,92.608,0,21.808,011199999999999999999999911917011141
6100284,2025-01-29T00:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T00:10:05Z,43.3189,4.8662,10.5,9.5,1013,-3,297.8,20.8,,0,277.6,13.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T00:30:00Z,43.3189,4.8662,,,,,,,,,,,13.709,37.023,4.286,1.683,5.51,0.557,0.662,9701,93.463,0,20.124,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T00:34:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T01:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.063,38.024,,4.523,20,0,0.578,10030,96.639,0,15.356,011199999999999999999999911917011141
6100284,2025-01-29T01:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T01:10:04Z,43.3189,4.8662,10.2,7.9,1013,-3,289.6,18.3,,0,261.1,17.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T01:30:00Z,43.3189,4.8662,,,,,,,,,,,13.612,37.324,4.405,2.21,5.64,0.491,0.832,9958,95.68,0,23.254,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T01:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T02:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.018,38.024,,4.517,20,0,0.617,9711,93.474,0,15.387,011199999999999999999999911917011141
6100284,2025-01-29T02:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T02:10:05Z,43.3189,4.8662,10,5.1,1014,-3,290.8,17.5,,0,286.1,13.4,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T02:30:00Z,43.3189,4.8662,,,,,,,,,,,13.627,37.13,4.406,1.275,5.51,0.538,0.662,9721,93.298,0,20.855,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T02:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T03:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.065,38.024,,4.522,20,0,0.598,9958,95.886,0,20.255,011199999999999999999999911917011141
6100284,2025-01-29T03:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T03:10:04Z,43.3189,4.8662,9.8,6.3,1014,-3,293.2,15.8,,0,283.4,13.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T03:30:00Z,43.3189,4.8662,,,,,,,,,,,13.633,37.17,4.402,2.027,5.6,0.64,0.934,9865,94.876,0,18.094,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T03:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T04:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.876,37.915,,4.491,20,0,0.826,9525,91.69,0,28.937,011199999999999999999999911917011141
6100284,2025-01-29T04:04:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T04:10:05Z,43.3189,4.8662,9.7,7,1015,-3,296.7,14.2,,0,283.7,12.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T04:30:00Z,43.3189,4.8662,,,,,,,,,,,13.647,37.486,4.405,1.708,5.49,0.557,0.828,9690,93.144,0,16.156,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T04:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T05:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.936,37.95,,4.5,20,0,0.7,9989,96.278,0,20.578,011199999999999999999999911917011141
6100284,2025-01-29T05:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T05:10:04Z,43.3189,4.8662,8.8,5,1015,-3,305.5,9.2,,0,298.9,8.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T05:30:00Z,43.3189,4.8662,,,,,,,,,,,13.616,37.555,4.426,2.271,5.57,0.605,0.727,9835,94.762,0,16.656,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T05:34:31Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T06:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.96,37.971,,4.505,20,0,0.598,9391,90.701,0,18.371,011199999999999999999999911917011141
6100284,2025-01-29T06:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T06:10:04Z,43.3189,4.8662,9.3,7.7,1015,-3,299.1,11.8,,0,296,12.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T06:30:00Z,43.3189,4.8662,,,,,,,,,,,13.806,37.753,4.462,2.026,5.39,0.597,0.631,9525,91.814,0,13.834,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T06:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T07:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.006,37.983,,4.511,20,0,0.554,9865,95.288,0,12.065,011199999999999999999999911917011141
6100284,2025-01-29T07:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T07:10:04Z,43.3189,4.8662,9.6,11.1,1016,-3,297.4,15.9,,0,266.5,13.4,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T07:30:00Z,43.3189,4.8662,,,,,,,,,,,13.908,37.297,4.463,1.901,5.55,0.592,0.68,9793,94.628,0,11.373,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T07:34:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T08:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.041,38.008,,4.518,20,0,0.525,9340,90.164,0,13.788,011199999999999999999999911917011141
6100284,2025-01-29T08:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.549,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-29T08:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T08:10:04Z,43.3189,4.8662,10.1,8.5,1016,-3,300.1,13.8,,0,290.4,10.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T08:30:00Z,43.3189,4.8662,,,,,,,,,,,13.495,37.393,4.417,1.999,5.38,0.47,0.819,9505,91.546,0,16.61,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T08:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T09:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.093,38.007,,4.524,20,0,0.671,9907,95.835,0,18.924,011199999999999999999999911917011141
6100284,2025-01-29T09:04:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T09:10:06Z,43.3189,4.8662,9.5,16.7,1017,-3,302.4,9.4,,0,297,8.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T09:30:00Z,43.3189,4.8662,,,,,,,,,,,13.959,37.761,4.494,2.131,5.53,0.617,0.681,9783,94.649,0,12.35,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T09:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T10:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.107,38.021,,4.527,20,0,0.517,9329,90.257,0,18.171,011199999999999999999999911917011141
6100284,2025-01-29T10:04:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T10:10:04Z,43.3189,4.8662,10.7,8.3,1016,-3,282,6.5,,0,251.2,6.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T10:30:00Z,43.3189,4.8662,,,,,,,,,,,14.065,37.678,4.504,1.779,5.34,0.598,0.625,9443,91.68,0,12.142,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T10:34:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T11:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.16,38.022,,4.532,20,0,0.444,9762,94.793,0,8.651,011199999999999999999999911917011141
6100284,2025-01-29T11:04:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-29T11:10:04Z,43.3189,4.8662,12.7,11.1,1016,-3,301.8,3.3,,0,250.5,2.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-29T11:30:00Z,43.3189,4.8662,,,,,,,,,,,14.117,37.965,4.519,1.864,5.48,0.533,0.51,9701,94.278,0,9.412,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-29T11:34:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
