PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),TEMP LEVEL3 (degree_Celsius),PSAL LEVEL3 (psu),BATTERY LEVEL3 (volt),CNDC LEVEL3 (S/m),DEPH LEVEL3 (meter),END_CYCLE_FLOW LEVEL3 (l/minute),FLU3 LEVEL3 (FFU),MASS_DOXY LEVEL3 (milligram/m3),OSAT LEVEL3 (%),PHPH LEVEL3 (none),TUR4 LEVEL3 (ntu),QC
6100284,2025-01-16T18:30:00Z,43.3189,4.8662,,,,,,,,,,,11.569,36.375,4.096,1.713,5.91,0.612,3.032,10412,96.381,0,8.82,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-16T18:32:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T19:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.081,37.871,,4.402,20,0,1.418,10515,98.257,0,7.266,011199999999999999999999911917011141
6100284,2025-01-16T19:02:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T19:10:04Z,43.3189,4.8662,6.7,6.1,1030,-3,123.5,7.2,,0,8.9,4.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-16T19:30:00Z,43.3189,4.8662,,,,,,,,,,,11.556,36.582,4.117,1.916,5.89,0.61,2.103,10402,96.02,0,11.665,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-16T19:32:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T20:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.522,37.967,,4.459,20,0,1.199,10237,96.061,0,5.782,011199999999999999999999911917011141
6100284,2025-01-16T20:02:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T20:10:04Z,43.3189,4.8662,6.5,9,1030,-3,355.6,8.2,,0,5.5,5.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-16T20:30:00Z,43.3189,4.8662,,,,,,,,,,,11.618,36.775,4.151,2.052,5.88,0.554,1.997,10381,96.216,0,11.265,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-16T20:32:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T21:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.832,38.07,,4.502,20,0,0.898,10319,97.659,0,5.852,011199999999999999999999911917011141
6100284,2025-01-16T21:02:31Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T21:10:05Z,43.3189,4.8662,4.9,8.8,1031,-3,359,7.2,,0,2.6,4.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-16T21:30:01Z,43.3189,4.8662,,,,,,,,,,,12.701,37.202,4.32,2.003,5.75,0.591,2.144,10154,95.824,0,8.52,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-16T21:32:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T22:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.931,38.046,,4.511,20,0,0.788,9865,94.237,0,2.522,011199999999999999999999911917011141
6100284,2025-01-16T22:02:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T22:10:03Z,43.3189,4.8662,4.3,6,1031,-3,358.5,6.7,,0,345,5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-16T22:30:00Z,43.3189,4.8662,,,,,,,,,,,13.248,37.398,4.372,1.83,5.6,0.58,1.232,9896,94.773,0,10.881,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-16T22:32:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T23:02:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-16T23:32:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T00:02:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T00:10:04Z,43.3189,4.8662,3.4,6.1,1031,-3,239.3,6.8,,0,22.9,4.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T02:37:12Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.666,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-17T02:47:04Z,43.3189,4.8662,4.3,5.4,1031,-3,359.5,9.3,,0,356.4,7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T03:00:00Z,43.3189,4.8662,,,,,,,,,,,13.988,37.968,4.509,1.963,5.49,0.621,0.796,9721,94.381,0,6.559,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T03:07:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T03:10:03Z,43.3189,4.8662,4.1,7.1,1031,-3,36.6,8.8,,0,37.2,7.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T03:30:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.095,38.056,,4.529,20,0,0.688,9721,94.525,0,5.667,011199999999999999999999911917011141
6100284,2025-01-17T03:37:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T04:00:02Z,43.3189,4.8662,,,,,,,,,,,14.037,37.873,4.503,1.566,5.46,0.546,0.696,9649,93.793,0,9.72,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T04:07:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T04:10:06Z,43.3189,4.8662,3.4,4.5,1030,-3,242.2,7.6,,0,12.9,5.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T04:30:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.11,38.057,,4.53,20,0,0.673,9443,91.835,0,5.875,011199999999999999999999911917011141
6100284,2025-01-17T04:37:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T05:00:00Z,43.3189,4.8662,,,,,,,,,,,14.081,38.018,4.523,1.812,5.45,0.47,0.74,9649,93.855,0,5.252,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T05:07:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T05:10:04Z,43.3189,4.8662,3.2,6.2,1031,-3,241.1,7.1,,0,22.4,4.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T05:30:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.113,38.051,,4.53,20,0,0.712,9690,94.257,0,5.136,011199999999999999999999911917011141
6100284,2025-01-17T05:37:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T06:00:00Z,43.3189,4.8662,,,,,,,,,,,13.997,37.938,4.506,2.087,5.44,0.574,0.729,9628,93.618,0,7.082,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T06:07:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T06:10:05Z,43.3189,4.8662,2.8,9.4,1031,-3,241.4,7.1,,0,4.8,4.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T06:37:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T08:53:15Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.586,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-17T09:03:07Z,43.3189,4.8662,2.6,7.1,1032,-3,358.4,5.7,,0,4.1,2.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T09:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T09:30:00Z,43.3189,4.8662,,,,,,,,,,,13.992,37.984,4.513,2.618,5.49,0.549,0.663,9711,94.278,0,3.575,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T09:53:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T10:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.018,38.058,,4.521,20,0,0.746,9742,94.69,0,9.943,011199999999999999999999911917011141
6100284,2025-01-17T10:10:04Z,43.3189,4.8662,6.5,1.7,1031,-3,325,5.7,,0,302.3,4.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T10:23:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T10:30:00Z,43.3189,4.8662,,,,,,,,,,,13.98,38.006,4.511,2.601,5.43,0.556,0.754,9618,93.288,0,3.706,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T10:53:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T11:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,14.013,38.058,,4.521,20,0,0.704,9484,92.051,0,11.973,011199999999999999999999911917011141
6100284,2025-01-17T11:10:05Z,43.3189,4.8662,7.4,21,1033,-3,311,6.5,,0,305.6,5.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T11:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T11:30:00Z,43.3189,4.8662,,,,,,,,,,,13.914,37.985,4.503,2.045,5.49,0.588,0.701,9711,94.216,0,5.106,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T11:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T12:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.987,38.06,,4.519,20,0,0.941,9742,94.453,0,9.827,011199999999999999999999911917011141
6100284,2025-01-17T12:10:06Z,43.3189,4.8662,9.5,2.8,1030,-3,335.1,4.6,,0,304.1,3.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T12:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T12:30:00Z,43.3189,4.8662,,,,,,,,,,,13.915,37.989,4.504,1.894,5.46,0.543,0.753,9659,93.628,0,6.344,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T12:53:31Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T13:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.998,38.065,,4.52,20,0,0.778,9463,91.69,0,12.965,011199999999999999999999911917011141
6100284,2025-01-17T13:10:04Z,43.3189,4.8662,9.7,0,1028,-3,315.4,5.9,,0,306.2,4.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T13:23:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T13:30:00Z,43.3189,4.8662,,,,,,,,,,,13.926,38.009,4.506,2.136,5.48,0.612,0.694,9701,94.051,0,7.736,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T13:53:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T14:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.986,38.066,,4.519,20,0,0.74,9690,93.958,0,11.142,011199999999999999999999911917011141
6100284,2025-01-17T14:10:04Z,43.3189,4.8662,11.4,2.3,1028,-3,340.6,3.8,,0,311.3,2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T14:23:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T14:30:00Z,43.3189,4.8662,,,,,,,,,,,13.84,37.965,4.493,1.869,5.42,0.505,0.767,9597,92.969,0,6.059,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T14:53:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T15:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.972,38.073,,4.518,20,0,0.95,9443,91.443,0,11.119,011199999999999999999999911917011141
6100284,2025-01-17T15:10:04Z,43.3189,4.8662,10.6,0,1027,-3,354.1,3.7,,0,344.3,2.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T15:23:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T15:30:00Z,43.3189,4.8662,,,,,,,,,,,13.835,37.964,4.493,1.787,5.49,0.606,0.837,9721,94.02,0,10.912,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T15:53:30Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T16:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.963,38.073,,4.517,20,0,0.938,9701,93.989,0,16.21,011199999999999999999999911917011141
6100284,2025-01-17T16:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,28.146,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-17T16:10:03Z,43.3189,4.8662,9.1,19.1,1029,-3,354.8,2.9,,0,353.5,2.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T16:23:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T16:30:00Z,43.3189,4.8662,,,,,,,,,,,13.84,37.961,4.492,1.933,5.47,0.57,0.925,9680,93.69,0,8.412,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T16:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T17:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.956,38.07,,4.515,20,0,0.773,9484,91.865,0,15.702,011199999999999999999999911917011141
6100284,2025-01-17T17:10:06Z,43.3189,4.8662,6.7,1,1027,-3,359.2,3.5,,0,357.3,2.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T17:23:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T17:30:00Z,43.3189,4.8662,,,,,,,,,,,13.855,37.958,4.493,1.914,5.51,0.554,0.936,9752,94.371,0,10.788,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T17:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T18:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.946,38.069,,4.514,20,0,0.831,9711,94.092,0,14.18,011199999999999999999999911917011141
6100284,2025-01-17T18:10:03Z,43.3189,4.8662,5.6,6,1028,-3,339.4,3.2,,0,305.8,2.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T18:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T18:30:00Z,43.3189,4.8662,,,,,,,,,,,13.888,37.981,4.498,1.854,5.45,0.58,0.746,9649,93.443,0,11.211,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T18:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T19:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.945,38.058,,4.514,20,0,0.823,9453,91.628,0,14.657,011199999999999999999999911917011141
6100284,2025-01-17T19:10:04Z,43.3189,4.8662,5.5,7.6,1027,-3,341.1,5.4,,0,323.4,3.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T19:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T19:30:00Z,43.3189,4.8662,,,,,,,,,,,13.901,38.009,4.503,1.883,5.47,0.596,0.915,9680,93.804,0,9.474,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T19:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T20:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.934,38.071,,4.513,20,0,0.875,9680,93.793,0,15.279,011199999999999999999999911917011141
6100284,2025-01-17T20:10:04Z,43.3189,4.8662,4.2,3.8,1027,-3,356.5,4.7,,0,347.5,4.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T20:23:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T20:30:00Z,43.3189,4.8662,,,,,,,,,,,13.893,38.001,4.502,2.197,5.42,0.543,0.834,9597,93.061,0,8.512,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T20:53:30Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T21:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.924,38.066,,4.512,20,0,0.879,9381,90.886,0,13.426,011199999999999999999999911917011141
6100284,2025-01-17T21:10:05Z,43.3189,4.8662,3.7,11.7,1028,-3,358.2,3.9,,0,10.3,3.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T21:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T21:30:00Z,43.3189,4.8662,,,,,,,,,,,13.849,37.961,4.493,1.641,5.47,0.635,0.972,9690,93.793,0,7.989,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T21:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T22:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.91,38.073,,4.511,20,0,0.82,9597,92.948,0,13.165,011199999999999999999999911917011141
6100284,2025-01-17T22:10:05Z,43.3189,4.8662,3.5,4.4,1027,-3,358.9,5.1,,0,353,3.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T22:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T22:30:00Z,43.3189,4.8662,,,,,,,,,,,13.854,37.98,4.494,1.764,5.4,0.568,0.774,9567,92.597,0,7.859,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T22:53:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T23:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.906,38.069,,4.51,20,0,1.245,9319,90.268,0,16.11,011199999999999999999999911917011141
6100284,2025-01-17T23:10:05Z,43.3189,4.8662,3.4,4.9,1026,-3,358.6,5.3,,0,11.3,3.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-17T23:23:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-17T23:30:00Z,43.3189,4.8662,,,,,,,,,,,13.892,38.007,4.503,1.719,5.45,0.592,0.819,9649,93.412,0,6.736,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-17T23:53:31Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T00:10:05Z,43.3189,4.8662,2.7,3.3,1025,-3,359.6,7.1,,0,353.1,6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T01:32:27Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.757,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-18T01:42:19Z,43.3189,4.8662,1.9,7.2,1025,-3,359.5,8.2,,0,353.1,7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T02:02:30Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T02:10:05Z,43.3189,4.8662,1.7,12.1,1026,-3,359,7.9,,0,0.9,6.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T02:30:00Z,43.3189,4.8662,,,,,,,,,,,13.986,38.015,4.514,1.735,5.5,0,0.933,9731,94.422,0,6.844,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-18T02:54:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T03:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.903,38.059,,4.51,20,0,0.918,9525,92.402,0,17.148,011199999999999999999999911917011141
6100284,2025-01-18T03:10:05Z,43.3189,4.8662,1.1,7.9,1025,-3,359.2,7.8,,0,354.6,6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T03:24:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T03:30:00Z,43.3189,4.8662,,,,,,,,,,,14.024,38.017,4.517,1.942,5.44,0.611,0.856,9639,93.618,0,5.952,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-18T03:54:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T04:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.918,38.068,,4.511,20,0,0.995,9319,90.298,0,16.448,011199999999999999999999911917011141
6100284,2025-01-18T04:10:04Z,43.3189,4.8662,1,7.7,1024,-3,357.6,7.4,,0,353.9,6.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T04:24:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T04:30:00Z,43.3189,4.8662,,,,,,,,,,,13.957,37.782,4.486,1.738,5.4,0.577,1.348,9556,92.628,0,7.351,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-18T04:54:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T05:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.937,38.063,,4.514,20,0,0.812,9556,92.701,0,11.95,011199999999999999999999911917011141
6100284,2025-01-18T05:10:05Z,43.3189,4.8662,0.6,8.1,1024,-3,358.9,8.2,,0,356.5,7.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T05:24:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T05:30:00Z,43.3189,4.8662,,,,,,,,,,,13.947,37.652,4.474,1.875,5.47,0.555,0.91,9670,93.68,0,7.943,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-01-18T05:54:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-01-18T09:44:09Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.704,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-01-18T09:54:04Z,43.3189,4.8662,3.3,4.4,1025,-3,359.2,7.9,,0,358.4,6.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-01-18T10:00:00Z,43.3189,4.8662,,,,,,,,,,,11.416,36.034,4.051,2.002,5.87,0.611,2.599,10329,95.412,0,5.821,,,,,,,,,,,,011199999999991111101114199999999999
